sira	karakter	saniye	kar_sn	metin
1	144	8.480	16.98	Oyuncular masaya oturduğunda bir şeyin göğüsten çıkacağını b
2	45	3.200	14.06	Ekranda gördüğünüz o yüzler, oyunculuk değil.
3	100	6.240	16.03	Ve o yaratığı hayal eden adam, Hollywood'da değil, İsviçre'd
4	69	4.320	15.97	bin dokuz yüz yetmiş beşin Paris'inde, bir film hiç çekilmed
5	184	11.200	16.43	Şilili yönetmen Alehandro Hodorovski, Frank Herbert'in roman
6	217	14.080	15.41	İmparator rolü için Salvador Dalí ile pazarlık ediliyordu, m
7	44	3.360	13.10	Bütçe şişti, şişti ve stüdyolar elini çekti.
8	59	4.000	14.75	Geriye devasa bir tasarım cildi ve dağılmış bir ekip kaldı.
9	70	4.480	15.62	O ekibin içinde yirmi dokuz yaşında bir Amerikalı vardı: Dan
10	152	9.440	16.10	Hodorovski onu, John Carpenter'la birlikte yazıp özel efektl
11	62	4.000	15.50	O'Bannon Los Angeles'taki her şeyini satıp Paris'e taşınmışt
12	41	2.720	15.07	Proje çöktüğünde elinde hiçbir şey yoktu.
13	90	5.920	15.20	Geri döndü ve arkadaşı, yapımcı adayı Ronald Shusett'in evin
14	29	1.920	15.10	Ama Paris'ten boş dönmemişti.
15	81	5.600	14.46	Orada, ekibe sonradan katılan İsviçreli bir ressamın çalışma
16	6	0.960	6.25	Giger.
17	171	11.200	15.27	Giger'in resimleri siyah beyazdı, airbrush'la yapılmıştı ve 
18	82	5.120	16.02	O'Bannon o resimleri gördüğünde midesine bir şey oturduğunu 
19	17	1.760	9.66	Aklında kaldılar.
20	86	6.560	13.11	Kanepede yazdığı şey ilkin yirmi dokuz sayfalık bir taslaktı
21	165	10.240	16.11	Bir yük gemisinin mürettebatı derin uykudan uyanır, bilinmey
22	20	1.600	12.50	Sonra metin tıkandı.
23	53	3.360	15.77	O'Bannon canavarı gemiye nasıl sokacağını bilmiyordu.
24	151	10.080	14.98	Çözümü Shusett buldu ve bu, filmin bütün kimyasını değiştire
25	42	2.560	16.41	Yaratık bir insanı taşıyıcıya dönüştürsün.
26	145	9.280	15.63	O'Bannon bu fikri aldı ve kendi bedeninden bir şey ekledi; y
27	82	5.440	15.07	Senaryodaki en ünlü sahne, bir yazarın kendi karnındaki ağrı
28	52	3.680	14.13	Metnin ilk adı Star Beast, yani Yıldız Canavarı'ydı.
29	114	8.320	13.70	O'Bannon bu addan nefret etti, sildi ve senaryoda defalarca 
30	70	4.480	15.62	Filmin adı Alien oldu; Türkiye'de yıllarca Yaratık adıyla bi
31	115	7.360	15.62	Senaryo, Gordon Carroll, David Giler ve Walter Hill'in kurdu
32	75	4.960	15.12	Brandywine'ın yirmith Century Fox ile, yani kısaca Fox ile a
33	21	1.760	11.93	Fox önce ilgilenmedi.
34	108	7.520	14.36	Sonra bin dokuz yüz yetmiş yedide Star Wars, yani Yıldız Sav
35	53	3.680	14.40	Aniden her stüdyonun bir uzay filmine ihtiyacı vardı.
36	23	1.760	13.07	Fox senaryoyu onayladı.
37	47	3.360	13.99	Giler ve Hill metni baştan aşağı yeniden yazdı.
38	172	11.200	15.36	O'Bannon bundan hiç hoşlanmadı, ama onların eklediği bir şey
39	46	3.200	14.38	Ash karakteri, yaratıktan önce gelen ihanetti.
40	83	5.600	14.82	Yönetmen olarak, henüz tek bir uzun metrajı olan bir İngiliz
41	66	4.480	14.73	Reklam filmlerinden gelen, kendi kadrajını kendi çizen bir a
42	77	5.280	14.58	Senaryoyu okuduktan sonra oturup filmin neredeyse tamamını s
43	161	9.600	16.77	Fox'taki yöneticiler o çizimleri gördüklerinde bütçeyi kabac
44	56	3.840	14.58	Geriye tek bir soru kalmıştı: canavar neye benzeyecekti.
45	109	7.040	15.48	O'Bannon, Paris'ten getirdiği o eski hissi hatırladı ve Scot
46	106	8.000	13.25	Scott kitabı açtı ve bin dokuz yüz yetmiş altı tarihli bir b
47	113	7.840	14.41	Uzun, kafatası gibi ama gözsüz bir baş; parlak, kabuklu, ayn
48	104	6.400	16.25	Scott daha sonra bu tasarımın önünde tereddüt etmediğini, on
49	72	5.280	13.64	Fox tedirgindi; Giger'in işi rahatsız edici ve fazla cinsel 
50	14	1.440	9.72	Scott diretti.
51	56	3.680	15.22	Giger'i işe aldılar ve İsviçreli ressam Londra'ya geldi.
52	167	10.080	16.57	Çekimler beş Temmuz bin dokuz yüz yetmiş sekizde, Londra'nın
