sira	karakter	saniye	kar_sn	metin
1	79	5.120	15.43	Bir adam otobüste yanına oturduğu kadına "Ben ünlü yönetmen 
2	150	9.760	15.37	Haftalar sonra o ailenin evinde tutuklandı — ve bir başka yö
3	103	6.720	15.33	Mahkeme salonuna iki kamera girdi; içeri giren şey sinemanın
4	153	9.600	15.94	bin dokuz yüz seksen dokuz sonbaharında Tahran'ın kalabalık 
5	29	2.080	13.94	Kapakta tanıdık bir ad vardı.
6	163	10.560	15.44	Adam, Mohsen Mahmalbaf'ın Bisikleran, yani Bisikletçi adlı f
7	114	7.520	15.16	Karşısındaki adam kitaptan başını kaldırdı ve hayatının geri
8	17	1.280	13.28	Ben Mahmalbaf'ım.
9	37	3.040	12.17	Adamın gerçek adı Hosseyn Sabzian'dı.
10	136	9.600	14.17	Matbaada çalışmış, işini kaybetmiş, evliliği bitmiş, annesiy
11	128	8.160	15.69	Filmleri defalarca izleyen, replikleri ezberleyen, salonlard
12	88	5.280	16.67	O otobüste kurduğu yalanın ardında bir plan yoktu; bir anlık
13	34	2.560	13.28	Ama karşısındaki kadın ona inandı.
14	61	4.000	15.25	İnanılmak, Sabzian'ın hayatı boyunca tanımadığı bir duyguydu
15	110	7.840	14.03	Kitabı imzaladı, üstüne Mahmalbaf'ın adını yazdı ve o imzayl
16	69	4.960	13.91	Birkaç gün sonra Ahanhah ailesinin Tahran'daki evinin kapısı
17	50	4.160	12.02	İçeri alındı, çay ikram edildi, saygıyla dinlendi.
18	102	6.720	15.18	Kendisini bekleyen orta sınıf bir aileydi: baba, anne ve üni
19	58	4.000	14.50	Sabzian eve bir yönetmen gözüyle bakıyormuş gibi davrandı.
20	99	6.400	15.47	Odaların ışığını beğendi, pencerelerin yönünü sordu, sonraki
21	78	5.120	15.23	Oğullardan Mehrdad'ın oyunculuğa hevesli olduğunu öğrenince 
22	101	6.720	15.03	Aileye küçük alıştırmalar yaptırdı, birkaç cümle ezberletti,
23	71	4.320	16.44	Bir gün taksi parası olmadığını söyleyip bin dokuz yüz tümen
24	88	5.920	14.86	Rakam gülünç derecede küçüktü; asıl aldığı şey paraydı denem
25	62	4.160	14.90	Bu, dolandırıcılık hikâyelerinin alışılmış kalıbına uymuyord
26	86	6.240	13.78	Sabzian evden kıymetli bir şey çalmadı, imza attırıp senet a
27	42	3.040	13.82	Tam tersine, her gelişinde daha çok kaldı.
28	75	4.640	16.16	Kendisini yönetmen sanan insanların gözünde kendi hayatının 
29	149	9.120	16.34	Yıllarca kimsenin sözünü dinlemediği bir adam, birden bir ev
30	61	3.840	15.89	Bu deneyimin sarhoşluğu, yakalanma korkusundan daha güçlüydü
31	29	2.080	13.94	Çatlaklar yavaş yavaş açıldı.
32	114	7.040	16.19	Ailenin babası, karşısındaki adamın kendi filmleri hakkında 
33	75	4.800	15.62	Ödüllerden, festivallerden, sinema çevresinin son haberlerin
34	63	3.680	17.12	Bir yönetmenin bilmemesinin imkânsız olduğu şeyleri bilmiyor
35	200	12.800	15.62	Şüphe bir kez düştükten sonra her ayrıntı yeniden okundu: Ad
36	55	3.680	14.95	Ahankhahların aklına gelen ilk açıklama sinema değildi.
37	95	5.920	16.05	Bu adamın bir hırsızlık için evi kolaçan ettiğini, arkasında
38	27	2.080	12.98	Misafirlik korkuya dönüştü.
39	61	4.320	14.12	Aile, gerçeği bir gazeteciye danışarak öğrenmeye karar verdi
40	71	5.120	13.87	Soruş, yani Soruş adlı haber dergisinin muhabiri Farazmand'a
41	112	7.520	14.89	Farazmand için bu, kariyerinin haberiydi: Ünlü bir yönetmeni
42	82	5.440	15.07	Yanına iki polis aldı, bir taksiye atladı ve Ahankhahların e
43	77	4.960	15.52	Taksinin içinde, fotoğraf makinesini hazırlarken haberin man
44	40	2.880	13.89	O evde yakalandığında Sabzian direnmedi.
45	33	2.240	14.73	Ne kaçmaya çalıştı ne inkâr etti.
46	110	6.880	15.99	Polislerin arasında sokağa çıkarıldığında, birkaç gün boyunc
47	88	5.760	15.28	Arkasında, ona inandıkları için kendilerini aptal yerine kon
48	63	4.160	15.14	Önünde ise dolandırıcılık suçlamasıyla açılacak bir dava var
49	73	4.640	15.73	Sabzian tutuklandığında bunun bir mahkeme salonunda biteceği
