sira	karakter	saniye	kar_sn	metin
1	81	5.440	14.89	Senaryo yazıldığında yönetmen kırk dört yaşındaydı; çekime b
2	146	9.760	14.96	Aradaki sekiz yılda Moskova'daki sansür kurulu aynı metni de
3	106	6.720	15.77	Sonunda izin çıktığında Klimov kamerayı öyle bir yere kurdu 
4	98	6.400	15.31	Ales Adamoviç, bin dokuz yüz yetmişlerin başında elinde bir 
5	94	6.080	15.46	Aradığı şey belgeydi ama kâğıt üzerinde bir belge değil, ins
6	169	10.560	16.00	Kendisi de savaşta on beş yaşında bir partizandı; ormanda ge
7	95	6.880	13.81	Yanına iki yazar arkadaşını aldı, köy köy dolaşıp hayatta ka
8	118	8.160	14.46	Bantlara kaydedilen o sesler bin dokuz yüz yetmiş yedide bir
9	77	5.120	15.04	Ateşli Köydenim'in anlattığı şey, Belarus'ta olağan hale gel
10	171	11.200	15.27	Bir köy, partizan faaliyetine misilleme olarak seçilir; halk
11	44	3.040	14.47	Bu yöntemin en bilinen örneği Hatın köyüdür.
12	147	9.120	16.12	yirmi iki Mart bin dokuz yüz kırk üçte, yakınlarda bir Alman
13	62	4.000	15.50	Köyün yüz kırk dokuz sakini bir ahıra tıkıldı ve ahır yakıld
14	52	3.360	15.48	Kurtulanların sayısı altıydı; bunların beşi çocuktu.
15	146	10.400	14.04	Adamoviç bu olayı bin dokuz yüz yetmiş birde Hatın adlı roma
16	51	3.680	13.86	Bu malzemeye bir yönetmen sahip çıktı: Elem Klimov.
17	136	8.320	16.35	bin dokuz yüz otuz üçte Stalingrad'da doğmuştu; adı bile dön
18	113	7.040	16.05	bin dokuz yüz kırk ikide, şehir yanarken, annesi ve bebek ka
19	99	6.240	15.87	dokuz yaşında bir çocuk olarak nehrin üstünden geçerken arka
20	120	7.520	15.96	Yıllar sonra, kendi filminde küçük bir oğlanın gözlerine yer
21	174	10.240	16.99	Klimov ile Adamoviç senaryoyu birlikte yazdılar ve bin dokuz
22	39	2.880	13.54	Filmin o günkü adı Hitler'i Öldürün'dü.
23	40	3.680	10.87	Sinema Komitesi metni okudu ve reddetti.
24	116	7.680	15.10	Gerekçe, Sovyet sansürünün alışıldık gerekçelerinden değildi
25	40	3.200	12.50	Bulunan kusur, fazla gerçekçi olmasıydı.
26	62	4.800	12.92	Komite'nin dilinde bunun adı "kir estetiği" ve "natüralizm"d
27	63	4.480	14.06	Zaferin resmî anlatısı vardı: kahramanlık, dayanışma, kurtul
28	93	5.760	16.15	Klimov'un anlatmak istediği şey ise kahramanlık değil, çamur
29	32	2.080	15.38	Metinde değişiklik talep edildi.
30	77	4.800	16.04	Klimov, malzemeyi fazla kutsal saydığı için tek bir tavizi b
31	24	1.760	13.64	Senaryo rafa kaldırıldı.
32	72	4.800	15.00	Sonraki sekiz yıl, filmin çekilmediği ama yönetmenin yaşadığ
33	148	10.080	14.68	iki Temmuz bin dokuz yüz yetmiş dokuz sabahı, Klimov'un eşi,
34	84	5.600	15.00	Yeni filminin mekânlarına bakmaya gidiyordu; ekibinden dört 
35	93	6.080	15.30	Klimov, eşinin yarım kalan filmini kendisi tamamladı ve onun
36	103	6.880	14.97	Yani rafta bekleyen yalnızca bir senaryo değildi; bekleyen a
37	82	5.440	15.07	Filmin çekildiğinde taşıdığı ağırlığın bir kısmı, o sekiz yı
38	47	3.360	13.99	İzin nihayet bin dokuz yüz seksen dörtte çıktı.
39	97	5.920	16.39	Zaferin kırkıncı yıldönümü yaklaşıyordu ve savaş konulu büyü
40	52	3.520	14.77	Ancak Sinema Komitesi eski adı hâlâ kabul etmiyordu.
41	120	8.480	14.15	Klimov, yazar olan kardeşi German'a danıştı; aradıkları cüml
42	112	7.360	15.22	Kıyametin dört atlısı sırayla belirirken, her birinin gelişi
43	54	3.680	14.67	Filmin adı böylece Idi i smotri, yani Gel ve Gör oldu.
44	112	8.000	14.00	Bu, bir başlıktan fazlasıdır; seyirciye verilmiş bir emirdir
45	110	6.880	15.99	Çekimler bin dokuz yüz seksen dörtte Belarus'ta, ülkenin ken
46	123	8.480	14.50	Klimov'un en radikal kararı, teknik değil zamansaldı: film, 
47	111	7.520	14.76	Sinemada bu neredeyse hiç yapılmaz, çünkü pahalıdır; aynı me
48	97	6.080	15.95	Klimov bunu göze aldı, çünkü elde etmek istediği şeyi oyuncu
49	115	7.520	15.29	Çekimler dokuz ay sürdü ve bu dokuz ay boyunca kamera, başro
50	31	2.560	12.11	O çocuk, Aleksey Kravçenko'ydu.
51	53	3.840	13.80	on dört yaşındaydı ve profesyonel bir oyuncu değildi.
52	126	8.320	15.14	Klimov onu seçtiğinde asıl kaygısı filmi değil, çocuğu düşün
53	146	8.640	16.90	Bu yüzden sete bir hipnoz uzmanı çağırdı ve Kravçenko'ya, çe
54	46	2.880	15.97	Buna rağmen çocuğun yaşadıkları hafif değildi.
55	111	7.360	15.08	Aylarca süren aşırı yorgunluk, sıkı bir perhiz ve sürekli aç
56	123	8.320	14.78	Kravçenko okuluna döndüğünde zayıflamıştı; filmdeki ağarmış 
57	30	2.080	14.42	Sette gerçek mermi kullanıldı.
58	81	4.800	16.88	Kurusıkı değil, keskin nişancıların kontrollü biçimde ateşle
59	86	5.440	15.81	Kravçenko yıllar sonra, mermilerin başının on santim kadar ü
60	134	8.480	15.80	Bombardıman sahnelerinde patlayıcılar, oyuncularla arasında 
61	166	10.400	15.96	Klimov'un aradığı şey, oynanmış bir korku değil, bedenin ken
62	79	4.960	15.93	Bu şiddetin görüntüye çevrilmesi, görüntü yönetmeni Aleksey 
63	107	7.040	15.20	Rodionov, o yıllarda Sovyet sinemasında henüz yeni olan Stea
64	91	5.760	15.80	Steadicam genellikle pürüzsüz, süzülen, seyirciyi rahatlatan
65	118	8.160	14.46	Burada tam tersi yapıldı: kamera çocuğun peşine takıldı, pan
66	50	3.360	14.88	Filmin en tanınan tercihi de burada devreye girer.
67	47	3.200	14.69	Karakterler zaman zaman doğrudan merceğe bakar.
68	107	6.720	15.92	Bu bakış, seyirciyi izleyici olmaktan çıkarıp tanık konumuna
69	40	2.720	14.71	Sesin tasarımı da aynı mantıkla kuruldu.
70	115	7.360	15.62	Ormandaki bombardımanın ardından oğlanın duyma yetisi zarar 
71	127	8.800	14.43	Diyaloglar uzaklaşır, yerini tiz bir çınlama alır; kuş sesle
72	117	7.360	15.90	Klimov, savaşı anlatmanın yolunu onu göstermekte değil, seyi
73	89	5.920	15.03	Filmin yanına yerleşen ikinci figür, kız kardeş gibi başlayı
74	114	7.200	15.83	Onu oynayan Olga Mironova da profesyonel bir oyuncu değildi 
75	82	5.120	16.02	Sinema tarihinde tek bir role sahip, o tek rolü de unutulmay
76	176	11.680	15.07	Filmin merkezindeki köy sahnesi, Adamovicin bantlarındaki ta
77	181	11.040	16.39	Klimov bu bölümü grotesk ayrıntılarla doldurdu; cezalandırma
78	67	4.160	16.11	Yine de yönetmen, bildiği her şeyi perdeye koymadığını hep s
79	173	10.400	16.63	New York Times'a verdiği bir röportajda bunu açıkça ifade et
80	103	6.880	14.97	Gel ve Gör, dokuz Temmuz bin dokuz yüz seksen beşte Moskova 
81	43	2.880	14.93	Tarih, Klimov'un elli ikinci doğum günüydü.
82	91	5.920	15.37	Festivalden Altın Ödül ve uluslararası sinema yazarlarının v
83	210	13.120	16.01	on yedi Ekim bin dokuz yüz seksen beşte ülke çapında vizyona
84	64	3.840	16.67	bin dokuz yüz seksen altı yılının gişe sıralamasında altıncı
85	91	5.920	15.37	Yani izlenmesi neredeyse dayanılmaz kabul edilen bir film, k
86	149	9.280	16.06	Klimov, hem Sovyetler Birliği'nde hem yurtdışında, bazı göst
87	70	4.640	15.09	Filmin son beş dakikası, tüm yapının anlamını değiştiren bir
88	118	7.680	15.36	Ormanda ilerleyen oğlan, çamurlu bir su birikintisinde Hitle
89	161	10.880	14.80	Her el ateşte perdeye arşiv görüntüleri düşer, ama görüntüle
90	74	4.640	15.95	Sonunda akış, Hitler'in annesinin kucağındaki bebeklik fotoğ
91	36	2.880	12.50	Oğlan namluyu indirir ve ateş etmez.
92	180	12.000	15.00	Film burada, izleyicisini rahatlatmayı reddederken aynı zama
93	206	13.760	14.97	Ardından Mozart'ın Rekviyem'inden Lakrimoza yükselir, oğlan 
94	46	3.200	14.38	Klimov bu filmden sonra bir daha film çekmedi.
