sira	karakter	saniye	kar_sn	metin
1	128	8.320	15.38	Oyuncular sete geldiklerinde ellerinde senaryo yoktu — sadec
2	58	3.680	15.76	Sahnelerin diyalogları o gün yazılıyor, o gün çekiliyordu.
3	86	5.920	14.53	On beş ay sonra Kan'da gösterilecek kopyanın kurgusu, prömiy
4	94	5.760	16.32	Bir filmin nereden başladığını sormak, çoğu zaman bir tarih 
5	141	8.960	15.74	Vong Kar Vay'nin iki bin yapımı In the Mood for Love filmind
6	113	7.040	16.05	Anlatılana göre her şeyin çekirdeğinde bin dokuz yüz altmışl
7	106	7.200	14.72	Adı sonradan pek anılmayan, kimsenin başyapıt saymadığı, bir
8	99	5.760	17.19	Vong'un çalışma biçimini bilenler için bunda şaşırtıcı bir y
9	49	4.160	11.78	Bir şarkı, bir fotoğraf, bir cümle, birkaç sayfa.
10	84	6.080	13.82	Sonra o çekirdeğin etrafında aylarca dönülür ve film, çekim 
11	57	3.680	15.49	Aşk Zamanı'nın öncesinde eksik kalmış bir hesap da vardı.
12	154	9.760	15.78	Vong, bin dokuz yüz doksan tarihli Days of Being Wild, yani 
13	136	9.440	14.41	Aradan yıllar geçti ve bin dokuz yüz doksan yedinin sonunda 
14	111	7.360	15.08	Anlattığına göre bu, hafif bir işti; yemek üzerine üç ayrı h
15	168	11.200	15.00	Anakarada çekim izinleri ve prodüksiyon koşulları düğümlenin
16	81	5.280	15.34	Vong bu hikâyeyi Pekin'den alıp bin dokuz yüz altmış ikinin 
17	52	3.520	14.77	Elinde bir başlangıç fikri vardı; bir senaryo yoktu.
18	83	5.600	14.82	Filmin omurgasını veren ikinci metin ise Hong Konglu yazar L
19	112	7.680	14.58	Kitabın adı Duidao, Fransızcada tet beş diye karşılanan, Tür
20	72	6.080	11.84	Terim pulculuktan gelir: aynı tabakada, biri baş aşağı basıl
21	71	5.120	13.87	Yan yana dururlar, birbirlerine bakarlar, ama asla aynı yöne
22	157	9.600	16.35	Liu Yiçang'ın anlattığı da budur; kalabalık bir şehirde, yol
23	100	6.400	15.62	Vong bu fikri filmin hem başına hem sonuna koydu; perdede be
24	199	12.000	16.58	Kesişme, Aşk Zamanı'nın ne olduğunu tek kelimeyle anlatır: i
25	47	3.520	13.35	Peki bu kadar az malzemeyle nasıl film çekilir?
26	76	5.440	13.97	Cevap, setteki insanların yıllarca anlattığı şeydir: çekilme
27	64	4.000	16.00	Megi Çöng ve Toni Löng Çiu vay'ye tam bir senaryo hiç verilm
