sira	karakter	saniye	kar_sn	metin
1	171	10.240	16.70	Bir ülkenin en ünlü filmini çekmek için gereken oyuncular ül
2	90	6.080	14.80	Filmin adını taşıyan mahallede ise çekim yapmak imkânsızdı —
3	109	7.040	15.48	Ve Brezilya bu filmi Oscar'a gönderdiğinde kapıdan geri çevr
4	90	5.920	15.20	bin dokuz yüz altmış altının Ocak ayında Rio de Janeiro'nun 
5	149	9.760	15.27	Yamaçlardaki teneke ve tahta evler toprakla birlikte aşağı k
6	199	13.120	15.17	Felaketin ardından eyalet yönetimi, yıllardır konuştuğu bir 
7	66	4.480	14.73	O ovalardan birine, birbirinin aynı sıra sıra beton evler di
8	111	8.640	12.85	Elektrik vardı, kanalizasyon yoktu; okul vardı, iş yoktu; ot
9	58	4.640	12.50	Bu yerleşime Sidadi dji Deus, yani Tanrı Kent adı verildi.
10	118	7.680	15.36	Paulo Lins bin dokuz yüz elli sekiz doğumluydu ve çocukken a
11	84	6.240	13.46	Mahallenin kuruluşunu, ilk on yılını, ilk silahını ve ilk ce
12	145	9.280	15.63	Yetişkinliğe adım attığında kendini şair olarak tanımlıyordu
13	76	5.120	14.84	Hayatının yönünü değiştiren şey ise bin dokuz yüz seksenleri
14	166	10.720	15.49	Antropolog Alba Zaluar, Rio'da yükselen yeni suç düzenini, u
15	94	6.080	15.46	Araştırmasında kendisine yardım edecek, oralı olan, kapıları
16	17	1.600	10.62	Lins bu işi aldı.
17	91	6.560	13.87	Yıllarca görüşme yaptı: komşularıyla, çocukluk arkadaşlarıyl
18	61	4.000	15.25	Kendi hayatını, akademik bir sorunun içinden yeniden dinledi
19	67	4.960	13.51	Zaluar onu, topladığı bu malzemeyi edebiyata çevirmeye teşvi
20	29	2.240	12.95	Lins sekiz yıl boyunca yazdı.
21	78	4.800	16.25	Ortaya çıkan metin beş yüz elli sayfaydı ve alışıldık bir ro
22	163	10.240	15.92	Düz bir zaman çizgisi yoktu; anlatı ileri geri sıçrıyordu, o
23	124	8.000	15.50	Dili de ikiye bölünmüştü: bir yanda şairin cümleleri, öbür y
24	105	6.400	16.41	Kitap bin dokuz yüz doksan yedide yayımlandı ve Brezilya ede
25	119	7.680	15.49	Favela, ilk kez bu ölçekte, dışarıdan bakan bir gözlemci tar
26	47	3.200	14.69	Kitabı Sao Paulo'da bir reklam yönetmeni okudu.
27	176	12.000	14.67	Fernando Meyrelis kariyerini reklam filmleriyle ve televizyo
28	164	11.200	14.64	Romanın gücünü gördü, ama aynı anda şunu da gördü: bu hikâye
29	24	1.440	16.67	Bu yüzden iki şey yaptı.
30	52	3.680	14.13	Birincisi, senaryo için Brauliyo Mantovani'ye gitti.
31	91	6.400	14.22	Mantovani, beş yüz elli sayfalık dağınık bir koroyu tek bir 
32	86	5.760	14.93	Mahallede büyüyen, şiddete karışmak istemeyen, fotoğrafçı ol
33	109	6.720	16.22	Artık her şeyi onun gözünden görecektik; olayların içinde de
34	43	3.520	12.22	İkincisi, Meyrelis Rio'dan bir ortak buldu.
35	136	8.800	15.45	Katya Lund, Rio'nun favelalarında yıllarını geçirmiş, belges
36	103	6.880	14.97	Filmin ortak yönetmeni oldu ve asıl dönüştürücü fikir onun a
37	162	10.080	16.07	iki bin yılının Temmuz ayında, Rio'nun Lapa semtindeki Fundi
38	85	5.280	16.10	Bu bir oyunculuk kursu değildi, seçme değildi, en azından bi
39	62	3.840	16.15	Şehrin çeşitli favelalarında iki binden fazla görüşme yapıld
40	159	10.400	15.29	İçlerinden yaklaşık yüz çocuk ve genç seçildi; bir kısmı Nos
41	97	6.560	14.79	Bu yüz kişi, oyunculuk eğitmeni Fatima Toledo ve Katya Lund'
42	43	2.880	14.93	Yöntem bilinçli olarak tersine çevrilmişti.
43	49	3.200	15.31	Klasik oyunculuk teknikleri devre dışı bırakıldı.
44	50	3.520	14.20	Gençlere senaryo verilmedi, replik ezberletilmedi.
45	103	6.720	15.33	Onlara sahnenin durumu anlatılıyordu: şu kişi buraya girecek
46	20	1.920	10.42	Gerisi doğaçlamaydı.
47	116	7.040	16.48	Aylar boyunca aynı grup birbirini tanıdı, birbirine güvendi,
48	78	5.280	14.77	Filmde gördüğümüz çete dinamiği büyük ölçüde o atölyede, kam
49	137	8.640	15.86	Meyrelis ve Lund bu arada bir de kısa film çektiler, Palace 
50	18	1.600	11.25	Kadro böyle çıktı.
51	38	2.880	13.19	Buskape'yi Aleksandri Rodrigis oynadı.
52	110	7.040	15.62	Mahalleyi ele geçiren Küçük Zé'yi, gerçekten Tanrı Kent maha
53	83	5.920	14.02	Müzisyen Seu Jorji, mahallenin sevilen ve şiddetin içine sür
54	50	3.360	14.88	Alisi Braga, sinemadaki ilk rolünü bu filmde aldı.
55	104	6.560	15.85	Kadroda profesyonel oyuncu neredeyse yoktu; tiyatro kökenli 
56	89	6.080	14.64	Elde bir senaryo, eğitilmiş yüz genç ve bütün hikâyenin geçt
57	57	3.840	14.84	Mantık gereği yapılacak şey belliydi: gidip orada çekmek.
58	29	1.920	15.10	Yapılamayan tam olarak buydu.
59	145	8.640	16.78	Filmin hazırlandığı yıllarda Tanrı Kent mahallesi, romanın a
60	73	4.640	15.73	Silahlı gruplar sokakları paylaşıyordu, sınırlar günden güne
61	100	6.240	16.03	Yapım şirketi mahalleye kendi güvenlik ekibini sokamadı; ora
62	132	8.480	15.57	Çekim yapılabilmesi için yerel güvenlik tutuldu, yani ekibin
63	62	3.840	16.15	Kendi mahallesini anlatan film, kendi mahallesinde çekilemed
64	124	8.000	15.50	Böylece prodüksiyon Rio'nun kuzeyindeki Sidadi Alta'ya, yani
65	164	10.560	15.53	Sanat ekibi burada üç ayrı çağı aynı sokaklara kurmak zorund
66	148	9.760	15.16	Aynı meydan önce toz ve çamurdu, sonra beton ve dükkân oldu,
67	185	12.480	14.82	Görüntü yönetmeni Sezar Şarloni bu üç dönemi renkle ayırdı: 
68	41	2.560	16.02	güneş bile daha acımasız düşmeye başladı.
69	40	2.560	15.62	Film on altı milimetrelik filme çekildi.
70	37	2.720	13.60	Bu tercih hem estetikti hem pratikti.
71	131	8.640	15.16	Görüntüye o tanecikli, belgesele yakın dokuyu veriyordu; ama
72	91	6.560	13.87	Dar sokaklarda, bir anda toplanıp çıkmanın gerekebileceği ye
73	162	10.720	15.11	Kamera elde, oyuncunun peşinde, çoğu zaman iki makineyle ayn
74	69	4.960	13.91	Ortaya çıkan devasa malzemeyi kurgu masasında Daniel Rezende
75	71	4.800	14.79	Rezende de reklam dünyasından geliyordu ve bu onun ilk uzun 
76	219	13.920	15.73	Filme o tanınmış ritmi veren şey büyük ölçüde burada doğdu: 
77	44	3.360	13.10	Filmin açılışı bu yöntemin en saf örneğidir.
