sira	karakter	saniye	kar_sn	metin
1	52	3.360	15.48	Basketbol topunun kaç kez paslandığını sayıyorsunuz.
2	101	6.720	15.03	Aranıza bir goril giriyor, duruyor, göğsünü dövüyor ve çıkıy
3	54	4.320	12.50	Göz açık, ışık yeterli, goril tam ortada; yine de yok.
4	136	8.160	16.67	bin dokuz yüz doksanların sonunda, Harvard Üniversitesi'nin 
5	131	9.120	14.36	Sahne son derece sıradan: altı öğrenci, üçü beyaz tişörtlü, 
6	39	3.200	12.19	Beyazlar beyazlara, siyahlar siyahlara.
7	100	6.880	14.53	Kimse bir şey anlatmıyor, bir olay olmuyor, video bir dakika
8	156	9.440	16.53	Bu videoyu çeken iki araştırmacı, Daniel Simons ve Christoph
9	133	8.640	15.39	Bazı katılımcılara daha da zor bir versiyonu veriliyordu; ye
10	89	5.920	15.03	İnsanlar ekrana kilitleniyor, dudaklarını kıpırdatarak sayıy
11	80	5.280	15.15	Videonun ortasına doğru, sağ taraftan kadraja goril kostümü 
12	148	9.280	15.95	Yürüyerek oyuncuların tam arasına kadar geliyor, orada duruy
13	38	2.720	13.97	Bu goril ekranda dokuz saniye kalıyor.
14	55	4.320	12.73	Gizlenmiyor, bir köşeden hızla geçmiyor, bulanık değil.
15	43	3.520	12.22	Sahnenin tam merkezinde, ağır ağır yürüyor.
16	57	3.360	16.96	Video bitince araştırmacılar önce pas sayısını soruyordu.
17	76	5.120	14.84	Sonra ikinci soruyu: oyuncuların dışında olağandışı bir şey 
18	38	3.200	11.88	Sonra üçüncüyü: bir goril gördünüz mü?
19	54	3.840	14.06	Videoyu izleyenlerin yüzde kırk dördü gorili görmüştü.
20	46	3.520	13.07	Geri kalanı, yani yarıdan fazlası, görmemişti.
21	74	4.960	14.92	Görmemek burada "dikkatimi çekmedi" ya da "önemsemedim" anla
22	94	5.760	16.32	O insanlar, koridorun ortasında duran ve göğsünü döven bir g
23	131	8.160	16.05	Sonra araştırmacılar videoyu bir kez daha, bu sefer hiçbir s
24	38	3.200	11.88	Gülmek, sonra inanmamak, sonra kızmak.
25	74	4.640	15.95	Bazıları bunun aynı video olmadığını, kaseti değiştirdikleri
26	121	7.680	15.76	Kendi gözlerinin birkaç dakika önce baktığı şeyi kaçırdığını
27	65	4.160	15.62	Burada akla gelen ilk açıklama yanlış: bu bir göz meselesi d
28	139	9.120	15.24	Yıllar sonra Daniel Memmert aynı videoyu göz izleme cihazıyl
29	96	6.560	14.63	Ortalama bir saniye kadar, yani hiç de kısa olmayan bir süre
30	57	4.160	13.70	Retinasına düşen görüntü, gorili görenlerinkiyle aynıydı.
31	64	4.320	14.81	Göz çalışıyordu, kamera kaydediyordu; kayıt bilince ulaşmıyo
32	98	6.080	16.12	Olan şu: gözle bilinç arasında bir seçici oturuyor ve bu seç
33	149	8.960	16.63	Beyaz tişörtlüleri saymaya karar verdiğiniz anda, "beyaz", "
34	40	2.560	15.62	Deneyin en ince ayrıntısı da tam burada.
35	80	4.960	16.13	Siyah tişörtlülerin paslarını sayanlar, siyah gorili çok dah
36	50	3.520	14.20	Çünkü goril, onların o an aradığı şeye benziyordu.
37	152	9.600	15.83	Sayma görevi zorlaştırıldığında, yani insanlar sektirme ve h
38	88	5.760	15.28	Dikkat bir projektör gibi: bir yeri aydınlattığınız kadar ba
39	59	3.840	15.36	Ne kadar iyi odaklanırsanız, karanlık o kadar geniş oluyor.
40	64	4.320	14.81	Bu fikir bin dokuz yüz doksan dokuzda birdenbire ortaya çıkm
41	200	12.000	16.67	Daha bin dokuz yüz yetmişlerde Ulrik Nayser, üst üste bindir
42	70	4.960	14.11	Arien Mack ve Irvin Rock bu olguya bir ad da vermişti: dikka
43	174	11.200	15.54	Ama bir goril kostümü, bilimsel bir makalenin hiçbir zaman b
44	143	9.440	15.15	Deney iki bin dörtte, bilimin eğlendirirken düşündüren işler
45	51	3.360	15.18	Fakat deneyin gerçekten önemli bulgusu goril değil.
46	41	2.880	14.24	Gorilin kaçırılması sadece birinci bulgu.
47	104	6.880	15.12	İkincisi ve rahatsız edici olanı, bunu kaçıran insanların, k
48	171	10.560	16.19	Simons ve Chabris yıllar içinde şunu fark etti: insanlara de
49	93	6.560	14.18	Yani asıl kör nokta gorilin kendisi değil, gorili mutlaka gö
50	64	4.000	16.00	Gördüğümüz şeyin, önümüzde olan şeyin tamamı olduğunu sanıyo
51	125	8.160	15.32	İki araştırmacı bu yanılgıya dikkat yanılsaması adını verdi 
52	93	5.760	16.15	Bu güvenin ne kadar pahalı olabileceğini gösteren en çarpıcı
53	146	9.440	15.47	Trafton Drew ve arkadaşları, yirmi dört radyoloğa her gün ya
54	104	6.880	15.12	Son görüntü setinin içine, ortalama bir nodülden kırk sekiz 
55	46	2.880	15.97	yirmi dört radyologdan yirmisi gorili görmedi.
56	128	8.320	15.38	Göz izleme kayıtları daha da çarpıcıydı: görmeyenlerin yarıs
57	41	2.720	15.07	Uzmanlık bu körlüğe karşı bir zırh değil.
58	152	9.120	16.67	Tam tersine, uzmanlık aramayı daraltarak çalışıyor; radyolog
59	43	2.560	16.80	Bu, mahkeme salonlarına da girmiş bir konu.
60	207	12.320	16.80	bin dokuz yüz doksan beşte Boston'da bir polis memuru, Kenny
61	127	7.680	16.54	Mahkemede o dövüşü görmediğini söyledi; yalan söylediği gere
