sira	karakter	saniye	kar_sn	metin
1	23	2.240	10.27	Menüde salatayı seçtin.
2	80	5.280	15.15	Aynı akşam, hiç plansız, tatlıyı da söyledin — üstelik kendi
3	125	7.680	16.28	Zihnin iyi davranışları puan gibi biriktirip harcanacak bir 
4	11	1.120	9.82	Öğle arası.
5	41	2.720	15.07	Tezgahın önünde duruyorsun, tepsi elinde.
6	92	5.920	15.54	Menüye bakıyorsun ve içinden bir ses, kendinden hoşnut bir s
7	19	1.440	13.19	Salatayı alıyorsun.
8	61	3.840	15.89	Kasaya doğru yürürken gözün soğutucudaki tatlılara takılıyor
9	135	9.120	14.80	Ve tam o anda, hiçbir yerde yazmayan ama herkesin bildiği bi
10	39	3.040	12.83	Dikkat et, burada olan şey açlık değil.
11	28	1.760	15.91	İştah bile değil tam olarak.
12	44	2.880	15.28	Tatlıya uzanan elin arkasında bir hesap var.
13	15	1.280	11.72	Bir alacak var.
14	79	4.960	15.93	Sanki birkaç dakika önce bir yere bir şey yatırdın ve şimdi 
15	59	4.320	13.66	Bu his o kadar yaygın ki psikologlar ona ayrı bir ad verdi.
16	138	8.160	16.91	Türkçede en iyi karşılığı herhalde "ahlaki ruhsat": iyi bir 
17	74	4.640	15.95	Kendimizi iyi hissettiğimiz anda, biraz kötü davranmanın mal
18	40	2.720	14.71	Çünkü artık savunacak bir sicilimiz var.
19	85	5.440	15.62	İşin tuhaf tarafı, bu ruhsatı almak için iyi şeyi gerçekten 
20	181	10.720	16.88	iki bin dokuz yılında Keith Wilcox, Beth Vallen, Lauren Bloc
21	78	4.960	15.73	Katılımcılara resimli bir menü veriliyor ve birer yiyecek se
22	119	8.000	14.88	Bir gruba yalnızca ağır seçenekler gösteriliyor: patates kız
23	96	6.560	14.63	Diğer gruba tam olarak aynı üç seçenek gösteriliyor, üstüne 
24	16	1.760	9.09	Sezgimiz ne der?
25	96	6.400	15.00	Menüye sağlıklı bir seçenek eklersen, insanların bir kısmı o
26	26	1.760	14.77	Sonuç bunun tersi çıkıyor.
27	97	6.400	15.16	Menüde salata varken, insanların en ağır seçeneğe, patates k
28	80	5.120	15.62	Üstelik bu artış özellikle öz denetimi yüksek ölçülen kişile
29	87	5.760	15.10	Yani kendini en iyi tutan insanlar, salatayı gördükleri anda
30	15	1.120	13.39	Bir daha düşün.
31	19	1.440	13.19	Salatayı yemediler.
32	23	1.760	13.07	Sipariş bile etmediler.
33	40	3.200	12.50	Sadece orada, menüde durduğunu gördüler.
34	184	11.840	15.54	Araştırmacılar bu mekanizmaya "vekâleten amaç doyumu" diyor:
35	73	4.800	15.21	Hedef, ona doğru tek bir adım atılmadan, sembolik olarak tat
36	50	3.520	14.20	Ve tatmin olmuş bir hedef, artık sizi frenlemiyor.
37	80	5.280	15.15	Bu, içimizdeki muhasebecinin ne kadar cömert bir muhasebeci 
38	21	1.440	14.58	Niyeti gelir yazıyor.
39	24	1.600	15.00	Düşünceyi gelir yazıyor.
40	44	3.040	14.47	Yapmayı planladığın şeyi bile gelir yazıyor.
41	43	3.040	14.14	Ve bu defter yalnızca yemekle ilgili değil.
42	42	2.880	14.58	Asıl rahatsız edici kısmı burada başlıyor.
43	132	8.160	16.18	iki bin birde Benua Monin ve Dale Miller, Journal of Persona
44	45	2.880	15.62	Katılımcılara önce bir grup ifade gösterildi.
45	118	7.680	15.36	Bir gruba açıkça cinsiyetçi cümleler verildi; insanlar doğal
46	74	4.800	15.42	Diğer gruba çok daha ılımlı, itiraz etmeyi gerektirmeyen cüm
47	82	5.440	15.07	Sonra herkese ikinci bir görev sunuldu: bir işe kimin alınac
48	134	8.160	16.42	Açık cinsiyetçiliğe itiraz etme fırsatı bulanlar, ikinci aşa
49	165	10.880	15.17	İlk aşamada kendilerine bir belge düzenlemişlerdi: "Ben cins
50	130	8.480	15.33	Araştırmacılar bir devam deneyinde daha ince bir şey buldu: 
51	36	2.560	14.06	Yani kimseye gösteriş yapmıyorlardı.
