sira	karakter	saniye	kar_sn	metin
1	84	6.240	13.46	Bir sitkom bölümünü iki gruba izlettiler: biri kesintisiz, d
2	66	4.160	15.87	Reklamlardan nefret ettiğini söyleyenler, bölümü daha çok be
3	136	8.480	16.04	Aynı deney masaj koltuğunda, müzikte, çikolatada tekrarlandı
4	29	2.080	13.94	Sahne tam kıvamına gelmiştir.
5	105	6.560	16.01	Karakter kapıya doğru yürür, müzik altta yükselir, iki dakik
6	45	3.360	13.39	Ekran kararır ve bir deterjan reklamı başlar.
7	64	4.480	14.29	Bu anı anlatmaya gerek yok, hepimizin içinden geçen şey aynı
8	99	5.920	16.72	O reklam arasından kurtulmak için bir tuşa basardık, bir abo
9	48	3.200	15.00	Zaten milyonlarca insan tam olarak bunu yapıyor.
10	18	1.440	12.50	Şimdi tuhaf kısım.
11	66	4.320	15.28	Laboratuvarda ölçüldüğünde o reklam arası dizinin tadını boz
12	10	0.960	10.42	Artırıyor.
13	182	11.680	15.58	iki bin dokuzda Leif Nelson, Tom Meyvis ve Jeff Galak imzalı
14	43	3.680	11.68	Kurulum sade: insanları ikiye bölüyorsunuz.
15	67	4.480	14.96	Bir gruba bir dizi bölümünü baştan sona kesintisiz gösteriyo
16	70	4.480	15.62	Diğer gruba aynı bölümü, arasına gerçek reklam kuşakları sık
17	45	3.040	14.80	Sonra ikisine de sadece bir şey soruyorsunuz.
18	23	1.600	14.38	Ne kadar keyif aldınız?
19	39	2.720	14.34	Reklam görenler daha yüksek puan verdi.
20	73	5.120	14.26	İlk deneyde kullanılan malzeme eski bir Amerikan durum komed
21	94	6.560	14.33	Sonra bir doğa belgeseliyle denediler, bir animasyonla dened
22	16	1.440	11.11	Aynı yöne baktı.
23	142	9.120	15.57	Reklamların iyi olması da gerekmiyordu; araştırmacılar biler
24	81	5.120	15.82	Yani insanlar reklamı sevmiyordu, buna rağmen reklamlı bölüm
25	54	3.520	15.34	Hatta araya konan şeyin reklam olması da gerekmiyordu.
26	58	4.000	14.50	Kararmış bir ekran, alakasız bir görüntü, kısa bir boşluk.
27	55	3.840	14.32	Fark yaratan şey içerik değildi, kesintinin kendisiydi.
28	89	5.600	15.89	Bunun nedenini anlamak için sinir sisteminin ne tür bir ölçü
29	51	4.000	12.75	Vücudumuz mutlak bir seviye ölçmez, değişimi ölçer.
30	86	5.280	16.29	Yeni sıktığınız parfümü on beş dakika sonra siz duymazsınız,
31	79	4.960	15.93	Buzdolabının motoru saatlerdir çalışıyordur, ancak durduğu a
32	97	6.880	14.10	Havuzun soğuk suyu iki dakika içinde ılıklaşır, çünkü su ısı
33	56	3.360	16.67	Bu mekanizmanın adı alışma, teknik yazında hedonik uyum.
34	55	3.680	14.95	Ve o mekanizma hoşluklarla da tam olarak böyle çalışır.
