sira	karakter	saniye	kar_sn	metin
1	124	8.160	15.20	Bir sınıfın öğrencilerinden yirmisi tamamen rastgele seçildi
2	86	5.760	14.93	Tek değişen şey öğretmenin kafasındaki cümleydi — ama yıl so
3	73	4.960	14.72	Peki bugün senin hakkındaki cümleyi kim kurdu, sen kimin hak
4	167	10.080	16.57	bin dokuz yüz altmış dört yılının bahar aylarında, San Franc
5	96	6.240	15.38	Kâğıdın üstündeki ad kimsenin dilinin dönmediği türdendi: Ha
6	73	4.960	14.72	Adı bilerek anlaşılmaz seçilmişti; biz buna kısaca Harvard t
7	200	12.320	16.23	Öğretmenlere anlatılan şuydu: bu, Harvard'da geliştirilmiş y
8	112	7.200	15.56	Yani bugün ortalama görünen bir çocuk bile bu testte işaretl
9	21	1.760	11.93	Böyle bir test yoktu.
10	26	2.080	12.50	O ad tamamen uydurulmuştu.
11	148	8.800	16.82	Çocukların çözdüğü şey, o dönem yaygın olarak kullanılan sta
12	97	6.080	15.95	Yalanı kuran iki kişiydi: Harvard'dan psikolog Robert Rosent
13	175	10.720	16.32	Jacobson, Rosenthal'in beklentiler üzerine yazdığı bir yazıy
14	58	4.160	13.94	Asıl deney testte değildi, testten sonra gelen listedeydi.
15	107	6.080	17.60	Yeni öğretim yılı açıldığında her öğretmene, kendi sınıfında
16	34	2.400	14.17	Bunlar sıçrama yapacak çocuklardı.
17	43	3.200	13.44	Sınıf mevcudunun yaklaşık yüzde yirmisiydi.
18	81	5.280	15.34	Ve o isimler testin sonucuna göre değil, rastgele sayı tablo
19	91	5.600	16.25	Listedeki çocukla listede olmayan çocuk arasındaki tek fark,
20	38	2.720	13.97	Bu cümle, bütün deneyin özeti sayılır.
21	32	2.080	15.38	Çocuklara hiçbir şey söylenmedi.
22	31	2.400	12.92	Ailelere hiçbir şey söylenmedi.
23	77	4.960	15.52	Değiştirilen tek değişken, yetişkinin o çocuğa bakarken taşı
24	66	4.160	15.87	Rosenthal bu fikri sınıfa getirmeden önce laboratuvarda dene
25	138	8.640	15.97	bin dokuz yüz altmış üçte meslektaşı Kermit Fode ile birlikt
26	111	7.040	15.77	Bir kısmına dediler ki, sizin fareleriniz labirent çözmede ü
27	64	4.480	14.29	Diğerlerine, sizinkiler bu konuda zayıf soydan geliyor, dedi
28	73	4.960	14.72	Fareler arasında hiçbir fark yoktu; hepsi aynı laboratuvar h
29	95	6.080	15.62	Beş günün sonunda üstün olduğu söylenen fareler daha çok doğ
30	116	8.000	14.50	Öğrenciler sonradan anlattı: zeki farelerini daha çok elimiz
