sira	karakter	saniye	kar_sn	metin
1	120	8.960	13.39	Sevdiğin insana "seni neden seviyorsun?" diye sorsalar, saya
2	92	5.920	15.54	Peki yarın aynı özelliklerin fazlasına sahip biri çıkarsa, s
3	95	6.400	14.84	Eğer cevabın "hayır" ise, sevginin sebebi saydığın o özellik
4	186	12.160	15.30	Bir akşam sofrasında, uzun bir sessizliğin ardından biri kar
5	55	3.200	17.19	Duyabileceğiniz en güzel cümlelerden biri gibi duruyor.
6	21	1.600	13.12	Karşıdaki gülümsüyor.
7	93	5.760	16.15	Ama o cümleyi bir de ciddiye alıp, tam olarak söylediği şeyi
8	118	8.480	13.92	Çünkü orada, o iltifatın içinde, fark edilmesi bir saniye sü
9	81	5.600	14.46	Eğer beni zekâm için seviyorsan, benden daha zeki biriyle ta
10	105	6.720	15.62	Eğer beni espri anlayışım için seviyorsan, daha komik biri ç
11	130	8.160	15.93	Mantık acımasız biçimde net: bir şeyi bir özellik yüzünden s
12	71	4.640	15.30	Bir kumaşı yumuşaklığı için seçiyorsan, daha yumuşağını terc
13	79	4.960	15.93	Bir evi manzarası için tutuyorsan, daha iyi manzaralı ev çık
14	127	7.520	16.89	Buna felsefede yerine geçirilebilirlik sorunu deniyor ve sev
15	39	2.880	13.54	Düşünün: bir iş görüşmesine gidersiniz.
16	47	3.200	14.69	Sizden istenen, niteliklerinizi sıralamanızdır.
17	60	4.160	14.42	Hızlı öğreniyorum, üç dil biliyorum, ekiple iyi çalışıyorum.
18	50	3.680	13.59	O odada kimse sizi sevmiyor, sizi değerlendiriyor.
19	101	6.400	15.78	Ve eğer ertesi gün kapıdan aynı nitelikleri biraz daha fazla
20	45	3.360	13.39	Kimse buna ihanet demez, buna işe alma denir.
21	130	8.320	15.62	Şimdi asıl rahatsız edici soru şu: sevgiyi özelliklerin topl
22	61	4.320	14.12	Sevilen kişi, taşıdığı niteliklerin geçici bir taşıyıcısı mı
23	119	7.360	16.17	O niteliklerin başka bir bedende, biraz daha parlak halde be
24	45	2.880	15.62	Bunu iyice sıkıştıran bir düşünce deneyi var.
25	83	5.600	14.82	Diyelim ki sevdiğiniz kişinin, her özelliğini birebir taşıya
26	94	6.560	14.33	Aynı ses, aynı mizah, aynı yürüyüş, aynı sabırsızlık, aynı ç
27	51	3.200	15.94	Özellik listesinde tek bir satır bile farklı değil.
28	119	7.680	15.49	Eğer sevginiz gerçekten o listeye verilmiş bir karşılıksa, i
29	24	1.760	13.64	Yazı tura atabilirsiniz.
30	48	3.360	14.29	Ama neredeyse hiç kimse bu sonucu kabul etmiyor.
31	69	4.320	15.97	Herkes, nedenini açıklayamasa bile, "hayır, ben onu istiyoru
32	60	4.480	13.39	İşte tam orada, açıklayamadığımız o inatta, konumuz duruyor.
33	32	2.400	13.33	Peki ikilemin öbür ucuna geçsek?
34	99	6.720	14.73	Diyelim ki cevabı tersine çevirdik: seni hiçbir özelliğin iç
35	39	2.720	14.34	Kulağa daha romantik geliyor, değil mi?
36	36	2.560	14.06	Ama bunu da bir saniye ciddiye alın.
37	71	4.640	15.30	Sebepsiz seviyorsam, sevgimin senin hiçbir yanıyla ilgisi yo
38	109	7.840	13.90	Senin nasıl biri olduğun, neyi önemsediğin, insanlara nasıl 
39	55	3.680	14.95	Başkası da olabilirdi; kapıdan ilk giren de olabilirdi.
40	108	7.040	15.34	Sevgim sana dair hiçbir şey söylemiyor, yalnızca bana dair b
41	92	6.080	15.13	Bu, ilk bakışta koşulsuz sevgi gibi görünse de, içine bakınc
42	39	3.040	12.83	Övgü sanılan şey aslında bir yok sayma.
43	40	2.720	14.71	Ve bir de üçüncüsü var, en sessiz olanı.
44	31	2.080	14.90	Özellikler yerlerinde durmuyor.
45	102	6.720	15.18	Bir trafik kazası, bir teşhis, işini kaybetmiş bir insanın a
46	113	7.040	16.05	Yıllarca "hayatımın en komik insanı" diye anlattığınız kişi,
47	83	5.120	16.21	Sevginizin gerekçesi olarak sıraladığınız o niteliğin yerind
48	67	4.640	14.44	Gerekçe ortadan kalktıysa, gerekçeye dayanan şey de kalkmalı
49	66	4.480	14.73	Sözleşmeyi imzaladığınız madde ortadan kalktığında sözleşme 
50	42	3.200	13.12	Sevgi de bir sözleşmeyse, düşmesi gerekir.
51	41	2.880	14.24	Ama insanlar tam da o dönemde kalıyorlar.
52	138	8.320	16.59	Hastane koridorlarında, kendisini artık tanımayan bir insanı
53	41	2.720	15.07	Yani elimizde iki taraflı bir kıskaç var.
54	119	7.840	15.18	Özellikler için seversen, sevdiğin kişi değil, onun taşıdığı
55	97	6.560	14.79	Özelliklerden bağımsız seversen, sevgi keyfi ve kör bir şey 
56	79	5.280	14.96	İki kapıdan hangisine girerseniz girin, sevdiğiniz insanı od
57	32	2.080	15.38	Bu ikilem bugünün ikilemi değil.
58	123	7.840	15.69	Yaklaşık iki bin dört yüz yıl önce, bir Atina evinde, şarap 
59	114	7.520	15.16	Ve içlerinden biri, ilk kapıyı sonuna kadar açmaya, özellikl
60	53	4.320	12.27	Sahne şu: milattan önce dört yüz on altı yılı, Atina.
61	85	5.440	15.62	Genç şair Agathon tragedya yarışmasını kazanmış, kutlama içi
62	135	8.480	15.92	Bir önceki gece fena içildiği için o akşam çok içmemeye kara
63	48	3.360	14.29	Platon bu geceyi Şölen adlı diyaloğunda anlatır.
64	162	10.880	14.89	Sıra Sokrates'e geldiğinde, Sokrates kendi görüşünü söylemek
65	42	2.720	15.44	Diotima'nın anlattığı şey bir merdivendir.
66	53	3.360	15.77	Bir insan işe tek bir güzel bedene tutulmakla başlar.
67	146	9.920	14.72	Sonra, diyor Diotima, bu insanın fark etmesi gereken bir şey
68	111	6.880	16.13	Bunu bir kez gördünüz mü, tek bir bedene duyduğunuz o şiddet
69	63	4.160	15.14	Merdivenin ikinci basamağı budur: bütün güzel bedenleri sevm
70	121	8.160	14.83	Sonra ruhun güzelliği bedeninkinden değerlidir; çirkin beden
71	55	4.000	13.75	Sonra yasaların, kurumların, insan işlerinin güzelliği.
72	27	1.920	14.06	Sonra bilgilerin güzelliği.
73	129	9.280	13.90	Ve en üstte, tek bir örnekte değil, hiçbir bedende, hiçbir k
74	35	2.400	14.58	Bu, alay edilecek bir öğreti değil.
75	172	11.840	14.53	Son derece tutarlı, hatta soluk kesici bir şey söylüyor: ins
76	22	1.600	13.75	Merdiven yukarı çıkar.
77	100	6.560	15.24	Ama bir merdiven her zaman iki şeyi birden yapar: seni yukar
78	109	7.840	13.90	İşte tam burada, yaklaşık iki bin dört yüz yıl sonra, bu öğr
79	137	8.960	15.29	Platon uzmanı Gregory Vlastos, bin dokuz yüz yetmiş üçte yay
80	25	2.400	10.42	Vlastos'un cevabı acıydı.
81	115	7.040	16.34	Bu tabloda biz insanları kendileri olarak sevmiyoruz; onları
82	103	7.360	13.99	Sevdiğimiz, karşımızdaki kişide beliren güzellik, zekâ, erde
83	40	3.040	13.16	Ve adres, adres olmaktan öteye geçmiyor.
84	98	6.720	14.58	Vlastos'un deyişiyle, orada kusurlu, sıradan, eksik bir insa
85	45	3.040	14.80	Bunu soyut bulmayın, çevrenizde görüyorsunuz.
86	103	6.400	16.09	Öğrencisini potansiyeli için seven hoca, öğrenci o potansiye
87	166	10.560	15.72	Birini "aklına âşık oldum" diye anlatan kişi, karşısındakini
88	85	5.440	15.62	Çocuğunu başarılarıyla anlatan aile, başarısızlık geldiğinde
89	35	2.080	16.83	Bunların hiçbirinde kötü niyet yok.
90	92	6.400	14.38	Hepsinde aynı yapı var: sevgi, kişiye değil, kişinin üzerind
91	77	5.600	13.75	Aynı dünyada, aynı yüzyıllarda, Aristoteles bu soruna başka 
92	94	6.080	15.46	Dostlukları üçe ayırdı: fayda için kurulan, haz için kurulan
93	161	10.400	15.48	İlk ikisi için söylediği şey bugün de geçerli; fayda için se
94	36	2.400	15.00	Bu kadarı doğru ama sorunu çözmüyor.
95	81	4.960	16.33	Çünkü Aristoteles'in en yüksek saydığı dostluk da bir niteli
96	116	7.200	16.11	Karşımdaki iyi bir insan olduğu için seviyorsam, daha iyi bi
97	60	4.160	14.42	Yunan dünyası ikilemi çok net gördü, ama kıskaçtan çıkamadı.
98	161	10.080	15.97	Kıskacı gevşeten cevap, birkaç yüzyıl sonra, çok başka bir c
99	181	11.040	16.39	dokuz yüz doksan dört yılında Kurtuba'da, devletin üst kadem
100	77	5.760	13.37	Evleri yağmalandı, babası öldü, kendisi defalarca sürgüne gi
101	135	8.800	15.34	bin yirmi iki yılı civarında, Şatıbe'de, bir dostunun aşk üz
102	51	4.160	12.26	Özgün adı Tavku'l-Hamâme, yani Güvercin Gerdanlığı.
103	141	9.760	14.45	Bu kitabın bugüne ulaşması neredeyse bir kaza: dünyada bilin
104	45	2.720	16.54	Güvercin Gerdanlığı, bir aşk methiyesi değil.
105	19	1.600	11.88	Bir gözlem defteri.
106	211	15.040	14.03	İbn Hazm bölümleri bir doğa bilimci titizliğiyle ayırıyor: a
107	213	14.240	14.96	Bu sıralamaya bakınca insan bir aşk kitabından çok bir hasta
108	52	3.520	14.77	Ve bizim sorumuzun tam ortasına giren şeyi söylüyor.
109	56	4.000	14.00	İbn Hazm, aşkın nedeninin güzellik olmadığını savunuyor.
110	91	7.200	12.64	Gerekçesi teorik değil, gözlemsel: eğer neden güzellikse, he
111	28	2.080	13.46	Oysa gerçekte olan bu değil.
112	127	8.160	15.56	İnsanlar, çok daha güzelini görüp geçiyor ve gönüllerini bir
113	99	6.080	16.28	Ona göre aşk, sayılabilir niteliklerin toplamında değil, ruh
114	67	4.640	14.44	Ama kitabın bu konudaki en çarpıcı yeri, İbn Hazm'ın kendi i
115	55	3.200	17.19	Gençliğinde sarışın bir kadına gönül verdiğini yazıyor.
116	107	7.840	13.65	Ve ekliyor: o günden sonra, esmer güzelliği ne kadar övülürs
117	41	2.560	16.02	Bu cümleyi bir kez daha, yavaşça düşünün.
118	42	3.040	13.82	Çünkü burada bütün mesele tersine dönüyor.
119	119	8.320	14.30	Biz şunu sanıyoruz: önce belli özelliklerden hoşlanırız, son
120	34	2.720	12.50	Yani liste önce gelir, kişi sonra.
121	36	3.200	11.25	İbn Hazm'ın anlattığı ise tam tersi.
122	20	2.240	8.93	Önce o kişiyi sevdi.
123	75	5.120	14.65	Sonra o kişinin taşıdığı özellik, onun için güzelliğin ölçüs
124	37	3.040	12.17	Liste, sevginin nedeni değil, sonucu.
125	122	7.520	16.22	Sevdiğimiz insanı özellikleri yüzünden seçmiyoruz; sevdiğimi
126	40	2.560	15.62	Bunu kendi hayatınızda sınayabilirsiniz.
127	112	7.360	15.22	Birinin gülerken burnunu kırıştırması, konuşurken araya sıkı
128	56	3.520	15.91	Bunların hiçbiri "aranan nitelikler" listesinde değildi.
129	78	4.640	16.81	Kimse hayatında "burnunu kırıştıran biriyle tanışmak istiyor
130	80	5.920	13.51	Ama bir kez o insanı sevdikten sonra, o kırışma dünyanın en 
