sira	karakter	saniye	kar_sn	metin
1	14	1.120	12.50	Kapın çalıyor.
2	142	9.280	15.30	Açtığında karşında hiç tanımadığın, hiçbir şey borçlu olmadı
3	81	4.960	16.33	Peki bu ses nereden geliyor, ve onu susturduğunda geriye nas
4	22	1.760	12.50	Çölde bir çadır düşün.
5	67	5.120	13.09	Gün batıyor, kum soğumaya başlıyor, ufukta tek bir gölge bel
6	17	1.280	13.28	Yürüyen biri var.
7	25	1.600	15.62	Kim olduğunu bilmiyorsun.
8	93	6.400	14.53	Hangi kabiledendir, dostun mudur düşmanın mıdır, borçlu mudu
9	52	3.840	13.54	Bildiğin tek şey şu: geceyi dışarıda geçirirse ölür.
10	21	1.920	10.94	Su onda değil, sende.
11	24	2.240	10.71	Gölge onda değil, sende.
12	99	6.080	16.28	Bu adamın yaşayıp yaşamayacağı, önümüzdeki birkaç dakika içi
13	88	6.080	14.47	İnsanlık tarihinin en eski ahlak sorusu, sanıyorum ki tam bu
14	47	3.200	14.69	Öldürme yasağından bile önce gelen bir soru bu.
15	139	8.640	16.09	Çünkü öldürmemek bir şey yapmamayı gerektirir; oysa yabancıy
16	48	4.320	11.11	Birincisi elini tutmaktır, ikincisi elini açmak.
17	73	4.640	15.73	Çöl toplumları bu soruyu gelenekle değil, neredeyse hukukla 
18	50	3.520	14.20	Yabancıyı ağırlamak nezaket değildi, yükümlülüktü.
19	68	4.960	13.71	Reddetmek utançtı ve utanç, o coğrafyada ölümcül bir para bi
20	215	13.920	15.45	İbn Haldun, Mukaddime'de bedevi hayatı anlatırken bunun roma
21	34	2.240	15.18	Cömertlik o bağın görünen yüzüdür.
22	45	3.040	14.80	Bugün su veren, yarın susuz kalacağını bilir.
23	88	5.920	14.86	Konukseverlik, sigortanın icat edilmemiş olduğu bir dünyada 
24	21	1.920	10.94	Bugün sen, yarın ben.
25	67	4.480	14.96	Ama iş burada bitseydi, konukseverliğin tanrılarla hiç işi o
26	10	1.120	8.93	Oysa oldu.
27	91	6.720	13.54	Eski Yunan'da yabancıyı koruyan ayrı bir sıfat vardı: Zeus K
28	85	5.600	15.18	Yabancıya kötü davranan adam bir görgü kuralını değil, tanrı
29	56	4.160	13.46	Homeros'un Odisseya'sında bu, hikâyenin gizli ölçüsüdür.
30	105	7.520	13.96	Kahraman bir adaya vurup çıktığında hep aynı sınav kurulur: 
31	27	2.240	12.05	Phaiaklar ülkesinde açılır.
32	63	4.800	13.12	Adam denizden çıkmıştır, tuz içinde, çıplak, adı sanı belirs
33	38	3.040	12.50	Onu yıkarlar, giydirirler, doyururlar.
34	43	3.040	14.14	Adını ancak bütün bunlardan sonra sorarlar.
35	80	5.760	13.89	Sıralamaya dikkat et, çünkü bütün mesele o sıralamada: önce 
36	77	4.960	15.52	Kim olduğunu öğrenmeden ağırlamak, ağırlamayı kimliğe bağlı 
37	45	2.880	15.62	Aynı destanda bu kuralın tam tersi de vardır.
38	145	8.800	16.48	Kiklops Polifemos, mağarasına gelen misafirlerine konuk arma
39	106	7.200	14.72	Yunan dinleyicisi için bu bir canavarlık sahnesinden fazlası
40	81	6.240	12.98	Tek gözlü dev güçlüydü, mağarası vardı, sürüsü vardı, hiçbir
41	52	3.360	15.48	Ve tam da bu yüzden konuksever olmayı beceremiyordu.
42	59	3.840	15.36	Aynı eşik, İbrahim'in çadırında bambaşka bir tonda kurulur.
43	62	3.840	16.15	Kur'an'da anlatıldığı şekliyle, ona tanımadığı konuklar geli
44	80	5.760	13.89	O, sessizce ailesinin yanına gider ve besili bir buzağı kıza
45	53	4.320	12.27	Konuklar yemeğe el uzatmayınca içine bir korku düşer.
46	89	6.400	13.91	Buradaki ayrıntı çok ince: adam misafirlerinden değil, misaf
47	70	4.640	15.09	Sofrasına oturmayan konuk, bu geleneğin dilinde bir tehdit i
48	64	4.320	14.81	Yemeği paylaşmak, aranızda artık düşmanlık olmadığının ilanı
49	129	9.120	14.14	İslam geleneği bu tavrı sonradan çok net bir cümleyle bağlay
50	22	1.600	13.75	Cümlenin yapısına bak.
51	116	8.160	14.22	Konukseverlik burada bir huy, bir mizaç, bir kişilik özelliğ
52	54	4.000	13.50	İkram etmemek nezaketsizlik değil, tutarsızlık oluyor.
53	124	8.320	14.90	Yani üç ayrı gelenek, birbirinden bağımsız biçimde, aynı yer
54	33	2.240	14.73	Onda fazladan bir ağırlık vardır.
55	111	6.400	17.34	Yunan bu ağırlığa tanrının kendisi der, çünkü kapıyı çalanın
56	26	1.760	14.77	Semitik gelenek melek der.
57	38	3.040	12.50	Bedevi ise adını koymaz, sadece bilir.
58	32	2.240	14.29	Peki bu ağırlık nereden geliyor?
59	14	1.120	12.50	İhtiyattan mı?
60	48	3.040	15.79	Yarın benim de yollarda kalacağım hesabından mı?
61	120	7.680	15.62	Yoksa bunların hepsinin altında, hesapla açıklanamayan, ihti
62	29	2.240	12.95	Çünkü bugün susuz kalmıyoruz.
63	32	2.240	14.29	Kervan yollarında gecelemiyoruz.
64	44	3.360	13.10	Sigortamız var, mahkememiz var, oteller var.
65	36	2.720	13.24	Karşılıklılık hesabı çoktan çözüldü.
66	55	3.520	15.62	Ama kapı çalındığında içimizde hâlâ bir şey kımıldıyor.
67	93	5.440	17.10	Yirminci yüzyılda bir düşünür, o kımıldayan şeyin ne olduğun
68	106	6.720	15.77	Ve bunu yaparken, konukseverliği bir gelenek olmaktan çıkarı
69	92	6.240	14.74	Emanüel Levinas bin dokuz yüz altıda, bugün Litvanya sınırla
70	100	7.360	13.59	Fransa'da felsefe okudu, Almanya'da Husserl ve Haydeger'in d
71	165	11.040	14.95	bin dokuz yüz otuz dokuzda orduya çağrıldı, bin dokuz yüz kı
