sira	karakter	saniye	kar_sn	metin
1	58	4.160	13.94	Bir insan öfkeyle bağırıyor, sonra "elimde değildi" diyor.
2	122	8.480	14.39	Peki o an gerçekten başka bir şey yapabilir miydi — yoksa o 
3	56	4.640	12.07	Eğer seni sen yapan her şeyi sen seçmediysen, seçen kim?
4	50	3.360	14.88	Sabahın köründe çalan alarmı susturan el kimindir?
5	68	4.960	13.71	Elini uzatır, ekrana dokunur, on dakika daha uyumaya karar v
6	100	6.240	16.03	O on dakika yüzünden otobüsü kaçırırsın, işe geç kalırsın, k
7	43	3.680	11.68	Trafik vardı, alarm çalmamış, uyanamamışım.
8	66	4.800	13.75	Cümlenin ardında ince bir savunma vardır: ben yapmadım, bana
9	122	8.000	15.25	Türkçede bu cümlenin çok yakın bir akrabası var: "kaderimde 
10	29	2.400	12.08	Bazen gerçekten teselli eder.
11	155	9.440	16.42	Ameliyattan çıkamayan bir yakının ardından söylenen "kaderim
12	27	2.080	12.98	Bazen de tam tersini yapar.
13	106	6.400	16.56	Yıllarca kendi çocuğuna elini kaldırmış bir baba aynı cümley
14	99	6.560	15.09	Aynı iki kelime; birinde yaranın üstüne serilen bir örtü, di
15	12	0.960	12.50	Fark nerede?
16	23	1.760	13.07	Fark, elin kalkmasında.
17	61	3.840	15.89	Ameliyat masasındaki sonucu belirleyen el senin elin değildi
18	107	7.520	14.23	Ama çocuğuna vuran el senindi, o kolu sen kaldırdın, o kasla
19	30	2.560	11.72	Sezgimiz burada çok keskindir.
20	96	6.720	14.29	Deprem için kimseyi suçlamayız, ama depremde çürük beton dök
21	136	9.280	14.66	Yani günlük hayatta hepimiz, farkında olmadan, çok ince bir 
22	71	4.480	15.85	Sorun şu ki bu sınır, üstüne biraz düşününce elinizde erimey
23	14	0.960	14.58	Şöyle deneyin.
24	59	3.840	15.36	Bu sabah kahvaltıda peyniri değil zeytini seçtiniz diyelim.
25	6	0.640	9.38	Neden?
26	22	1.760	12.50	Canınız zeytin istedi.
27	49	3.680	13.32	Peki canınızın zeytin istemesini siz mi seçtiniz?
28	26	2.400	10.83	Hayır, o istek size geldi.
29	14	1.440	9.72	Nereden geldi?
30	160	9.600	16.67	Belki dün akşam tuzlu bir şey yemediğinizden, belki çocukluğ
31	34	2.240	15.18	Bunların hiçbirini siz kurmadınız.
32	67	4.640	14.44	Seçimin arkasındaki isteği seçmediyseniz, seçim gerçekten si
33	25	1.760	14.20	Ya da daha ağırını sorun.
34	36	2.560	14.06	Öfkesini tutamayan bir adam düşünün.
35	48	3.680	13.04	Bağırıyor, kapıyı çarpıyor, sonra pişman oluyor.
36	149	9.920	15.02	Bu adam öfkeli bir baba gördü, çocukken bağırılarak büyüdü, 
37	96	5.760	16.67	Şimdi otuz beş yaşında, kapıyı çarptıktan sonra kendi kendin
38	38	2.720	13.97	Cevap gerçekten "sen böyle seçtin" mi?
39	84	5.120	16.41	İşte bu noktada, iki farklı yerden gelen iki soru garip biçi
40	178	12.160	14.64	Biri camiden, kiliseden, kelam kitaplarından geliyor: madem 
41	211	13.920	15.16	Diğeri laboratuvardan, fizik kitaplarından, beyin tarayıcıla
42	34	2.560	13.28	İki soru, tek bir korkuya bakıyor.
43	57	4.160	13.70	O korku şu: belki de "ben" diye bir karar verici hiç yok.
44	210	12.640	16.61	Belki sadece dışarıdan bakınca karar gibi görünen, aslında b
45	55	3.840	14.32	Bu, felsefenin en eski ve en inatçı düğümlerinden biri.
46	46	3.040	15.13	Ve dikkat edin, tamamen soyut bir düğüm değil.
47	70	4.640	15.09	Mahkeme salonunda bir hâkim ceza verirken bu soruyu cevaplam
48	57	3.840	14.84	Bir anne çocuğunu azarlarken bu soruyu cevaplamış oluyor.
49	93	5.760	16.15	Bağımlılıktan çıkmaya çalışan biri her sabah "bugün içmeyece
50	87	5.600	15.54	Hepimiz, günde yüzlerce kez, cevabını bilmediğimiz bir sorun
51	50	2.880	17.36	Şimdi o zincirin ne kadar sağlam olduğuna bakalım.
52	59	3.680	16.03	Çünkü karşı tarafın elinde gerçekten ciddi bir argüman var.
53	90	5.440	16.54	bin altı yüz yetmiş dört yılında Spinoza, kendisine yazan bi
54	94	6.400	14.69	İçinde küçük bir düşünce deneyi vardı ve o deney üç yüz elli
55	34	2.720	12.50	Havaya bir taş atın, dedi Spinoza.
56	11	1.280	8.59	Taş uçuyor.
57	77	5.120	15.04	Şimdi bir an için o taşın düşünebildiğini, bilinç sahibi old
58	17	1.760	9.66	Taş ne düşünürdü?
59	31	2.560	12.11	Muhtemelen şunu: "Ben uçuyorum.
60	144	9.760	14.75	Uçmaya devam etmek istiyorum, bu benim arzum, bu benim çabam
61	78	5.440	14.34	Attığınız kolu görmez, hesapladığınız açıyı bilmez, yerçekim
62	52	3.680	14.13	Sadece içindeki itilimi hisseder ve ona "irade" der.
63	60	4.800	12.50	Spinoza'nın söylemek istediği acımasızdı: insan da o taştır.
64	84	5.600	15.00	Biz de arzularımızın farkındayız ama o arzuları doğuran nede
65	73	4.640	15.73	Özgürlük dediğimiz şey, bilgisizliğin verdiği bir histen iba
66	49	3.200	15.31	Yüz kırk yıl sonra bu düşünce matematiğe döküldü.
67	134	8.800	15.23	Fransız matematikçi Laplas, bin sekiz yüz on dörtte yayımlad
68	110	7.040	15.62	Evrendeki bütün parçacıkların o andaki yerini ve hızını bile
69	70	4.800	14.58	Böyle bir zekâ için, dedi Laplas, gelecek de geçmiş kadar aç
70	28	2.080	13.46	Hiçbir belirsizlik kalmazdı.
71	71	4.480	15.85	Yarın öğlen ne düşüneceğiniz, evrenin bugünkü hâlinde çoktan
72	106	6.720	15.77	Bu tabloya kısaca Laplas'ın cini denir ve rahatsız ediciliği
73	28	2.240	12.50	Doğaüstü hiçbir şey içermez.
74	28	2.560	10.94	Sadece madde ve yasa vardır.
75	137	9.120	15.02	Yani kaderi silmek için Tanrı'yı denklemden çıkarmak yetmiyo
76	23	1.760	13.07	Sonra iş beyne dayandı.
77	94	6.080	15.46	bin dokuz yüz seksenlerin başında Amerikalı nörofizyolog Ben
78	74	4.800	15.42	Deneklerden canları ne zaman isterse parmaklarını kıpırdatma
79	159	9.440	16.84	Aynı anda üç şeyi kaydediyordu: kasın hareket ettiği an, bey
80	101	6.880	14.68	Sonuç şuydu: beyindeki hazırlık işareti, hareketten yaklaşık
81	83	5.760	14.41	Ama deneğin kararının farkına varması hareketten sadece iki 
82	53	4.000	13.25	Aradaki üç yüz milisaniye, felsefede depreme dönüştü.
83	92	6.240	14.74	Çünkü görünen şuydu: beyin, siz karar verdiğinizi hissetmede
84	77	5.440	14.15	Karar sizde başlamıyordu; siz sadece başlamış bir şeyin habe
85	44	3.200	13.75	Kendi elinizin sahibi değil, muhabiriydiniz.
86	132	9.120	14.47	Libedin deneyi bugün hâlâ tartışılıyor, ölçüm yöntemi ciddi 
87	74	4.480	16.52	Ama o rahatsız edici görüntü bir kez zihne girdikten sonra k
88	54	3.360	16.07	Peki modern fiziğin belirsizliği bir kapı aralamaz mı?
89	70	4.160	16.83	Atom altı dünyada olayların kesin değil olasılıklı olduğunu 
90	63	4.000	15.75	Zincir sandığımız kadar sıkı değilse, özgürlüğe yer açılmaz 
91	18	1.280	14.06	Ne yazık ki hayır.
