sira	karakter	saniye	kar_sn	metin
1	150	8.480	17.69	You helped a friend; they reached into their pocket and aske
2	80	4.160	19.23	Why do some things turn into something else the moment a pri
3	173	9.120	18.97	About five thousand years ago, in one of the temple storeroo
4	68	4.160	16.35	What he wrote was not a poem, not a prayer, not a royal insc
5	17	1.600	10.62	It was a receipt.
6	103	5.440	18.93	Who had taken how much barley, how much of it would be retur
7	112	6.400	17.50	The great majority of humanity's oldest written texts are do
8	60	3.360	17.86	Writing was invented not for literature but for bookkeeping.
9	170	8.480	20.05	That fact on its own is worth stopping over, because it lets
10	42	2.880	14.58	The story taught in school went like this.
11	18	1.280	14.06	First came barter.
12	76	4.960	15.32	The shoemaker wanted wheat, the farmer wanted shoes, the two
13	122	7.200	16.94	But if the farmer happened not to want shoes that day, every
14	34	3.360	10.12	A clean, logical, memorable story.
15	173	9.920	17.44	Its only problem is this: in nearly two centuries of fieldwo
16	46	2.560	17.97	What they came across was something different.
17	132	6.720	19.64	In small communities people are constantly giving one anothe
18	97	5.280	18.37	The man who helps his neighbour receives nothing in return; 
19	45	3.360	13.39	In other words, before barter there was debt.
20	17	1.600	10.62	There was record.
21	17	1.440	11.81	There was memory.
22	79	5.600	14.11	The problem money solved was not, at bottom, the awkwardness
23	27	2.400	11.25	It was the limit of memory.
24	61	3.680	16.58	In a village you can hold in your mind who owes what to whom
25	21	1.600	13.12	In a city you cannot.
26	218	11.680	18.66	In a place where thousands of people live side by side, peop
27	203	10.880	18.66	In Mesopotamia the name of that measure was the shekel, and 
28	82	4.000	20.50	Notice that the unit of measurement was itself defined by wa
29	137	7.520	18.22	Barley was a good you could eat; the shekel was an abstract 
30	64	4.320	14.81	That ruler reached into unexpected places with remarkable sp
31	172	9.280	18.53	In the stone law code of the Babylonian king Hammurabi, erec
32	134	8.160	16.42	But the price of the very same operation varies with the pat
33	131	6.720	19.49	Which is to say that only a few centuries after inventing th
34	138	7.360	18.75	The ruler was not content to compare barley with silver; it 
35	79	4.960	15.93	Coined money, in fact, is a detail that appears midway throu
36	135	7.200	18.75	The first coins in the sense we know today were struck about
37	190	9.920	19.15	The Lydians took electrum, the natural alloy of gold and sil
38	69	4.160	16.59	Under King Croesus, gold and silver were fixed to separate s
39	83	4.800	17.29	The invention here was not the metal; metal had been in use 
40	28	2.080	13.46	The invention was the stamp.
41	99	5.920	16.72	The stamp said: you do not have to weigh this every time, I 
42	79	4.640	17.03	So the first great invention of money was the transfer of tr
43	159	8.320	19.11	Aristotle, roughly two centuries after these coins began to 
44	118	6.400	18.44	As he saw it, the precondition for being able to exchange a 
45	87	5.120	16.99	Yet a house and a bed are by their nature incomparable; they
46	70	4.800	14.58	Money is precisely the instrument that abolishes this incomp
47	162	9.600	16.88	Aristotle is careful to stress that money arises not from na
