sira	karakter	saniye	kar_sn	metin
1	78	5.120	15.23	The prison door stood open, the guard had been bought, his f
2	169	8.320	20.31	A seventy-year-old man refused to flee and drank the poison 
3	63	4.160	15.14	So which contract did you sign, that you line up every morni
4	60	4.000	15.00	Long before dawn, in a prison in Athens, a man was sleeping.
5	84	4.960	16.94	He was seventy years old, he would be dead within days, and 
6	105	6.240	16.83	His friend Crito, waiting at the door, sat down amazed at th
7	85	5.440	15.62	He had bribed the guard; the man had opened the door, let hi
8	53	3.360	15.77	So on that morning, the door of that cell stood open.
9	38	2.400	15.83	The news Crito had brought was urgent.
10	178	9.760	18.24	Every year the Athenians sent a sacred ship to the island of
11	87	4.960	17.54	The few extra weeks Socrates had lived were owed entirely to
12	54	3.200	16.88	Crito said the ship had been sighted off Cape Sounion.
13	26	2.240	11.61	It would be here tomorrow.
14	77	4.160	18.51	If it entered the harbour tomorrow, the hemlock would be dru
15	68	4.320	15.74	When Socrates woke, he calmly said the ship would not come t
16	140	7.040	19.89	He had had a dream: a beautiful woman dressed in white had c
17	13	1.280	10.16	That was all.
18	85	5.280	16.10	A man postponing the date of his own execution by one day on
19	93	4.960	18.75	While Crito's heart was in his mouth, he was talking about t
20	34	2.880	11.81	And why was Socrates there at all?
21	196	10.880	18.01	In the year three hundred and ninety-nine, a popular court m
22	141	7.520	18.75	He had been found guilty by the narrowest of margins; by his
23	105	6.400	16.41	The verdict, then, was not some settled truth but the produc
24	19	1.920	9.90	Everyone knew this.
25	18	1.440	12.50	Crito knew it too.
26	62	4.320	14.35	And Crito's offer was serious, and what is more, it was read
27	99	5.600	17.68	The money was there; Simmias of Thebes had brought it with h
28	68	4.000	17.00	The guards were cheap, and that part had already been taken 
29	83	4.160	19.95	There were friends waiting for him in Thessaly, where he cou
30	70	4.320	16.20	The escape had been solved not as an idea but as a piece of 
31	58	4.000	14.50	Only one thing remained: the man had to stand up and walk.
32	34	2.400	14.17	Crito pressed him on three fronts.
33	82	4.320	18.98	The first was personal: if I lose you, I shall never find an
34	161	8.160	19.73	The second was shame: people will think we were unwilling to
35	197	10.400	18.94	The third was the heaviest, because it concerned the childre
36	42	2.720	15.44	then you are choosing the easiest way out.
37	55	3.360	16.37	Socrates' answer was not the answer of a condemned man.
38	196	10.240	19.14	As though they were discussing the weather, he put a questio
39	53	3.520	15.06	If he listens to the wrong people, he ruins his body.
40	95	6.080	15.62	Very well then; when it comes to justice and injustice, what
