sira	karakter	saniye	kar_sn	metin
1	30	2.080	14.42	There is a knock at your door.
2	165	8.160	20.22	You open it and find someone you have never met and owe noth
3	88	5.120	17.19	So where does that voice come from, and what kind of person 
4	158	11.040	14.31	Kanal yönergesi gereği bu bir **çeviri kanalı** (`podcast-ph
5	178	13.120	13.57	aynı günün `felsefe.txt` bölümünün sadık İngilizce çevirisin
6	81	6.080	13.32	Aşağıdaki metin o dosyanın gövdesidir (kanca, jingle ve kapa
7	29	2.400	12.08	Picture a tent in the desert.
8	97	6.080	15.95	The sun is going down, the sand is beginning to cool, and a 
9	19	2.240	8.48	Someone is walking.
10	28	1.760	15.91	You don't know who they are.
11	107	6.240	17.15	What tribe they come from, whether they're a friend or an en
12	82	4.640	17.67	The only thing you know is this: if they spend the night out
13	35	2.720	12.87	The water isn't theirs, it's yours.
14	35	2.720	12.87	The shade isn't theirs, it's yours.
15	94	4.800	19.58	Whether this man lives or dies comes down to a decision you 
16	103	6.880	14.97	The oldest moral question in human history was born, I suspe
17	67	4.160	16.11	It is a question that comes before even the prohibition on k
18	159	8.160	19.49	Because not killing requires you to do nothing; taking in a 
19	36	2.880	12.50	The first is holding your hand back.
20	25	2.400	10.42	The second is opening it.
21	89	5.120	17.38	Desert societies answered this question not with custom, but
22	56	4.320	12.96	Taking in a stranger wasn't courtesy, it was obligation.
23	80	5.440	14.71	To refuse was shame, and in that part of the world, shame wa
24	211	12.480	16.91	When Ibn Khaldun describes bedouin life in the Muqaddimah, h
25	44	2.880	15.28	Generosity is the visible face of that bond.
26	83	4.480	18.53	The one who gives water today knows that tomorrow he will be
27	88	5.440	16.18	Hospitality is insurance, invented in a world where insuranc
28	23	2.080	11.06	Today you, tomorrow me.
29	87	4.960	17.54	But if that were the whole story, hospitality would have had
30	15	1.440	10.42	And yet it did.
31	107	6.880	15.55	In ancient Greece there was a separate epithet for the prote
32	97	5.120	18.95	A man who mistreated a stranger was trampling not on a rule 
33	60	3.360	17.86	In Homer's Odyssey, this is the hidden measure of the story.
34	120	8.000	15.00	Every time the hero washes up on an island, the same test is
35	40	3.360	11.90	In the land of the Phaeacians, it opens.
36	82	4.960	16.53	The man has come out of the sea, caked in salt, naked, witho
37	47	2.720	17.28	They bathe him, they clothe him, they feed him.
38	44	3.200	13.75	Only after all of that do they ask his name.
39	97	6.400	15.16	Notice the order, because the whole point lies in that order
40	97	5.280	18.37	To take someone in before learning who they are is to sever 
41	59	3.680	16.03	The very same epic contains the exact inverse of this rule.
42	153	8.160	18.75	The Cyclops Polyphemus tells the guests who arrive at his ca
43	118	6.400	18.44	For a Greek audience, this was more than a scene of monstros
44	96	5.920	16.22	The one-eyed giant was strong, he had his cave, he had his f
45	63	4.000	15.75	And precisely for that reason, he was incapable of hospitali
46	75	4.960	15.12	The same threshold is set, in an entirely different key, at 
47	69	4.320	15.97	As it is told in the Quran, guests he does not recognize com
48	87	4.960	17.54	He quietly slips away to his household, roasts a fattened ca
49	71	4.960	14.31	When the guests do not reach out for the food, a fear settle
50	120	7.200	16.67	The detail here is very fine: the man is not afraid of his g
51	95	6.080	15.62	A guest who will not sit at your table is, in the language o
52	71	4.000	17.75	To share food is to declare that there is no longer enmity b
53	147	8.160	18.01	The Islamic tradition would later bind this attitude with a 
54	39	2.400	16.25	Look at the structure of that sentence.
55	123	7.520	16.36	Hospitality is established here not as a habit, a temperamen
56	65	4.000	16.25	Failing to be hospitable becomes not rudeness, but inconsist
57	137	8.960	15.29	So three separate traditions, independently of one another, 
58	33	1.920	17.19	There is an extra weight to them.
59	109	5.600	19.46	The Greek calls that weight the god himself, because he thin
60	40	2.400	16.67	The Semitic tradition calls it an angel.
61	53	3.680	14.40	The bedouin gives it no name at all, he simply knows.
62	36	3.520	10.23	So where does that weight come from?
63	14	1.440	9.72	From prudence?
64	71	3.840	18.49	From the calculation that tomorrow I too might be stranded o
65	144	7.840	18.37	Or is there something else beneath all of this, something no
66	36	2.720	13.24	Because we don't go thirsty anymore.
67	44	3.200	13.75	We don't spend our nights on caravan routes.
68	50	3.520	14.20	We have insurance, we have courts, we have hotels.
69	45	3.040	14.80	The reciprocity equation was solved long ago.
70	75	4.640	16.16	And yet, when there's a knock at the door, something still s
71	80	4.320	18.52	In the twentieth century, one thinker tried to name that sti
72	120	6.240	19.23	And in doing so, he took hospitality out of the realm of cus
73	111	6.880	16.13	Emmanuel Levinas was born in nineteen oh six in Kaunas, a ci
74	120	6.720	17.86	He studied philosophy in France, attended the lectures of Hu
75	186	10.240	18.16	In nineteen thirty-nine he was called up for military servic
76	87	5.920	14.70	Because he wore a French uniform, he was classed as a prison
77	63	4.320	14.58	Of the family he had left behind in Lithuania, no one remain
78	58	3.680	15.76	His mother, his father and his two brothers were murdered.
79	74	4.480	16.52	His wife and his young daughter survived, hidden in a monast
80	94	5.440	17.28	Years after those years in the camp, in a short piece of wri
81	133	6.560	20.27	Every day the team of prisoners was marched out to work unde
82	129	6.880	18.75	Not looking is the most refined form of violence; they were 
83	53	2.720	19.49	Then a stray dog appears around the edge of the camp.
84	85	4.800	17.71	For a few weeks he greets them every morning, wagging his ta
85	156	8.320	18.75	Levinas names him Bobby and says that this dog was the only 
86	123	6.880	17.88	The whole of Levinas's philosophy is, in a sense, an account
87	146	8.160	17.89	In his great book of nineteen sixty-one, Totality and Infini
88	98	5.760	17.01	Western thought has always asked about being: what is it, wh
89	44	2.880	15.28	Levinas says this is not the first question.
90	85	5.760	14.76	The first question is this: who is the person in front of me
91	68	4.480	15.18	Ethics is not a branch of philosophy; it is where philosophy
92	72	4.320	16.67	And he gives a name to the place where that beginning happen
93	38	2.880	13.19	For Levinas, the face is not an image.
94	73	4.160	17.55	It is not the length of a nose, the colour of an eye, the sh
95	55	3.520	15.62	It is certainly not the photograph on an identity card.
96	83	4.320	19.21	The face is the fact that a person will never fit inside all
97	85	5.280	16.10	You define them, you classify them, you put them in a box, a
98	27	2.560	10.55	The face is what overflows.
99	42	3.840	10.94	And according to Levinas, the face speaks.
100	50	3.200	15.62	Without uttering a single word, it says something.
101	44	4.000	11.00	What it says is this: you shall not kill me.
102	41	2.560	16.02	You shall not turn me into an instrument.
103	82	5.280	15.53	This is not a plea, it is a command; and yet there is no pow
104	56	3.360	16.67	The strength of the face is precisely its powerlessness.
105	99	5.920	16.72	The person before you is utterly defenceless, and what binds
106	72	4.160	17.31	To see how strange an idea this is, you need only look at ev
107	38	2.720	13.97	You are walking down a crowded street.
108	72	3.680	19.57	Someone is sitting at the edge of the pavement with a cup in
109	15	1.120	13.39	What do you do?
110	42	3.520	11.93	You do what most of us do: you don't look.
111	76	4.800	15.83	You look at your phone, you look at a shop window, you look 
112	33	2.240	14.73	Where does that reflex come from?
113	20	2.400	8.33	Not from stinginess.
114	48	2.880	16.67	The money in your pocket isn't really the point.
115	60	3.680	16.30	You don't look, because the moment you do, something begins.
116	102	6.080	16.78	Meeting someone's eyes opens a contract, and you have no ide
117	120	7.200	16.67	Levinas's entire claim is hidden in that small, evasive glan
118	34	2.240	15.18	Which is why we choose not to see.
119	72	4.800	15.00	Levinas insists on one particular feature of this debt: it i
120	21	2.560	8.20	It is not reciprocal.
121	85	4.640	18.32	I owe the other person more than they owe me, and this asymm
122	31	1.920	16.15	It is nothing like an exchange.
123	51	2.720	18.75	It is not a matter of you give, and then I'll give.
124	129	6.880	18.75	Because the moment I begin calculating what will come back t
125	52	3.200	16.25	It is worth remembering who the man saying this was.
126	40	2.880	13.89	A man whose family had been slaughtered.
127	219	11.360	19.28	His second great book, published in nineteen seventy-four, h
128	33	2.240	14.73	the same hatred of the foreigner.
129	68	4.320	15.74	The last part of that dedication matters enormously: all the
130	86	4.960	17.34	Even while counting his own dead, he keeps taking in those w
131	80	5.440	14.71	Because what Levinas saw was this: genocide begins with the 
132	157	8.000	19.62	You turn people into a category, you count what you have tur
133	101	5.440	18.57	The first link in that whole chain is forged by a gesture th
134	40	2.720	14.71	Up to this point everything seems clear.
135	90	4.960	18.15	But it is exactly here that the most uncomfortable question 
136	27	2.560	10.55	Granted: the face binds me.
137	12	1.600	7.50	But how far?
138	12	2.240	5.36	All the way?
139	44	3.200	13.75	My house, my bread, my child's room as well?
140	36	2.400	15.00	Am I not entitled to stop somewhere?
141	64	3.680	17.39	And if I do stop, what is the name of the place where I stop
142	67	4.000	16.75	Tradition had a very practical answer to that question: thre
143	49	3.360	14.58	The wording in the hadith sources is unambiguous.
144	84	5.280	15.91	The feast lasts three days; anything beyond that is charity 
145	65	4.320	15.05	In other words, hospitality is an obligation, but it has a l
146	89	5.120	17.38	After three days the hosting may continue, yet it ceases to 
147	43	2.720	15.81	That number did not stay confined to books.
148	66	4.160	15.87	The caravanserais of Anatolia were built to the very same me
149	211	11.520	18.32	The arrangement described in the endowment charters of the S
150	144	7.360	19.57	if his shoes are torn they are mended; and for none of this 
151	91	4.800	18.96	A Muslim merchant and an Armenian merchant sleep in the same
152	51	3.680	13.86	Then the third morning comes, and the road goes on.
153	47	3.360	13.99	One has to admit this is an ingenious solution.
154	56	4.000	14.00	A boundless obligation is converted into a bearable one.
155	38	2.400	15.83	But it is also an unsettling solution.
156	98	5.280	18.56	Because it implies something: if you are still there on the 
157	16	1.920	8.33	So what are you?
158	126	7.840	16.07	In a short treatise called Perpetual Peace, written in seven
159	115	6.560	17.53	Setting out the conditions for a lasting peace among states,
160	120	6.720	17.86	What he said was this: every human being has the right not t
161	45	2.720	16.54	Notice that this is not an appeal to charity.
162	28	2.720	10.29	Kant says right, explicitly.
163	61	4.000	15.25	And he grounds that right in a reason: the earth is a sphere
164	45	2.880	15.62	We cannot move away from one another forever.
165	84	4.640	18.10	On a round planet, sooner or later everyone comes up against
166	76	4.320	17.59	Common ownership of the land is not a sentiment but a geomet
167	93	5.120	18.16	Yet immediately afterwards Kant makes the sharp distinction 
168	51	3.360	15.18	This is a right of visit, not a right of residence.
169	78	4.000	19.50	The one who arrives cannot demand to live there simply becau
170	35	2.880	12.15	The host country may turn him away.
171	78	4.320	18.06	On a single condition: that turning him away will not lead t
172	77	4.160	18.51	It also matters that Kant says whom he had in mind while wri
173	54	3.040	17.76	He was thinking of the European states of his own age.
174	139	8.480	16.39	What countries that passed for civilized were doing in the A
175	41	2.720	15.07	They had not visited; they had conquered.
176	212	11.200	18.93	So even at the moment of its birth, the principle of hospita
177	109	5.760	18.92	Two centuries later Jacques Derrida went after this orderly 
178	93	5.280	17.61	In his lectures on hospitality, he showed that the word itse
179	76	4.160	18.27	In Latin, the word for guest and the word for enemy stem fro
180	88	4.320	20.37	The man at the door is at once the one to be welcomed and th
181	156	8.480	18.40	Even in our own language this ambivalence lies hidden: the w
182	32	2.400	13.33	The impasse Derrida saw is this.
183	54	3.680	14.67	True, pure hospitality would have to be unconditional.
184	146	8.320	17.55	It would mean saying yes to whoever comes, without asking th
185	77	4.800	16.04	The instant you ask a single question, hospitality ends and 
186	58	3.520	16.48	But this unconditional yes is at the same time impossible.
187	62	3.840	16.15	Because a house open to everyone forever is no longer a hous
188	78	4.480	17.41	And once it is not a house, there is no place left in which 
189	87	5.120	16.99	So the very thing that makes hospitality possible is the thi
190	81	4.160	19.47	Without a door you cannot invite anyone in; with a door you 
191	56	3.520	15.91	It is very easy to draw two wrong conclusions from this.
192	74	4.800	15.42	The first: since pure hospitality is impossible, the whole t
193	89	5.280	16.86	The second: since we are obliged to set conditions, every co
194	38	2.560	14.84	Neither of these is what Derrida said.
195	110	6.400	17.19	What he said is this: our conditional rules must be perpetua
196	159	8.000	19.88	The three-day rule is a good rule, but the state of the pers
197	59	4.160	14.18	Law is necessary; a law satisfied with itself is dangerous.
198	51	3.360	15.18	And then there is the reversal Derrida was fond of.
199	91	5.280	17.23	The one who opens the door, in the moment of opening it, sto
200	119	6.560	18.14	Once the guest arrives, you can no longer decide alone when 
201	48	2.880	16.67	The host becomes a kind of hostage to his guest.
202	45	2.720	16.54	To open is to hand over part of your control.
203	82	5.600	14.64	And it is this handing over, not the expense, that makes ope
204	78	4.640	16.81	And today that handing over is being debated on a scale neve
205	58	2.880	20.14	Because there is no longer a single traveller at the door.
206	159	8.800	18.07	According to figures from the United Nations refugee agency,
207	71	3.680	19.29	persecution and violence had passed one hundred and twenty-t
208	58	3.360	17.26	That is one out of every sixty-seven people on the planet.
209	52	2.880	18.06	Turkey stood squarely at the centre of this picture.
210	189	10.240	18.46	At the end of twenty twenty the number of Syrians under temp
211	68	4.160	16.35	that figure had fallen to around two million seven hundred t
212	94	4.800	19.58	For more than a decade this was the country hosting more ref
213	125	6.720	18.60	Something very strange happens when we say those numbers out
214	41	3.040	13.49	As the figures grow, the face disappears.
215	28	2.400	11.67	Three million is not a face.
216	47	3.040	15.46	One hundred twenty-two million certainly isn't.
217	140	8.160	17.16	The binding claim Levinas spoke of was born in the gaze of a
218	153	8.160	18.75	And this is precisely where the knot of the modern problem o
219	41	3.040	13.49	The two struggle to translate each other.
220	39	3.200	12.19	And then a screen is added to all this.
221	99	5.760	17.19	In Homer's world, the stranger could only arrive on foot, an
222	56	3.200	17.50	Today the stranger appears on your phone over breakfast.
223	106	4.960	21.37	You see the face of a child pulled from the rubble before yo
224	51	3.040	16.78	This is an entirely new condition in human history.
225	83	4.800	17.29	And it raises this question: is that thing on the screen a f
226	74	5.120	14.45	If we stay faithful to Levinas's distinction, the answer is 
227	97	5.440	17.83	A face is something that can answer you, that can call you b
228	93	4.640	20.04	The one on the screen can ask nothing of you, because a flic
229	25	2.400	10.42	You swipe, and it's gone.
230	119	6.560	18.14	The power of the face lay in its defenselessness; the screen
231	121	6.880	17.59	And so we learn something odd: seeing hundreds of instances 
232	108	6.240	17.31	On the contrary, it produces a mind that grows accustomed to
233	55	3.520	15.62	This habit has a name — it's called compassion fatigue.
234	57	3.360	16.96	And it isn't heartlessness; it's an overload of capacity.
235	38	3.680	10.33	Then we come to the one nearest to us.
236	128	7.200	17.78	The hardest test of hospitality, contrary to what people ass
237	182	8.480	21.46	In the Islamic tradition there is a striking saying passed d
238	43	2.560	16.80	To be an heir means you are bound by blood.
239	135	7.520	17.95	In other words, that person you don't know on the other side
240	91	4.960	18.35	Now ask yourself honestly: do you know the name of the neigh
241	43	2.240	19.20	Do you know how many people live with them?
242	51	3.200	15.94	Did you hear that they were in hospital last month?
243	149	7.520	19.81	In a country that has taken in millions of people, it is ent
244	68	3.840	17.71	This isn't a contradiction; it's really two ends of the same
245	56	3.520	15.91	Because opening the door is not a feeling, it's a habit.
246	72	4.160	17.31	And habit is formed at the nearest threshold, or it isn't fo
247	155	8.320	18.63	Looking back today, we can see that all those old traditions
248	26	2.080	12.50	They institutionalised it.
249	109	6.080	17.93	They tied the caravanserai to an endowment, the public kitch
250	49	4.000	12.25	Because good intentions grow tired; rules do not.
251	136	8.000	17.00	What falls to us is to build the modern equivalent of this: 
252	84	5.440	15.44	But a system alone is not enough, because the real decision 
253	109	6.560	16.62	In Konya, at the entrance to Rumi's tomb, there are famous l
254	88	5.600	15.71	Most scholars say these lines belong not to Rumi but to Abu 
255	132	7.360	17.93	Who wrote the words may be disputed, but what they say is cl
256	93	6.240	14.90	Identity comes afterwards — just as it did with that strange
257	94	5.120	18.36	Let's return to the question we asked at the beginning of th
258	95	5.120	18.55	To the question of how far you keep your door open, there is
259	104	6.080	17.11	Three days is an answer; a right of visit is an answer; neve
260	87	5.280	16.48	The real issue is not how far that distance extends, but whi
261	95	4.640	20.47	Do you open the door after you've learned who has come, or d
262	20	1.760	11.36	Which is your order?
263	81	5.120	15.82	Because a door that opens according to identity is not a doo
264	79	4.960	15.93	And a door left open all the way is not a door either, it's 
265	123	6.720	18.30	A door is a door because it can be opened and closed; and pr
266	68	3.680	18.48	Out there in the desert, the shadow on the horizon is still 
267	26	1.600	16.25	You are still at the door.
268	84	4.480	18.75	And who the water in your hand belongs to still depends on t
