sira	karakter	saniye	kar_sn	metin
1	157	10.720	14.65	Bir lise öğrencisi dondurma yaparken sıcak karışımın soğuk o
2	144	9.280	15.52	Altmış yıl sonra su için yapılan en dikkatli ölçümler öğrenc
3	77	5.600	13.75	Sorunun cevabı "evet" ya da "hayır" değil; sorunun kendisi y
4	177	10.880	16.27	bin dokuz yüz altmış üç yılında, Tanzanya'nın kuzeyindeki Ta
5	124	8.640	14.35	Tarif basitti: sütü kaynat, içine şeker kat, oda sıcaklığına
6	101	6.720	15.03	Dondurucuda yalnızca birkaç kap alacak kadar yer vardı ve öğ
7	76	5.280	14.39	O gün Erasto Mpemba adında bir öğrenci, sırasını kaybetmemek
8	82	5.600	14.64	Kaynar sütü şekerle karıştırdı ve kabı buharı tüterken doğru
9	72	4.640	15.52	Bir buçuk saat sonra dondurucu açıldığında Mpemba'nın karışı
10	46	3.040	15.13	Soğutulup konulan kaplar hâlâ sulu kıvamdaydı.
11	27	1.920	14.06	Bunun olmaması gerekiyordu.
12	155	10.240	15.14	Sıcak bir cisim soğumak için önce soğuk cismin bulunduğu sıc
13	123	8.480	14.50	Mpemba fizik dersinde durumu anlattığında öğretmeni onunla d
14	27	2.080	12.98	Sınıf arkadaşları da güldü.
15	28	2.240	12.50	Ama Mpemba konuyu bırakmadı.
16	146	9.920	14.72	Yakınlardaki bir kasabada bir dondurmacının kullandığı yönte
17	108	7.200	15.00	Birkaç yıl sonra Mpemba, Mkwawa Lisesi'nde okurken okula Dar
18	213	13.920	15.30	Denis Osborne'un konuşmasının ardından soru faslında Mpemba 
19	38	2.400	15.83	yüz derecelik olan neden önce donuyor?
20	27	2.240	12.05	Salonda yine kahkaha koptu.
21	16	1.280	12.50	Osborne gülmedi.
22	73	4.640	15.73	Cevabı bilmediğini söyledi ve dönünce laboratuvarda denemeye
23	41	2.720	15.07	Bir teknisyenden deneyi kurmasını istedi.
24	89	6.240	14.26	Teknisyen sonucu getirdiğinde şaşırdı: bazı koşullarda sıcak
25	176	11.360	15.49	Osborne deneyi kendisi tekrarladı, ölçümleri düzenledi ve bi
26	50	3.520	14.20	Mpemba'yla ortak imzalı kısa bir makale yayımladı.
27	106	7.360	14.40	O günden sonra bu tuhaflığın adı, ortaokulda alay konusu olm
28	44	3.040	14.47	İşin ilginç yanı, gözlemin yeni olmamasıydı.
29	121	7.360	16.44	Aristoteles, hava olaylarını incelediği kitapta, suyu çabuk 
30	146	9.120	16.01	Francis Bacon bin altı yüz yirmi tarihli yapıtı Novum Organu
31	34	2.400	14.17	Dekart da benzer bir not düşmüştü.
32	76	5.440	13.97	Yani gözlem yüzyıllarca ortalıkta dolaşmış, kayda geçmiş, so
33	159	10.400	15.29	Modern fiziğin sıcaklık, ısı ve ısı iletimi kavramları oturd
34	52	4.320	12.04	Mpemba'nın yaptığı şey bir keşif değil, bir ısrardı.
35	92	5.440	16.91	Kimse ona hak vermezken, gözlemini savunulabilir bir soruya 
36	184	11.360	16.20	Kendisi fizikçi olmadı; Mweka'daki yaban hayatı yönetimi oku
37	78	5.120	15.23	Adı, hayatı boyunca yalnızca bir soru sorduğu için fizik lit
38	67	4.480	14.96	Ne var ki bir etkinin adının olması, var olduğunun kanıtı de
39	117	7.680	15.23	Ve Mpemba etkisi, sonraki elli yıl boyunca fiziğin en inatçı
40	71	5.120	13.87	Sorun şuydu: deneyi kim yaparsa yapsın, başkası aynı sonucu 
41	53	3.360	15.77	Kimi araştırmacı sıcak suyun önce donduğunu bildirdi.
42	26	1.760	14.77	Kimi hiçbir fark bulamadı.
43	23	1.920	11.98	Kimi tam tersini gördü.
44	99	6.880	14.39	Aynı laboratuvarda, aynı ekipmanla, aynı hafta içinde yapıla
45	123	7.680	16.02	Bu, bir olgunun gerçek olup olmadığını anlamanın en temel öl
46	88	5.600	15.71	Açıklama önerileri yıllar içinde bir listeye dönüştü ve her 
47	125	7.840	15.94	Buharlaşma: kaynar su dondurucuda hızla buharlaşır, kütlesin
48	160	10.080	15.87	Bu gerçek bir etkidir ve açık kaplarda ölçülebilir; ama kapl
49	119	7.840	15.18	Çözünmüş gazlar: kaynatılmış suda çözünmüş hava az olur, bu 
50	80	5.120	15.62	Ölçümler bu farkın etkiyi tek başına açıklayacak büyüklükte 
51	174	11.040	15.76	Konveksiyon: sıcak suyun içinde güçlü akıntılar oluşur, kabı
52	70	5.120	13.67	Bu belki en sağlam adaylardan biriydi, ama tek başına yeterl
53	209	13.280	15.74	Buz tabakası: dondurucunun rafında ince bir kırağı varsa, sı
54	144	8.640	16.67	Bu, etkinin bazı mutfak deneylerinde neden göründüğünü çok i
55	66	4.320	15.28	Ve hepsinin altında daha sinsi bir sorun vardı: "donmak" ne 
56	33	2.240	14.73	İlk buz kristalinin belirmesi mi?
57	41	3.200	12.81	Suyun tamamının sıfır dereceye inmesi mi?
58	46	3.200	14.38	Kabın içindekinin baştan aşağı katılaşması mı?
59	152	10.400	14.62	Su, aşırı soğuma denen bir hile yapabilir: sıfırın altına, k
60	123	8.160	15.07	Bu tetiklenmenin ne zaman olacağı büyük ölçüde rastlantısald
61	117	8.000	14.62	Yani iki özdeş kaptan hangisinin önce donacağı, ölçülmek ist
62	213	14.720	14.47	iki bin on ikide Royal Society of Chemistry, yani Kraliyet K
63	125	7.680	16.28	Kazanan çalışma, Zagreb'de çalışan kimyager Nikola Bregoviç'
64	109	7.680	14.19	Ama yarışmanın kendisi bile bir itirafa benziyordu: elli yıl
65	35	2.560	13.67	Asıl darbe iki bin on altıda geldi.
66	129	8.000	16.12	Londra'da ve Cambridge'de çalışan iki akışkanlar fizikçisi, 
67	50	3.360	14.88	Önce şunu sordular: bu etkinin kesin tanımı nedir?
68	88	6.400	13.75	Literatürdeki tanım şuydu: daha sıcak başlayan su, daha soğu
69	108	6.560	16.46	Onlar bunu ölçülebilir bir ifadeye çevirdiler ve iki numunen
70	32	2.240	14.29	Sonra çok sayıda deney yaptılar.
71	65	4.800	13.54	Buldukları şey, etkinin varlığından çok, ölçümün kırılganlığ
72	128	8.480	15.09	İki numune arasında gözlenen zaman farkı, sıcaklığı ölçen ıs
73	115	7.680	14.97	Termometreyi bir santimetre oynatmak, ölçülen farkı ortadan 
74	192	12.160	15.79	Yani onlarca yıldır insanların "Mpemba etkisi" diye raporlad
75	198	12.800	15.47	Sonuçlarını Scientific Reports'ta, yani Bilimsel Raporlar'da
76	38	2.720	13.97	Bu, hikâyenin bitişi gibi görünüyordu.
77	70	4.480	15.62	Yüzyıllık bir mutfak gözlemi, dikkatli ölçüm karşısında buha
