sira	karakter	saniye	kar_sn	metin
1	75	4.960	15.12	Dünyanın en çok çalınan sanat eserinin bir paneli, doksan ik
2	90	6.400	14.06	Hırsız ölürken "yerini benden başka kimse bilmiyor" dedi ve 
3	69	4.960	13.91	Geriye on üç mektup, bir boş çerçeve ve hâlâ kazılan bir şeh
4	87	5.760	15.10	Gent'in göbeğinde, gri taştan bir katedralin yan şapelinde d
5	96	7.040	13.64	Kapalıyken sade görünür: soluk renkler, dua eden iki bağışçı
6	128	7.680	16.67	Ama menteşeler çevrilip kanatlar açıldığında, karşınızda on 
7	30	2.720	11.03	Altın, kadife, çimen, gökyüzü.
8	93	6.720	13.84	Ortada bir sunak taşı ve o taşın üstünde, göğsünden kan akan
9	106	7.680	13.80	Etrafında melekler, aşağıda bir çeşme, uzakta portakal ağaçl
10	62	4.800	12.92	Bu esere Flamanca Het Lam Hots, yani Tanrı Kuzusu adı verili
11	73	5.600	13.04	Tam adıyla Tanrı Kuzusu Sunağı, Hubert ve Yan van Ayk kardeş
12	204	12.640	16.14	Çerçevenin üzerindeki Latince dörtlük, işi Hubert'in başlatt
13	68	4.960	13.71	Aynı yazı bitiş tarihini de verir: altı Mayıs bin dört yüz o
14	93	6.560	14.18	Sunağı ısmarlayan kişi, Gent'in zengin bir yurttaşı olan Yos
15	140	9.440	14.83	İkisi de en dış kanatlarda, ellerini birleştirmiş halde diz 
16	34	2.400	14.17	Sunak on iki meşe panelden oluşur.
17	97	6.240	15.54	Bunların sekizi hem ön hem arka yüzünden boyanmıştır, dolayı
18	60	4.320	13.89	Kapalıyken bir dünya görürsünüz, açıkken bambaşka bir dünya.
19	138	9.600	14.38	Bu, bir tablodan çok bir makinedir: pazar günü açılan, sırad
20	74	5.120	14.45	Van Ayk kardeşlerin yaptığı şey, o tarihte Avrupa resminde b
21	123	7.840	15.69	Yağlı boyayı ince ince, üst üste saydam katmanlar halinde sü
22	124	8.320	14.90	Bir zırhın üzerindeki yansımayı, bir atın gözündeki nemi, bi
23	103	6.560	15.70	Yüzyıllar boyunca sanat tarihçileri bu sunağın önünde durup 
24	64	4.160	15.38	Şimdi gözünüzü açık sunağın alt sırasına, en sol köşeye çevi
25	112	8.000	14.00	Kuzunun bulunduğu merkezî sahneye dört yandan kalabalıklar a
26	38	3.040	12.50	En soldaki panelde ise atlılar vardır.
27	33	2.240	14.73	Kalabalık değil, ölçülü bir grup.
28	50	4.000	12.50	Kürklü yakalar, işlemeli başlıklar, ağır kumaşlar.
29	40	3.200	12.50	Atlar yavaş yürür, sanki tören adımıyla.
30	75	4.960	15.12	Arkalarında kayalık bir manzara ve incecik boyanmış uzak bir
31	64	5.440	11.76	Bu panelin adı De Rehtfaardihe Rehters, yani Adil Yargıçlar'
32	24	1.920	12.50	Panelin konusu adaletti.
33	134	9.280	14.44	Ortaçağ düşüncesinde dünyevi yargıç, ilahi adaletin yeryüzün
34	68	4.320	15.74	Yüzler tek tek çalışılmıştı; her biri gerçek bir insanı andı
35	66	4.320	15.28	Yüzyıllar boyunca bu atlılardan bazılarının kim olduğu tartı
36	138	8.160	16.91	Yaygın bir görüşe göre gruptaki iki figür ressamların kendil
37	95	6.080	15.62	Bir başka yorum, öndeki heybetli atlılardan birinin dönemin 
38	23	1.760	13.07	Hiçbiri kesin değildir.
39	89	5.760	15.45	Ve bu belirsizliğin, panelin başına gelecekler yüzünden bugü
40	32	2.720	11.76	Çünkü o panel artık orada değil.
41	102	6.720	15.18	Bugün Gent'te, Adil Yargıçlar'ın bulunması gereken yerde ası
42	92	5.280	17.42	Nasıl gittiğini anlamak için, sunağın hiç de sakin geçmemiş 
43	66	4.640	14.22	Bu sunağın başı, daha ilk yüzyılından itibaren beladan kurtu
44	218	13.600	16.03	bin beş yüz altmış altıda Aşağı Ülkeler'i saran ikonoklast d
45	66	4.320	15.28	Sunak o gece yalnızca birkaç saatlik farkla yok olmaktan kur
46	68	4.160	16.35	İkinci tehdit beklenmedik bir yerden, imparatorun kendisinde
47	161	10.240	15.72	bin yedi yüz seksen birde Habsburg imparatoru İkinci Yozef G
48	66	4.480	14.73	Paneller çerçevesinden çıkarıldı ve kilisenin deposuna kaldı
49	130	7.840	16.58	Sonraki yüzyılda o boşlukları doldurmak için, aynı figürleri
50	50	3.200	15.62	Asıl parçalanma Fransız Devrimi ordularıyla geldi.
51	166	11.200	14.82	bin yedi yüz doksan dörtte Gent'e giren Fransız kuvvetleri s
52	97	6.080	15.95	Bu, Avrupa çapında yürütülen sistemli bir sanat eseri toplam
53	34	2.400	14.17	Paneller Paris'te yirmi yıl kaldı.
54	90	5.920	15.20	Napolyon'un yenilgisinden sonra, bin sekiz yüz on beşte iade
55	54	4.160	12.98	Ama sunak tam toparlanmışken, bu kez içeriden vuruldu.
56	101	7.040	14.35	bin sekiz yüz on altıda katedralin bir yetkilisi, kanatlarda
57	56	3.840	14.58	Satış bedeli, eserin değeriyle kıyaslandığında gülünçtü.
58	168	10.720	15.67	Paneller elden ele geçti, İngiliz bir koleksiyoncuya ulaştı 
59	103	7.040	14.63	Orada, sonradan Kayzer Fridrih Muzeum, yani İmparator Fridri
60	65	4.160	15.62	Berlin'de, sunağın kaderini doğrudan belirleyen bir karar al
61	81	5.440	14.89	Bu panellerin iki yüzü de boyalıydı; müzede yalnızca bir yüz
62	88	5.920	14.86	Çözüm olarak, on dokuzuncu yüzyılın sonlarında paneller boyu
63	101	6.560	15.40	Yaklaşık beş yüz yıllık meşe levhalar, ön ve arka yüzleri ik
64	41	2.880	14.24	Böylece her iki yüz de duvara asılabildi.
65	205	13.280	15.44	Bu işlem, restorasyon tarihinin en tartışmalı müdahalelerind
66	151	8.640	17.48	Bu arada Adem ile Havva panelleri de yer değiştirmişti; on d
67	140	9.120	15.35	Yani yirminci yüzyıla girilirken Van Ayk kardeşlerin tek bir
68	37	2.400	15.42	Birinci Dünya Savaşı bunu değiştirdi.
69	170	10.080	16.87	Savaşın ardından imzalanan Versay Antlaşması'nda, Belçika'da
70	60	3.840	15.62	Berlin'deki kanat panelleri de bu maddeye dayanarak istendi.
71	163	10.080	16.17	Almanya'da bu karar büyük tepki gördü; paneller yasal bir al
72	72	4.960	14.52	Alman basınında bu bir soygun olarak anlatıldı, müze müdürü 
73	60	3.840	15.62	Buna rağmen paneller bin dokuz yüz yirmide Belçika'ya döndü.
74	141	9.760	14.45	Sökülmüş, satılmış, testereyle biçilmiş, üç şehre dağılmış s
75	92	5.920	15.54	Yüz otuz yıl sonra ilk kez, Van Ayk kardeşlerin bıraktığı ha
76	30	2.080	14.42	Bu birleşme on dört yıl sürdü.
77	82	5.760	14.24	Ve Versay'ın o maddesi, ileride bırakılacak bir notta yenide
78	100	7.040	14.20	on Nisan bin dokuz yüz otuz dörtü on bir Nisan'a bağlayan ge
79	20	1.600	12.50	Katedral kapanmıştı.
80	20	1.600	12.50	İçeride kimse yoktu.
81	112	6.880	16.28	Ertesi sabah katedralin görevlilerinden Van Volsem, alt sıra
82	21	1.600	13.12	Adil Yargıçlar yoktu.
83	80	5.440	14.71	Arkasındaki grizay, yani gri tonlarında boyanmış Vaftizci Ya
84	92	6.080	15.13	Berlin'de yapılan biçme işlemi sayesinde bunlar iki ayrı inc
85	31	2.080	14.90	Çerçevede bir not bırakılmıştı.
86	75	5.280	14.20	Fransızca yazılmış tek bir cümle: Versay Antlaşması'yla Alma
87	67	4.480	14.96	Not, olayı doğrudan siyasi bir intikam gibi göstermeye çalış
88	46	3.200	14.38	Polis ilk günlerde bu ipucunun peşinden gitti.
89	18	1.280	14.06	Yanlış yöne gitti.
90	71	4.800	14.79	Katedralde zorlanmış kapı, kırılmış kilit, iz yoktu denecek 
91	107	6.560	16.31	Hırsız ya da hırsızlar mekânı biliyordu, panellerin nasıl tu
92	119	7.200	16.53	Yüz elli santime yakın boyundaki iki levhayı gece karanlığın
93	45	3.200	14.06	otuz Nisan'da piskoposluğa bir mektup ulaştı.
94	91	5.920	15.37	Yazan kişi, panellerin kendisinde olduğunu söylüyor ve bir m
95	13	1.280	10.16	Mektup D.U.A.
96	25	2.400	10.42	harfleriyle imzalanmıştı.
97	57	4.320	13.19	Ödeme yapılmazsa panellerin yok edileceği belirtiliyordu.
98	157	9.920	15.83	Gent piskoposu Monsenyör Onore Kopiters ödemeye yatkındı; am
99	65	4.320	15.05	Böylece Belçika tarihinin en tuhaf pazarlıklarından biri baş
100	149	9.600	15.52	Piskoposluk hırsızla doğrudan konuşamıyordu; iletişim, Frans
101	31	2.400	12.92	Kısa, şifreli, kişisel ilanlar.
102	126	7.520	16.76	Bir tarafta bir piskoposluk, diğer tarafta adı bilinmeyen bi
103	22	1.920	11.46	Yazışma aylarca sürdü.
104	35	2.560	13.67	On birden fazla mektup gidip geldi.
105	172	11.040	15.58	Mektupları yazan kişi iyi niyetini kanıtlamak için bir jest 
106	57	4.320	13.19	Fiş kullanıldı, panel bulundu ve karşılıksız geri alındı.
107	91	6.080	14.97	Emanete bırakan kişiyi gören bir tanık, elli yaşlarında, siv
108	54	3.840	14.06	Bu tarif, davanın en somut görgü bilgisi olarak kaldı.
109	56	3.840	14.58	Yahya panelinin dönüşü, karşı tarafın elini güçlendirdi.
110	53	3.680	14.40	Artık panellerin gerçekten onda olduğu kanıtlanmıştı.
111	39	2.560	15.23	Ama para konusunda anlaşma sağlanamadı.
112	52	3.520	14.77	Polis, bir milyon yerine yirmi beş bin frank önerdi.
113	103	7.360	13.99	on dört Haziran'da, bir taksi şoförü aracılığıyla bu küçük m
114	76	4.960	15.32	Mektupları yazan kişi bunu bir aldatmaca saydı ve öfkeli mek
115	17	1.600	10.62	Pazarlık bozuldu.
116	46	3.040	15.13	Yazışma sonbahar boyunca sürdü, sonra kesildi.
117	172	11.360	15.14	yirmi beş Kasım bin dokuz yüz otuz dörtte, Dendermonde'da bi
118	21	1.600	13.12	Elli yedi yaşındaydı.
119	135	8.800	15.34	Ölüm döşeğinde avukatı Jorj dö Vos'u yanına çağırdı ve ona k
120	81	5.920	13.68	Sonra bilginin masasında, bir çekmecede, bir dosyanın içinde
121	30	2.080	14.42	Cümlesini tamamlayamadan öldü.
122	26	1.760	14.77	Tarif ettiği yere gidildi.
123	80	5.440	14.71	Çekmecede, piskoposluğa gönderilen fidye mektuplarının karbo
124	69	4.320	15.97	Yani mektupları yazan kişinin kim olduğu artık büyük ölçüde 
125	52	3.200	16.25	Aynı yerde, hiç gönderilmemiş bir mektup daha vardı.
126	125	7.680	16.28	O mektupta panelin, ne kendisinin ne de bir başkasının kamuo
127	21	1.440	14.58	Bir tarif değildi bu.
128	15	1.280	11.72	Bir bilmeceydi.
129	28	2.240	12.50	Ve doksan yıldır çözülemedi.
130	94	6.080	15.46	Hudertir'nin hırsız mı, yoksa yalnızca mektupları yazan arac
