sira	karakter	saniye	kar_sn	metin
1	118	7.680	15.36	Kilisenin duvarları arkasındaki elli yedi adam düşmanın attı
2	129	7.840	16.45	Çünkü o gazeteler tek bir şey söylüyordu: uğruna öldüğünüz ü
3	88	5.600	15.71	Teğmen, kâğıtları tuzak sayıp yırttı ve savaşmaya devam etti
4	119	7.680	15.49	Luzon adasının doğu kıyısında, Pasifiğin açık sularına bakan
5	62	3.680	16.85	Bugün oraya karadan gidiliyor, sörfçüler kumsallarını biliyo
6	85	5.600	15.18	Ama on dokuzuncu yüzyılın sonunda Baler, Filipinler'in en ıs
7	143	9.440	15.15	Kasabayı adanın geri kalanından Sierra Madre dağları ayırıyo
8	83	5.440	15.26	Manila'dan Baler'e gitmenin makul tek yolu denizdi, o da her
9	98	6.080	16.12	Kasım ile Şubat arasında Pasifik'ten gelen dalgalar koyu öyl
10	105	7.040	14.91	Yani yılın bir bölümünde Baler, imparatorluğun haritasında v
11	60	4.000	15.00	İspanya, Filipinler'i üç yüz yılı aşkın süredir yönetiyordu.
12	120	7.680	15.62	Bu yönetimin ucundaki kasabalarda devlet demek, birkaç memur
13	20	1.600	12.50	Baler'de de öyleydi.
14	107	8.160	13.11	Kasabanın ortasında, taştan, kalın duvarlı, penceresi az bir
15	119	7.840	15.18	Tropik iklimde taş yapı bir lükstür; Baler Kilisesi çevresin
16	70	4.320	16.20	Kimse onu bir kale olarak tasarlamamıştı, ama bir kale gibi 
17	21	1.760	11.93	Kasaba sakin değildi.
18	114	7.680	14.84	bin sekiz yüz doksan altıda başlayan Filipin ihtilali adanın
19	121	7.840	15.43	bin sekiz yüz doksan yedi sonbaharında ihtilalciler kasabada
20	48	3.520	13.64	Madrid, kaybettiği mevziyi geri almak istiyordu.
21	126	8.640	14.58	Böylece bin sekiz yüz doksan sekizin şubat ayında, on iki Şu
22	89	5.920	15.03	Bu adamlar, sonradan bütün dünyanın konuşacağı kadroydu, ama
23	136	9.920	13.71	Başlarında Yüzbaşı Enrike de las Morenas i Fossi vardı; bölg
24	71	5.760	12.33	Yanında iki teğmen vardı: Huan Alonso Zayas ve Saturnino Mar
25	50	3.840	13.02	Bir askeri hekim geldi, Rohelyo Vihil de Kinyones.
26	36	2.720	13.24	Bir de papaz, Kandido Gomez Karenyo.
27	41	3.200	12.81	Erlerle birlikte hepsi elli yedi kişiydi.
28	111	7.200	15.42	Çoğu genç, çoğu köylü, çoğu İspanya'nın yoksul taşrasından a
29	41	3.040	13.49	İlk aylar tuhaf bir sükûnet içinde geçti.
30	86	6.240	13.78	Askerler kasabalılarla alışveriş yaptı, çocuklar meydanda ko
31	78	5.440	14.34	Yüzbaşı Las Morenas kasabanın işlerine baktı, defterler tutt
32	142	9.440	15.04	Martin Serezo kilisenin duvarlarına, kapısına, çan kulesine 
33	29	2.080	13.94	Bir asker olarak refleksiydi.
34	75	4.960	15.12	O refleks, birkaç ay sonra elli yedi kişinin hayatta kalma s
35	79	5.600	14.11	Bu sırada, onlardan binlerce kilometre ötede, tarihin çarkı 
36	123	7.520	16.36	Şubatta Havana Limanı'nda bir Amerikan zırhlısı infilak etti
37	151	9.440	16.00	bir Mayıs bin sekiz yüz doksan sekiz sabahı, Manila Körfezi'
38	91	6.080	14.97	İspanya'nın Pasifik'teki üç yüz yıllık varlığı, tek bir saba
39	65	4.320	15.05	Baler bunu haftalar sonra, kırık dökük söylentiler halinde d
40	85	5.920	14.36	Kasabaya gelen haberler artık tek yönlüydü: dağların ardında
41	107	7.200	14.86	Manila'dan resmî bir tebligat, bir emir, bir posta gelmiyord
42	90	6.240	14.42	Müfreze, imparatorluğun bir ucunda, kendisine ne olduğunu an
43	44	2.720	16.18	Haziran girdiğinde kasabanın havası değişti.
44	69	4.960	13.91	Alışveriş azaldı, selamlar kısaldı, sokaklar erken boşalmaya
45	52	3.360	15.48	Askerler geceleri ormandan gelen sesleri dinliyordu.
46	109	8.640	12.62	Yüzbaşı Las Morenas, erzakın kiliseye taşınmasını emretti: p
47	156	9.920	15.73	Kasaba halkı evlerini toplayıp birer ikişer çekilmeye başlad
48	50	4.000	12.50	Haziranın son günlerinde Baler neredeyse bomboştu.
