sira	karakter	saniye	kar_sn	metin
1	141	8.800	16.02	Bir Avusturyalı asker tüfeğini doldurmak için ayağa kalkmak 
2	78	5.120	15.23	O sabah iki imparatorluğun kaderi, namlunun hangi ucundan do
3	62	3.840	16.15	Ve akşam olduğunda Avrupa'nın ortasında yeni bir dev doğmuşt
4	188	11.520	16.32	bin sekiz yüz altmış altı yılının şubat ayında, kuzey İtalya
5	78	5.280	14.77	Adı Ludwig von Benedek'ti ve Avusturya İmparatorluğu'nun en 
6	121	7.360	16.44	Viyana ona Bohemya'da toplanacak Kuzey Ordusu'nun, yani impa
7	24	1.760	13.64	Benedek üç kez reddetti.
8	88	6.400	13.75	Gerekçesi bir mazeret değil, soğuk bir teşhisti: ne o araziy
9	73	4.480	16.29	Bu sözün ağırlığını anlamak için adamın nereden geldiğine ba
10	132	8.480	15.57	Benedek on dört Temmuz bin sekiz yüz dörtte, Macaristan'ın b
11	129	8.800	14.66	Protestandı, Macar kökenliydi ve kont unvanı taşıyan komutan
12	113	7.360	15.35	Yükselişini akrabalığa değil, cesaretine ve askerlerinin ona
13	111	7.680	14.45	Er ocağında efsanesi vardı: sade konuşan, mevzide askerin ya
14	52	4.000	13.00	Ve bütün o ömür tek bir coğrafyada geçmişti: İtalya.
15	108	6.880	15.70	Lombardiya ovasının her hendeğini, Mincio nehrinin her geçid
16	206	13.440	15.33	yirmi dört Haziran bin sekiz yüz elli dokuzda Solferino'da, 
17	55	3.680	14.95	Savaş kaybedildi, ama o gün kendi cephesinde yenilmedi.
18	114	7.520	15.16	Viyana'ya "Solferino'nun aslanı" olarak döndü; imparatorluğu
19	19	1.600	11.88	Sorun tam da buydu.
20	105	6.560	16.01	Avusturya'nın bin sekiz yüz altmış altıda ihtiyaç duyduğu şe
21	42	2.720	15.44	Prusya ile sürtüşme aylardır tırmanıyordu.
22	146	8.640	16.90	İki devlet iki yıl önce Danimarka'ya karşı omuz omuza savaşm
23	127	8.000	15.88	Berlin'de Otto von Bismarck adında bir başbakan vardı ve Alm
24	127	8.480	14.98	Viyana'nın asıl korkusu ise çift cepheydi: güneyde İtalya Kr
25	80	5.280	15.15	Karar masasında mantık şuydu: en iyi komutanı, tehlikenin bü
26	90	5.760	15.62	Böylece Benedek İtalya'dan alınıp, hayatında hiç kampanya ya
27	83	5.760	14.41	İmparator Franz Joseph ısrar etti; ret üstüne ret yazan komu
28	98	6.560	14.94	Ayrılışını haftalarca geciktirdi, ancak on iki Mayıs bin sek
29	181	11.360	15.93	Yerine İtalya cephesine gönderilen Arşidük Albrecht, o cephe
30	154	8.800	17.50	Benedek karargâhına vardığında Bohemya haritalarıyla kendini
31	108	7.520	14.36	Elindeki ordu kâğıt üzerinde devasaydı: yedi kolordu, güçlü 
32	41	2.560	16.02	Ama bu ordunun bir kurmay geleneği yoktu.
33	106	6.720	15.77	Kolordu komutanları arşidükler ve kontlardı, emir almaya alı
34	141	8.320	16.95	Benedeğin kendi kurmay başkanı Gideon von Krismanić, savaş p
35	99	6.080	16.28	Yani imparatorluk, tanımadığı bir araziye gönderdiği komutan
36	32	2.400	13.33	Haziran ortasında savaş başladı.
37	196	12.320	15.91	Alman Konfederasyonu meclisinde Avusturya'nın önerisiyle Pru
38	112	7.360	15.22	Bundan sonrası, tarihe Yedi Hafta Savaşı olarak geçecek olan
39	112	6.720	16.67	Benedek ordusunu Moravya'dan Bohemya'ya doğru sürüklerken, k
40	141	8.960	15.74	Bir komutanın başına gelebilecek en ağır şey yenilgi değildi
41	95	6.880	13.81	Karşı tarafta, Berlin'de, altmış beş yaşında, zayıf, sessiz,
42	133	8.480	15.68	Helmuth von Moltke bin sekiz yüz elli yediden beri Prusya Ge
43	76	4.960	15.32	Askerî yeteneğini kanıtladığı yer muharebe meydanı değil, ça
44	85	4.960	17.14	Moltke'nin yaptığı şey, savaş sanatının hangi teknolojiyle y
45	84	5.760	14.58	On dokuzuncu yüzyılın ortasında iki yeni araç ortaya çıkmışt
46	80	5.120	15.62	Demiryolu, bir orduyu haftalarca yürütmek yerine günler için
47	65	4.320	15.05	Telgraf, yüzlerce kilometre öteden emir vermeyi mümkün kılıy
48	57	3.840	14.84	Moltke bu iki aracı bir kurumla birleştirdi: genelkurmay.
49	210	13.600	15.44	Aynı eğitimden geçmiş, aynı dili konuşan, aynı biçimde düşün
50	36	2.400	15.00	Rakamlar bu farkı çıplak gösteriyor.
51	84	5.440	15.44	Prusya'nın savaş sahnesine uzanan beş demiryolu hattı vardı;
52	105	6.720	15.62	Prusya seferberliğini haftalar içinde tamamladı, Avusturya b
53	26	1.760	14.77	Buna bir de tüfek eklendi.
54	142	11.200	12.68	Prusya piyadesi, arkadan dolan Dreyse iğneli tüfeği taşıyord
55	115	7.520	15.29	Avusturya piyadesinin ağızdan dolma Lorenz tüfeğiyle, ayakta
56	146	10.240	14.26	Avusturya, bin sekiz yüz elli dokuzda Fransızlardan aldığı d
57	71	4.960	14.31	Yani sık düzende, koşarak, göğüs göğüse gelmeye çalışarak sa
58	128	8.320	15.38	Buna karşılık Avusturya topçusu Prusya topçusundan iyiydi; y
59	74	5.440	13.60	Savaş, bu iki üstünlüğün hangi arazide karşılaşacağı sorusun
60	26	1.920	13.54	Moltke ordusunu üçe böldü.
61	155	9.920	15.62	Sol kanatta Herwarth von Bittenfeld'in yaklaşık otuz dokuz b
62	86	6.400	13.44	çok uzakta sağda ise Veliaht Prens Friedrich Wilhelm'in yüz 
63	67	4.000	16.75	Üç ordu, yaklaşık dört yüz kilometrelik bir yay boyunca dizi
64	99	6.720	14.73	Klasik askerî akla göre bu intihardı: düşman aradaki boşluğa
65	87	6.560	13.26	Moltke'nin ilkesi bunun tam tersiydi ve tek cümleye sığıyord
66	99	6.080	16.28	Ayrı yürümek hız ve ikmal demekti; birlikte vurmak ise düşma
67	68	4.480	15.18	Bu ilkenin bedeli zamanlamaydı ve zamanlamanın bedeli haberl
68	53	3.680	14.40	Haziran sonunda sınır boyunda bir dizi çarpışma oldu.
69	105	6.880	15.26	yirmi yedi Haziran'da Trautenau'da Ludwig von Gablenz'in Avu
70	115	7.360	15.62	bütün kampanyanın tek Avusturya galibiyetiydi ve Avusturya o
71	89	5.920	15.03	Aynı günlerde Nachod'da, Skalitz'de, Gitschin'de iğneli tüfe
72	112	7.040	15.91	Avusturya tümenleri sık kollar hâlinde yamaçlardan yukarı ko
73	53	3.360	15.77	bir Temmuz'da Benedek imparatoruna bir telgraf çekti.
74	94	6.240	15.06	Ordunun felakete sürüklendiğini yazdı ve ne pahasına olursa 
75	138	9.760	14.14	Franz Joseph'in cevabı kısaydı: barış imkânsızdı, kaçınılmaz
76	34	2.400	14.17	Benedek artık savaşmak zorundaydı.
77	95	6.240	15.22	Ordusunu Elbe nehri kıyısındaki kale kenti Königgrätz'in kuz
78	132	8.640	15.28	Bu yüksek sırtlar toplarını hâkim mevziye koyuyordu, ama ark
79	30	2.240	13.39	Muharebeye iki ad verilecekti.
80	164	10.720	15.30	Prusyalılar arkadaki kalenin adını kullandı; Avusturyalılar 
81	122	8.640	14.12	iki Temmuz gecesi Prusya karargâhında bir süvari devriyesi, 
82	157	9.920	15.83	Moltke bunu duyduğunda aradığı fırsatın geldiğini anladı: Bi
83	20	1.440	13.89	Tek bir sorun vardı.
84	86	5.280	16.29	Veliaht Prens kırk kilometre uzaktaydı ve ona giden telgraf 
85	22	1.920	11.46	Emir at sırtına bindi.
86	155	10.880	14.25	Gece yarısı yola çıkan yaverlerden Yarbay Kont Finckenstein,
87	81	5.280	15.34	Bütün kampanyanın kaderi, birkaç saat boyunca tek bir atlını
88	76	5.440	13.97	üç Temmuz bin sekiz yüz altmış altı sabahı yağmurla ve alçak
89	83	5.440	15.26	Tarlalar dizlere kadar çamurdu, buğday tarlaları yatmıştı, d
90	174	11.520	15.10	Saat sekize doğru Prusya Birinci Ordusu, cephenin ortasından
91	105	7.200	14.58	Karşılarında, iki üç kilometre ötedeki Lipa sırtlarında Avus
92	90	6.240	14.42	Prusyalılar dereyi geçer geçmez o toplar konuşmaya başladı v
93	93	6.240	14.90	Prusya merkezi, açık yamaçta, kendi toplarının yetişemediği 
94	68	4.480	15.18	Asıl kıyım ise sağ tarafta, cephenin kuzey ucundaki ormanda 
95	38	3.200	11.88	Adı Swiepwald'dı; kısaca Swiep ormanı.
96	124	7.680	16.15	Birkaç kilometre uzunluğunda, sık, yaşlı ağaçlardan oluşan, 
97	105	6.720	15.62	Prusya Yedinci Tümeni, komutanı Eduard von Fransecky'nin ard
98	141	8.640	16.32	Benedeğin emri açıktı: sağ kanattaki kolordular yerlerinde d
99	142	8.800	16.14	Ama ormanın içinden gelen tüfek sesi ve dışarıda görünen Pru
100	145	9.600	15.10	Önce Kont Festetics'in Dördüncü Kolordusu, sonra Kont Thun'u
101	67	5.120	13.09	Bir tümeni ezmek için iki kolordu harcandı ve sağ kanat boşa
102	55	3.840	14.32	Orman, Avusturya'nın bütün üstünlüklerini elinden aldı.
103	62	4.480	13.84	Topçu ateş edemiyordu; sık düzende süngü hücumu yapılamıyord
