sira	karakter	saniye	kar_sn	metin
1	119	7.200	16.53	Sarayın kapısında bir yıl bekletilen elçilerin gemisindeki k
2	91	5.760	15.80	Padişah o bir tas biberin karşılığında Hint Okyanusu'nun öbü
3	76	4.800	15.83	Bugün Sumatra'nın orta yerinde, üzerinde Osmanlı arması olan
4	110	6.880	15.99	bin beş yüz on bir yılının Ağustos ayında, Malakka Boğazı'nı
5	186	11.520	16.15	Gemilerin güvertesinde yaklaşık dokuz yüz Portekizli ve iki 
6	89	5.600	15.89	Karşılarındaki şehir, o çağın dünya ticaretinin en kalabalık
7	128	7.840	16.33	Malakka'da Gucerat'tan gelen kumaş tüccarları, Çin'den gelen
8	112	6.720	16.67	Maluku Adaları'ndan karanfil ve küçük hindistan cevizi yükle
9	162	9.600	16.88	Şehirde onlarca dilin konuşulduğunu, kalabalığın içinde birb
10	41	2.880	14.24	Albukerk'in derdi ticaret yapmak değildi.
11	45	3.200	14.06	Derdi, ticaretin geçtiği kapıyı kilitlemekti.
12	219	14.080	15.55	Çünkü Malakka Boğazı, Hint Okyanusu ile Güney Çin Denizi ara
13	56	3.520	15.91	Baharat, Doğu'dan Batı'ya bu boğazdan geçerek gidiyordu.
14	31	2.240	13.84	Boğazı tutan, baharatı tutardı.
15	61	3.840	15.89	Şehir birkaç haftalık çetin bir sokak savaşından sonra düştü
16	113	7.520	15.03	Sultan Mahmud Şah, fillerini ve hazinesini bırakıp iç bölgel
17	119	7.520	15.82	Portekizliler limanın ağzına, kentin yıkılan taş yapılarında
18	43	3.840	11.20	Kalenin adı A Famoza, yani Meşhur Kale idi.
19	131	8.000	16.38	Meşhur Kale'nin topları limana bakıyordu ve o günden sonra M
20	83	5.440	15.26	Bundan sonrası, Hint Okyanusu tarihinin en kapsamlı denetim 
21	62	4.000	15.50	Portekizliler kartaz denen bir geçiş belgesi sistemi kurdula
22	169	10.240	16.50	Okyanusta ticaret yapmak isteyen her tekne, bu belgeyi bir P
23	77	4.960	15.52	Belgesiz yakalanan gemi, yükü ve mürettebatıyla birlikte müs
24	169	10.080	16.77	Bu, kâğıt üzerinde bir gümrük düzeniydi; denizde ise, yüzyıl
25	23	1.600	14.38	Ama kilit tam oturmadı.
26	91	6.240	14.58	Malakka'nın düşmesi, Müslüman tüccarların ticaretini bitirme
27	123	7.200	17.08	Portekiz bayrağı çeken bir limana mal indirmek istemeyen tüc
28	99	6.560	15.09	Ve bu limanlardan biri, kuzey ucundaki bir sultanlık, gelen 
29	137	8.320	16.47	Açe Sultanlığı, on beşinci yüzyılın son yıllarında Ali Mugay
30	26	2.080	12.50	Ama coğrafyası mükemmeldi.
31	118	8.000	14.75	Boğazın hemen dışındaydı; yani Malakka'ya hiç uğramadan Hint
32	67	4.640	14.44	Üstelik ardındaki dağ etekleri karabiber yetiştirmeye elveri
33	176	12.000	14.67	On altıncı yüzyılın ortasına gelindiğinde Açe, dünyanın en b
34	73	4.640	15.73	Hint Okyanusu'nu geçip Kızıldeniz'e ve Cidde'ye ulaşan yola 
35	165	10.240	16.11	Bazı hesaplara göre yüzyılın ortasında Kızıldeniz üzerinden 
36	40	3.040	13.16	Portekizliler bunu elbette fark ettiler.
37	113	7.680	14.71	Açe kıyıları abluka altına alındı, Açe'nin gemileri avlandı,
38	25	1.760	14.20	Ve Açe de karşılık verdi.
39	145	9.440	15.36	bin beş yüz otuz yedide ve bin beş yüz kırk yedide Malakka ü
40	22	1.760	12.50	Sorun cesaret değildi.
41	104	6.560	15.85	Sorun, kalın taş duvarları yıkacak ağır topların ve o toplar
42	29	2.080	13.94	O adamları nereden bulacaktı?
43	44	3.200	13.75	Açe'nin gözü, biberinin gittiği yönü izledi.
44	75	5.120	14.65	Kızıldeniz'in ötesinde, o çağda topçuluk denince akla gelen 
45	94	5.760	16.32	Açe'den İstanbul'a mektup göndermek, bugünkü zihnimizin kola
46	49	3.680	13.32	Mesele yalnızca mesafe değil, mesafenin ritmidir.
47	101	6.880	14.68	Sumatra'nın kuzey ucundan Kızıldeniz'in ağzına kadar, açık d
48	42	2.720	15.44	Ama bu yolu istediğiniz zaman alamazsınız.
49	139	9.440	14.72	Hint Okyanusu'nun ticareti muson rüzgârlarının takvimine bağ
50	105	7.520	13.96	Yanlış mevsimde yola çıkarsanız hiçbir yere varamazsınız; do
51	180	11.840	15.20	Açe'den kalkan bir gemi, kuzeydoğu musonunu yakalayıp Seylan
52	31	2.080	14.90	Süveyş'ten sonra deniz biterdi.
53	95	6.400	14.84	Yük ve insan develere yüklenip çölü aşarak Kahire'ye, oradan
54	79	5.120	15.43	İskenderiye'den bir kadırga ya da kalyon, Akdeniz'i geçip İs
55	136	9.440	14.41	Bu yolculuk, her şey yolunda giderse aylarca; bir bekleme, b
56	114	7.520	15.16	Yani Açe sultanı bir mektup yazdığında, cevabın eline geçmes
57	118	7.840	15.05	İki yıl, bir kuşatmanın kazanılıp kaybedilmesi, bir hükümdar
58	155	9.760	15.88	Bu, on altıncı yüzyıl diplomasisinin asıl trajedisidir: tara
59	23	1.920	11.98	Buna rağmen Açe denedi.
60	35	3.040	11.51	Ve bir kez değil, defalarca denedi.
61	90	6.560	13.72	Açe tahtında, bin beş yüz otuz dokuzdan itibaren Alaeddin Ri
62	118	8.000	14.75	Lakabı "el-Kahhar", yani kahreden, boyun eğdiren anlamına ge
63	63	4.320	14.58	Komşu beylikleri Açe'ye kattı, donanma kurdu, sarayını büyüt
64	64	4.160	15.38	Ama Portekiz meselesinde tek başına yetersiz olduğunu biliyo
65	72	4.960	14.52	bin beş yüz altmışların hemen başında Açe elçileri İstanbul'
66	105	6.400	16.41	Portekiz kaynakları, o yıllarda Sumatra'dan gelen bir heyeti
67	179	12.800	13.98	Aslında Osmanlıların Hint Okyanusu'ndaki varlığı bundan çok 
68	148	9.600	15.42	Osmanlı topçularının, Osmanlı silahlarının ve Osmanlı gemi u
69	211	13.120	16.08	Portekizli gezgin Fernan Mendeş Pinto, Sumatra sularında Tür
70	126	7.840	16.07	Bölge halkları için ise ayrım basitti: nereden gelirse gelsi
71	4	0.800	5.00	Rum.
72	59	4.160	14.18	Osmanlı, Sumatra'nın kıyı köylerinde bu isimle biliniyordu.
73	43	3.200	13.44	Ve sonra, bugün elimizde duran belge geldi.
74	82	4.960	16.53	Topkapı Sarayı Arşivi'nde E sekiz bin dokuz numarasıyla kayı
75	49	3.360	14.58	yedi Ocak bin beş yüz altmış altı tarihini taşır.
76	71	5.120	13.87	Açe Sultanı Alaeddin'in, Kanuni Sultan Süleyman'a yazdığı me
77	118	8.320	14.18	Metin, bin dokuz yüz altmış üçte tarihçi Razaulhak Şah taraf
78	93	5.920	15.71	Mektubun dili, bir hükümdarın başka bir hükümdara yazdığı de
79	55	3.680	14.95	Kendini alçaltarak yazan, kapıya gelen birinin dilidir.
80	98	6.080	16.12	Açe sultanı, kendi ülkesini Osmanlı'nın bir köyü, kendisini 
81	96	6.080	15.79	Portekizlilerle savaştığını, çok zorda kaldığını, düşmanları
82	177	10.880	16.27	Hac yolunda giden Müslüman hacıların Portekiz gemileri taraf
83	149	9.600	15.52	İstedikleri kalemler nettir: savaş sanatını öğretecek tecrüb
84	18	1.440	12.50	Mektup yola çıktı.
85	59	4.960	11.90	Musonu bekledi, okyanusu geçti, çölü aştı, Akdeniz'i geçti.
