sira	karakter	saniye	kar_sn	metin
1	154	9.920	15.52	Ağustos bin dokuz yüz yirmide Varşova'nın yirmi kilometre öt
2	172	10.720	16.04	Oysa Polonyalılar aylardır düşmanın bütün telsiz emirlerini 
3	56	3.520	15.91	Bir imparatorluğun ordusu, ne duyduğunu bilmeden yürüdü.
4	152	8.640	17.59	bin dokuz yüz yirmi yılının Mayıs ayında Kiev'e giren Polony
5	107	6.880	15.55	Yozef Pilsutski'nin planı kâğıt üzerinde cesur, hatta parlak
6	135	8.320	16.23	Symon Petlura'nın önderliğindeki bağımsız bir Ukrayna devlet
7	126	8.480	14.86	Nisan ayında Varşova'da Petlura ile bir anlaşma imzalanmış, 
8	41	2.560	16.02	Ama kentte onları bekleyen bir şey yoktu.
9	171	10.560	16.19	Ukraynalı köylüler ayaklanmadı, Petlura'nın bayrağı altında 
10	105	6.880	15.26	Polonya ordusu, kendi ikmal hatlarından beş yüz kilometre uz
11	30	1.920	15.62	Karşılık beş Haziran'da geldi.
12	117	7.200	16.25	Semyon Budyonni'nin Birinci Süvari Ordusu, Samhorodok yakınl
13	217	14.400	15.07	Bu, modern bir cephe savaşından çok eski bir bozkır akınına 
14	36	2.560	14.06	Kiev birkaç hafta içinde boşaltıldı.
15	78	4.800	16.25	Polonya birlikleri geri çekilmeye başladı ve bir daha gerçek
16	82	5.280	15.53	Haziran sonunda Ukrayna'da, Temmuz başında Belarus'ta cephe 
17	43	3.200	13.44	Kuzeyde ise farklı bir zihin iş başındaydı.
18	207	13.120	15.78	Batı Cephesi'nin komutanı Mihail Tuhaçevski henüz yirmi yedi
19	38	2.720	13.97	Onun için bu bir sınır savaşı değildi.
20	207	12.480	16.59	iki Temmuz tarihli günlük emrinde askerlerine gözlerini batı
21	53	3.680	14.40	Emir Vilnius, Minsk ve Varşova'yı hedef gösteriyordu.
22	86	5.920	14.53	İki gün sonra Tuhaçevski'nin dört ordusu, yaklaşık yirmi dör
23	49	3.200	15.31	Bundan sonrasında Polonya haritası hızla küçüldü.
24	32	2.720	11.76	on dört Temmuz'da Vilnius düştü.
25	33	2.240	14.73	Temmuz sonunda Grodno kaybedildi.
