sira	karakter	saniye	kar_sn	metin
1	50	3.200	15.62	Genç tasarımcıya bir savaş oyunu yapması söylendi.
2	101	6.720	15.03	Ama elindeki makine ekrana dokuzdan fazla şey koyamıyordu; m
3	92	6.080	15.13	O da oyun tarihinde kimsenin denemediği şeyi yaptı: askerin 
4	167	10.080	16.57	bin dokuz yüz seksen altı yılının baharında, Japonya'nın Kob
5	65	4.320	15.05	Adı Hideo Kojima'ydı ve aslında oraya ait olmadığını düşünüy
6	36	2.400	15.00	Çocukluğundan beri sinema istemişti.
7	124	7.520	16.49	Üniversitede hikâyeler yazmış, kısa filmler kurgulamayı haya
8	109	6.880	15.84	Oyun yapmak o yıllarda bir meslek sayılmıyordu; çevresindeki
9	52	3.360	15.48	Yine de Konami'nin ilanına başvurdu ve kabul edildi.
10	57	4.000	14.25	Ancak işe girdiği yer, şirketin en parlak birimi değildi.
11	83	5.440	15.26	Konami'nin Kobe'deki bölümü, MSX adı verilen ev bilgisayarla
12	111	8.320	13.34	Aynı dönemde Japonya'daki asıl savaş alanı, Nintendo'nun Fam
13	59	4.960	11.90	MSX ise daha zayıf, daha kısıtlı, daha sessiz bir dünyaydı.
14	62	4.000	15.50	Kojima ilk günlerde bunu açıkça hayal kırıklığı olarak yaşad
15	62	3.840	16.15	Girdiği binada herkes donanımın ne yapamayacağını konuşuyord
16	30	2.400	12.50	İlk kendi projesi hiç doğmadı.
17	100	6.400	15.62	Lost Warld adını verdiği, yani Kayıp Dünya diyebileceğimiz b
18	82	5.600	14.64	MSX'in belleği, hızı ve ekran yetenekleri onun hayal ettiği 
19	19	1.440	13.19	Proje iptal edildi.
20	148	9.280	15.95	Bu, yeni işe girmiş biri için sıradan bir aksilik değildir; 
21	110	7.040	15.62	Kojima o dönemde ayrılmayı düşündüğünü, kendine birkaç ay da
22	37	2.720	13.60	Bu arada başkasının oyununda çalıştı.
23	168	10.560	15.91	Penguin Adventure, yani Penguen Macerası, Konami'nin daha ön
24	57	4.000	14.25	Yapması gereken şey belliydi: mevcut formülü tekrarlamak.
25	23	1.600	14.38	Yapmadığı şey de buydu.
26	136	9.120	14.91	Oyuna alışveriş ve ekipman geliştirme gibi rol yapma öğeleri
27	126	7.680	16.41	Oynayanın davranışına göre değişen bir final fikri, bin doku
28	146	8.960	16.29	Ama o hırs, ileride onun imzası olacak refleksin ilk görüntü
29	31	2.400	12.92	Sonra masasına bir dosya geldi.
30	73	4.800	15.21	Kıdemli bir meslektaşı ayrılmış, yarım kalan bir proje sahip
31	45	2.720	16.54	Bu, modern savaş temalı bir aksiyon oyunuydu.
32	218	13.600	16.03	Dönemin havası da tam olarak buydu: bin dokuz yüz seksenleri
33	37	2.560	14.45	Şirketin beklentisi karmaşık değildi.
34	40	3.040	13.16	Bir asker, bir tüfek, çok sayıda düşman.
35	24	1.600	15.00	Kojima projeyi devraldı.
36	65	4.480	14.51	Üstlendiği ilk büyük iş, ilk yönetmenliği, ilk gerçek fırsat
37	103	6.560	15.70	Ve işe başladıktan kısa süre sonra, tasarımın kalbindeki şey
38	43	3.200	13.44	Elindeki makine, istenen oyunu yapamıyordu.
39	102	6.400	15.94	Bu noktada önünde iki yol vardı: kötü bir savaş oyunu yapmak
40	29	2.080	13.94	Sorunun teknik adı sprite'tı.
41	152	10.720	14.18	Ekranda hareket eden her nesne, arka plandan bağımsız çizile
42	145	9.440	15.36	Ekranda aynı anda toplam otuz iki sprite olabiliyordu, fakat
43	61	4.160	14.66	Bu sayıyı aşan her şey kayboluyor ya da titremeye başlıyordu
44	41	2.560	16.02	Bu sayı kâğıt üzerinde makul görünebilir.
45	19	1.760	10.80	Uygulamada değildi.
46	127	7.840	16.20	Konami'nin sanatçıları, karakterlere biraz renk ve detay ver
47	63	4.160	15.14	Yani tek bir asker, sekizlik bütçeden ikisini alıp götürüyor
48	115	7.680	14.97	Aynı satırda yan yana yalnızca dört figür durabiliyordu; üst
49	40	2.880	13.89	Ateş edilen her kurşun da bir sprite'tı.
50	159	10.080	15.77	Oyuncu tetiği çektiği anda ekran kendi kendini yemeye başlıy
51	28	1.920	14.58	Sorun bununla da bitmiyordu.
52	57	4.000	14.25	MSXiki, ekranı akıcı biçimde kaydırmakta da zorlanıyordu.
53	70	4.640	15.09	Yandan kayan, sürekli akan geniş savaş alanları kurmak mümkü
54	77	4.960	15.52	Oyun, birbirine kapılarla bağlanan tek ekranlık odalardan ol
55	88	5.440	16.18	Kojima'nın yaptığı şey, bu iki kısıtı da kabul etmek ve sonr
56	101	6.720	15.03	Madem ekran çok sayıda düşmanı ve mermiyi aynı anda taşıyamı
57	143	8.480	16.86	Madem dünya tek ekranlık odalara bölünmek zorunda, o hâlde h
58	60	4.160	14.42	İlham, bir savaş filminden değil, bir kaçış filminden geldi.
59	112	7.360	15.22	Kojima, John Sturges'in bin dokuz yüz altmış üç tarihli film
60	69	4.320	15.97	O filmde gerilim çarpışmadan değil, yakalanma ihtimalinden d
61	79	5.280	14.96	Kojima aynı duyguyu tarif etmek için çok daha eski bir şey k
62	83	5.280	15.72	Çocukluktan tanıdığımız o nefes tutma hâli, bir oyunun ana m
63	35	2.400	14.58	Tasarım bu soruyla yeniden kuruldu.
64	57	4.160	13.70	Oyuncu karakteri Solid Snake, göreve silahsız başlıyordu.
65	162	9.920	16.33	Bu, o yıllarda neredeyse provokatif bir karardı; oyun sizi b
66	55	3.680	14.95	Silahlar ve ekipman, oyunun içinde tek tek bulunacaktı.
67	96	6.400	15.00	Devriye gezen askerlerin belirli bakış yönleri vardı ve fark
68	47	3.200	14.69	Fark edildiğinizde ise oyun tür değiştiriyordu.
69	90	5.760	15.62	Alarm durumunda askerler üzerinize üşüşüyor, ekran bir koval
70	70	4.320	16.20	Kojima bu anı, hayaletlerin peşinize takıldığı Pac-Man'e ben
