sira	karakter	saniye	kar_sn	metin
1	72	4.800	15.00	Dünyanın en çok beklenen oyunu, çıkmasına haftalar kala inte
2	172	10.880	15.81	Onu çalan kişi bir suç örgütü değil, oyunun en büyük hayranı
3	75	5.280	14.20	Karşısındakiler o mektuba cevap verdi: bir uçak bileti ve bi
4	133	7.840	16.96	iki bin üç yılının Mayıs ayında, Los Angeles'taki oyun fuarı
5	94	6.560	14.33	Ekranda tahta bir kalas vardı, kalasın üstünde bir tuğla, tu
6	128	8.000	16.00	Bir karakter kalasa bastı, tahta gerçek bir tahta gibi eğild
7	30	2.400	12.50	Half-Life iki böyle tanıtıldı.
8	70	4.640	15.09	Kutuların üstüne basılacak tarih bile belliydi: otuz Eylül i
9	48	3.200	15.00	Oyun dünyası o yaz boyunca tek bir şeyi konuştu.
10	143	9.120	15.68	Aynı aylarda, Almanya'nın güneyinde, Kara Orman bölgesindeki
11	20	1.920	10.42	Adı Aksel Gembe'ydi.
12	88	5.760	15.28	Zor bir çocukluk geçirmiş, okulu erken bırakmış, programlama
13	97	6.080	15.95	Bilgisayarı onun için bir kaçış kapısıydı ve o kapının ardın
14	106	7.520	14.10	Devam oyununun tanıtımını izlerken hissettiği şey hayranlıkt
15	21	1.440	14.58	Beklemek istemiyordu.
16	17	1.120	15.18	Görmek istiyordu.
17	69	4.800	14.38	Yaptığı şey, filmlerdeki gibi ekranlarda akan yeşil harflerl
18	48	3.200	15.00	Basit, sıkıcı ve korkutucu derecede yöntemliydi.
19	99	6.560	15.09	Önce Valve'ın alan adı sunucusuna, yani şirketin internettek
20	74	5.280	14.02	O sunucu, kim isterse istesin, defterin tamamının bir kopyas
21	34	2.560	13.28	Kimlik sormuyor, kayıt tutmuyordu.
22	117	7.520	15.56	Böylece Gembe, dışarıdan bakan birinin asla göremeyeceği şey
23	92	5.920	15.54	Hangi adreste ne var, hangi isim hangi bilgisayara ait, heps
24	56	3.520	15.91	Listede, orada olmasını beklemeyeceğiniz bir isim vardı.
25	133	8.160	16.30	Tangis adlı, giyilebilir bilgisayarlar üzerine çalışan küçük
26	73	4.640	15.73	Şirketi Gabe Newell'ın kardeşi yönetiyordu ve iki ağ birbiri
27	55	3.680	14.95	O sunucuda herkesin dosya yazabildiği bir klasör vardı.
28	102	6.400	15.94	Gembe klasöre kendi yazdığı küçük bir program bıraktı, çalış
29	42	3.680	11.41	Sonra günlerce, sabırla, o özetleri kırdı.
30	29	2.560	11.33	Ve nihayet asıl kapıya geldi.
31	97	7.040	13.78	Ağın merkezindeki denetleyici makineye, yani bütün hesapları
32	37	3.040	12.17	Orada "build" adında bir hesap buldu.
33	86	5.440	15.81	Derleme işleri için açılmış, kimsenin aklına gelmeyen, kimse
34	15	1.280	11.72	Parolası boştu.
35	40	2.720	14.71	Parola kutusuna hiçbir şey yazılmamıştı.
36	86	6.080	14.14	Yıllar sonra o anı anlatırken kullandığı ifade şuydu: krallı
37	96	6.240	15.38	Dünyanın en çok beklenen oyununu üreten şirketin kalbine, bi
38	41	2.880	14.24	İçeri girdikten sonra hiçbir şey yapmadı.
39	46	3.200	14.38	Kastettiğim tam olarak bu: hiçbir şey yapmadı.
40	53	4.000	13.25	Dosya silmedi, fidye istemedi, kimseye haber vermedi.
41	56	3.840	14.58	Yaklaşık altı ay boyunca o ağın içinde sessizce dolaştı.
42	26	1.920	13.54	Tasarım belgelerini okudu.
43	55	3.360	16.37	Henüz kimsenin görmediği bölümlerin taslaklarını gördü.
44	23	1.600	14.38	Yazışmaları takip etti.
45	68	4.800	14.17	Bir oyunun nasıl yapıldığını, günü gününe, tartışma tartışma
46	93	5.760	16.15	Bir hayranın hayal edebileceği en mahrem seyir yeriydi buras
47	22	1.920	11.46	Zamanla iştahı büyüdü.
48	137	8.480	16.16	Şirketin birkaç bilgisayarına tuş kaydedici yerleştirdi; bir
49	56	3.840	14.58	O makinelerden biri Gabe Newell'ın kendi bilgisayarıydı.
50	102	6.560	15.55	on bir Eylül iki bin üçten itibaren Newell'ın elektronik pos
51	46	2.880	15.97	Newell bir şeylerin yolunda gitmediğini sezdi.
