sira	karakter	saniye	kar_sn	metin
1	12	1.440	8.33	Düşmanı yok.
2	11	1.120	9.82	Silahı yok.
3	19	1.760	10.80	Ölemiyorsunuz bile.
4	44	3.040	14.47	Sadece bir ada, kapalı kapılar ve hiç kimse.
5	78	5.120	15.23	Oyun tarihinin en uzun süre zirvede kalan yapımı, öldürmediğ
6	152	9.120	16.67	bin dokuz yüz seksen yedi sonbaharında, Doğu Teksas'ın küçük
7	45	3.520	12.78	Evliydi, çocukları vardı, mesaisi düzenliydi.
8	133	8.320	15.99	Adı Rand Miller'dı ve bilgisayarlarla tanışması ortaokul yıl
9	49	3.200	15.31	O tanışmadan sonra başka bir meslek düşünmemişti.
10	189	11.360	16.64	Bin kilometre kuzeybatıda, Washington eyaletinin Spokane şeh
11	37	2.560	14.45	İkisi de sabit bir yerde büyümemişti.
12	128	8.800	14.55	Babalarının görevi aileyi bir şehirden ötekine taşımıştı: Da
13	109	6.720	16.22	Sürekli yeni bir evin, yeni bir iklimin, yeni bir adanın içi
14	119	8.000	14.88	Bu ayrıntı, altı yıl sonra milyonlarca insanın ekranında bel
15	75	4.640	16.16	O yıl Apple, Macintosh'la birlikte gelen kutuya sessizce bir
16	193	11.680	16.52	HyperCard adındaki bu program, programcı olmayan insanların 
17	19	1.920	9.90	Basit, hatta ilkel.
18	75	4.800	15.62	Ama Rand Miller onu açtığı anda kardeşiyle nasıl çalışabilec
19	35	2.720	12.87	Robyn çizecekti, Rand bağlayacaktı.
20	53	3.680	14.40	Bin kilometre arayla, birbirlerine disket yollayarak.
21	38	2.880	13.19	Ortaya çıkan şey oyun bile sayılmazdı.
22	153	10.560	14.49	The Manhole, yani Rögar Kapağı, bir sokak kapağının açılması
23	63	4.960	12.70	Puan yoktu, kazanma yoktu, kaybetme yoktu, hatta amaç da yok
24	134	8.320	16.11	Siyah beyaz, elle çizilmiş bir dünyada gezinip kapıları açıy
25	91	6.080	14.97	Kasım bin dokuz yüz seksen sekizde beş disket halinde, evde 
26	88	5.920	14.86	Kardeşler onu bir HyperCard fuarındaki küçük bir standdan ve
27	209	12.480	16.75	Macworld dergisi Mart bin dokuz yüz seksen dokuzda oyunu "sa
28	100	6.720	14.88	Rögar Kapağı'nı yayıncı Mediagenic devraldı ve bin dokuz yüz
29	80	5.280	15.15	Bu, kişisel bilgisayarlar için piyasaya sürülen ilk CD-ROM o
30	103	7.840	13.14	Kardeşler için önemli olan, formatın sunduğu şeydi: disketin
31	75	5.600	13.39	Arkasından aynı çizgide iki çocuk oyunu daha geldi, Cosmic O
32	55	4.000	13.75	Cyan adını verdikleri şirket artık gerçek bir şirketti.
33	39	2.880	13.54	Sonra zemin ayaklarının altından kaydı.
34	177	10.880	16.27	Yayıncıları bir patent davasının ve birkaç kötü kararın altı
35	213	12.800	16.64	Kardeşler o sıralarda yetişkinler için, gerçek bulmacaları v
36	120	7.360	16.30	Rand Miller yıllar sonra o dönemi anlatırken pirinç, fasulye
37	35	2.240	15.62	Kurtarma çağrısı Japonya'dan geldi.
38	140	8.960	15.62	Yayıncı Sunsoft, çocuk oyunlarındaki o keşif duygusunu yetiş
39	50	3.040	16.45	Masaya konan rakam iki yüz altmış beş bin dolardı.
40	73	4.800	15.21	Sunsoft konsol haklarını alıyor, bilgisayar haklarını Cyan'a
41	106	6.720	15.77	Kardeşler bunun yapacakları işin maliyetinin iki katından fa
