sira	karakter	saniye	kar_sn	metin
1	151	9.280	16.27	Bir yapımcı, kimsenin umursamadığı araba kırma sahnesini tes
2	88	5.600	15.71	Bunu düzeltmek yerine "zaten kimse bu zamanlamayı tutturamaz
3	114	7.680	14.84	Otuz yıl sonra o hata, dünyanın en büyük turnuva salonlarınd
4	151	9.280	16.27	bin dokuz yüz seksen yedinin sonunda Capcom'un oyun salonlar
5	150	9.440	15.89	Kabinin üzerindeki iki basınçlı pedde oyuncular yumruklarını
6	166	11.040	15.04	Gizli komutlarla çıkan özel hareketler vardı ama bunları çık
7	121	7.840	15.43	Yine de bir şey yakalamıştı: karşısında insan olan bir dövüş
8	101	6.880	14.68	O oyunu tasarlayan iki isim, Takaşi Nişiyama ve Hiroşi Matsu
9	108	6.720	16.07	Yani şirketin elinde devam oyunu yapılacak bir marka vardı a
10	61	4.000	15.25	Devamı istenen şeyin ne olduğunu kimse tam olarak bilmiyordu
11	52	3.520	14.77	Bu arada Capcom içinde bambaşka bir proje yürüyordu.
12	206	12.160	16.94	Genç bir planlamacı olan Akira Nişitani ve ekibi, aslında So
13	64	4.160	15.38	Prototip, fuarda Street Fighter 'seksen dokuz adıyla gösteri
14	91	6.560	13.87	Tepkiler pek de parlak olmadı; ad değişti ve oyun Final Figh
15	116	8.640	13.43	Son Kavga büyük iş yaptı, salonlarda kuyruk oluşturdu, ama N
16	54	4.000	13.50	Yönetim ondan bu kez gerçekten bir devam oyunu istedi.
17	106	6.880	15.41	Nişitani'nin bin dokuz yüz doksan birde verdiği bir söyleşid
18	169	11.520	14.67	Aklında çok daha iddialı şeyler vardı: birbirine bağlı kabin
19	31	2.240	13.84	Bunların hiçbirine bütçe yoktu.
20	127	8.640	14.70	Sonunda kabullendi ve kendi ifadesiyle, madem sınırlar bunla
21	71	4.640	15.30	Göstermenin yolu, devam oyununu devam oyunu gibi yapmamaktan
22	65	4.480	14.51	Ekip ilk oyunun sistemini miras almak yerine dövüşü baştan k
23	115	7.520	15.29	Yapımcı koltuğunda Yoşiki Okamoto, geliştirme tarafında Nori
24	157	10.080	15.58	Yasuda'nın kalemi, o güne kadarki dövüş oyunlarının cılız fi
25	104	6.560	15.85	Sekiz oynanabilir karakter, her biri başka bir ülkeden, her 
26	116	7.680	15.10	oyunun altyapısı ise CPS-bir adı verilen devre kartıydı ve o
27	37	2.720	13.60	Asıl devrim ise kumanda panelindeydi.
28	39	4.160	9.38	Üç yumruk, üç tekme; hafif, orta, ağır.
29	77	5.760	13.37	Altı düğme, bir karakteri altı ayrı hızda ve altı ayrı riskt
30	131	8.000	16.38	Hafif yumruk çabuk çıkıyor, az hasar veriyordu; ağır tekme g
31	116	8.160	14.22	Oyunun bütün dili bu takas üzerine kurulmuştu: her hareketin
