sira	karakter	saniye	kar_sn	metin
1	85	5.760	14.76	Oyunu bedava indiriyorsun, atına biniyor, ordunu topluyor, i
2	99	6.560	15.09	Sonra yedinci seviyeye geliyorsun ve oyun kibarca duruyor: d
3	126	8.320	15.14	iki bin dörtte Ankara'da bir evden yapılan bu küçük numara, 
4	131	8.320	15.75	iki binli yılların başında Türkiye'de bilgisayar oyunu yapma
5	50	3.680	13.59	Yayıncı yoktu, yatırımcı yoktu, dağıtım ağı yoktu.
6	109	6.720	16.22	Yurt dışındaki bir oyuncunun kredi kartıyla Ankara'daki biri
7	123	7.040	17.47	Tam da böyle bir ortamda, bir evin çalışma odasında, at üstü
8	28	2.400	11.67	Yazan kişi Armağan Yavuz'du.
9	114	6.560	17.38	Bilkent Üniversitesi'nde bilgisayar mühendisliği okumuştu ve
10	8	0.640	12.50	Hobiydi.
11	97	6.560	14.79	Ama hobinin merkezinde, o güne kadar kimsenin doğru dürüst ç
12	94	6.080	15.46	O yıllarda ortaçağ oyunlarında at, çoğunlukla oyuncuyu harit
13	89	5.600	15.89	Üstüne binerdiniz, hızlanırdınız, düşmana varınca yine aynı 
14	48	3.360	14.29	Armağan Yavuz'un peşine düştüğü şey bambaşkaydı.
15	48	3.200	15.00	Atın hızı darbenin kendisine karışsın istiyordu.
16	136	8.800	15.45	Dörtnala giderken savrulan bir mızrak, duran bir adamın dürt
17	132	7.840	16.84	Bunun yanına bir de şu eklendi: saldırı yönünü farenizi hang
18	67	4.800	13.96	Yukarıdan gelen darbeyi yukarıdan karşılayın, yandan geleni 
19	84	5.600	15.00	Böylece dövüş, tuşlara basma sırası olmaktan çıkıp bir okuma
20	71	4.640	15.30	Karşındakinin omzunun nereye döndüğünü görmek, kalkanını ora
21	40	2.560	15.62	İkinci inatçı fikir hikâyeyle ilgiliydi.
22	66	4.160	15.87	Oyunun geçtiği Kalradya kıtasında sizi bekleyen bir kehanet 
23	25	2.080	12.02	Seçilmiş kişi değildiniz.
24	85	5.920	14.36	Adı sanı olmayan biri olarak, elinizde birkaç kuruşla, bir k
25	173	10.880	15.90	Oradan sonrası tamamen sizin meselenizdi: haydutları kovalay
26	107	6.880	15.55	yeterince ileri giderseniz bir krala biat edip vasal olabili
27	47	2.560	18.36	Oyun size ne yapmanız gerektiğini söylemiyordu.
28	52	3.680	14.13	Sadece bir dünya kuruyor ve kapıyı açık bırakıyordu.
29	56	4.000	14.00	Bu dünyanın nasıl göründüğü ise başka bir isme emanetti.
30	82	5.920	13.85	Armağan Yavuz kodu yazarken, eşi İpek Yavuz grafikleri ve gö
31	150	10.080	14.88	Zırhların dokusu, sancakların rengi, arazinin havası, karakt
