sira	karakter	saniye	kar_sn	metin
1	103	5.440	18.93	One panel of the most frequently stolen work of art in the w
2	117	6.240	18.75	As he lay dying, the thief said that no one but him knew whe
3	88	5.120	17.19	What remains is thirteen letters, an empty frame, and a city
4	151	10.080	14.98	1432 yılının 6 Mayıs'ında, Gent şehrinde bir şapelin kapılar
5	193	12.320	15.67	Karşılarında duran nesne bir tablo değildi; kanatları, mente
6	48	4.320	11.11	Flamanca adıyla Het Lam Gods, yani Tanrı Kuzusu.
7	77	6.240	12.34	Açıldığında yaklaşık 3,5 metre yüksekliğinde ve 4,5 metreden
8	86	7.040	12.22	12 ahşap pano, bunların 8'i hem ön hem arka yüzünden boyalı;
9	102	6.240	16.35	Bir sunağın önünde durup ona bakan bir insanın, tek bir bakı
10	39	3.360	11.61	Nesnenin kendisi zamanı gerektiriyordu.
11	83	5.280	15.72	Siparişi veren, Gent'in zengin adamlarından Joos Vijd ile eş
12	93	5.920	15.71	Kendi adlarına yaptırdıkları şapel için, kendi ölümlerinden 
13	197	12.640	15.59	Çerçevenin üzerine kazınan Latince dörtlük, işin kimlere ait
14	39	4.320	9.03	Hubert 1426'da ölmüştü, işin ortasında.
15	102	6.880	14.83	Geriye kalan Jan, altı yıl daha çalıştı ve dörtlüğün son sat
16	65	4.800	13.54	Kapaklar kapalıyken görünen sahne sakindir, neredeyse renksi
17	174	10.240	16.99	Üstte peygamberler ve kâhin kadınlar, ortada Meryem'e müjden
18	48	3.840	12.50	Ama bunlar heykel değil, heykel taklidi boyadır.
19	158	9.120	17.32	Van Eyck, düz bir tahta yüzeyi taşa benzetmeyi, ışığın merme
20	72	4.800	15.00	insanlar yüzyıllarca o figürlerin gerçekten oyulmuş olduğunu
21	37	3.200	11.56	Kanatlar açıldığında ise renk patlar.
22	123	9.280	13.25	Üst sırada, ortada muhteşem bir taht ve üzerinde üçlü taç ta
23	190	11.520	16.49	Onların yanında şarkı söyleyen melekler var, ve o meleklerin
24	70	5.120	13.67	Yandaki panolarda müzik yapan melekler, org tuşlarına basan 
25	38	2.720	13.97	En uçlarda ise Adem ile Havva duruyor.
26	22	2.720	8.09	Çıplak, yaşlı, gerçek.
27	156	10.400	15.00	Ne idealize edilmiş antik bedenler ne de simgeler; Adem'in a
28	83	5.600	14.82	Kuzey Avrupa resminde o ölçekte, o dürüstlükte çıplak beden 
29	47	4.320	10.88	Alt sırada, eserin adını aldığı sahne genişler.
30	94	6.560	14.33	Yemyeşil bir çayır, ufukta kuleler, ortada bir sunak ve suna
31	38	3.200	11.88	Böğründen akan kan bir kadehe doluyor.
32	96	6.240	15.38	Kuzunun etrafında melekler diz çökmüş; çayırın dört bir yanı
33	64	5.280	12.12	Şehitler, azizeler, havariler, elinde kitaplarla din bilginl
34	45	3.680	12.23	Önde bir çeşme, suyu izleyiciye doğru akıyor.
35	105	7.360	14.27	Bu, tek bir anın resmi değil; tarihin bittiği yerin, bütün i
36	76	5.440	13.97	Ve bu merkezî sahneye, dışarıdan, dört ayrı panodan alay ala
37	44	4.000	11.00	Sağdan yayalar gelir: münzeviler ve hacılar.
38	21	2.080	10.10	Soldan atlılar gelir.
39	94	8.000	11.75	En soldaki panoda, en dıştaki, en alttaki panoda, zırhlı bir
40	84	5.280	15.91	Onun hemen yanında, alt sıranın en sol köşesinde ise bu bölü
41	63	5.440	11.58	Flamanca adıyla De Rechtvaardige Rechters, yani Adil Yargıçl
42	47	3.840	12.24	Yaklaşık 149'a 55 santimetrelik dikey bir pano.
43	66	4.640	14.22	Kayalık bir manzarada, atlarının üzerinde ilerleyen on kadar
44	67	4.960	13.51	Kürk yakalı kaftanlar, sarıklar, şapkalar, çeşitli yaşlarda 
45	62	3.840	16.15	Sakallı bir yaşlı öne eğilmiş, arkadaki bir başkası konuşuyo
46	44	2.880	15.28	Bu adamların kim olduğu tam olarak bilinmez.
47	126	7.840	16.07	Adalet erdeminin temsilcileri oldukları açıktır; dünyevi düz
48	91	6.080	14.97	Ama yüzler o kadar bireyseldir ki, yüzyıllardır insanlar onl
49	169	10.720	15.76	En yaygın rivayete göre öndeki iki atlıdan biri Hubert, diğe
50	139	9.440	14.72	Arkada, panonun öbür yüzünde ise gri tonlarda boyanmış bir a
51	70	4.800	14.58	Yani bu pano, tek bir tahta parçası üzerinde iki ayrı dünya 
52	30	2.400	12.50	500 yıl boyunca da öyle kaldı.
53	57	4.480	12.72	Bir nesnenin bu kadar değerli olması, onu güvende kılmaz.
54	10	1.600	6.25	Tam tersi.
55	138	8.480	16.27	Tanrı Kuzusu tamamlandığı andan itibaren bir hedefti ve tari
56	31	3.200	9.69	İlk ciddi tehdit 1566'da geldi.
57	111	6.880	16.13	Reform dalgası Alçak Ülkeler'i sardığında, kalabalıklar kili
58	25	1.920	13.02	Gent'te de aynı şey oldu.
59	147	9.600	15.31	Ama Aziz Bavo Katedrali'nin görevlileri kalabalıktan önce da
60	82	5.760	14.24	Eser, kendisini yok etmeye gelen insanlardan sadece saatler 
61	42	3.520	11.93	Bu, kaybolma alışkanlığının başlangıcıydı.
62	37	3.680	10.05	1781'de tehdit tam ters yönden geldi.
63	26	2.720	9.56	Kutsal Roma İmparatoru II.
64	81	5.120	15.82	Joseph Gent'i ziyaret ettiğinde Adem ile Havva panolarını gö
65	68	4.480	15.18	Bir kilisede, ibadet edilen bir sunakta çıplak bedenlerin iş
66	48	3.200	15.00	Panolar yerlerinden alındı ve depoya kaldırıldı.
