sira	karakter	saniye	kar_sn	metin
1	157	9.120	17.21	An Austrian soldier had to rise to his feet to load his rifl
2	93	4.960	18.75	That morning the fate of two empires rested on which end of 
3	65	3.520	18.47	And by evening a new giant had been born in the middle of Eu
4	185	10.240	18.07	In February of eighteen sixty-six, in the headquarters at Ve
5	92	5.280	17.42	His name was Ludwig von Benedek, and he was the most beloved
6	143	8.160	17.52	Vienna was offering him command of the Northern Army, to be 
7	28	2.400	11.67	Benedek refused three times.
8	95	6.400	14.84	His reason was not an excuse but a cold diagnosis: he knew n
9	85	4.960	17.14	To understand the weight of those words, you have to look at
10	138	7.840	17.60	Benedek was born on the fourteenth of July, eighteen oh four
11	160	8.960	17.86	He was Protestant, of Hungarian descent, and within an offic
12	134	7.840	17.09	He owed his rise not to family connections but to his courag
13	137	7.840	17.47	Among the rank and file he was a legend: a commander who spo
14	65	4.000	16.25	And that entire life had been spent in a single geography: I
15	103	5.600	18.39	He knew every ditch of the Lombard plain, every crossing of 
16	218	11.840	18.41	On the twenty-fourth of June, eighteen fifty-nine, at Solfer
17	60	3.360	17.86	The battle was lost, but on his own front he was not beaten.
18	123	6.880	17.88	He returned to Vienna as "the Lion of Solferino" — the one b
19	35	2.080	16.83	And that was precisely the problem.
20	90	5.280	17.05	What Austria needed in eighteen sixty-six was not a symbol b
21	53	2.880	18.40	Friction with Prussia had been escalating for months.
22	194	9.920	19.56	Two years earlier the two states had fought shoulder to shou
23	164	8.160	20.10	In Berlin there was a minister-president named Otto von Bism
24	140	8.000	17.50	Vienna's real fear was a war on two fronts: in the south the
25	100	5.920	16.89	The logic at the decision table ran like this: put your best
26	95	6.080	15.62	And so Benedek was taken out of Italy and sent to a country 
27	97	6.720	14.43	Emperor Franz Joseph insisted; the commander who had written
28	97	5.600	17.32	He delayed his departure for weeks, but reached Vienna on th
29	202	10.880	18.57	Archduke Albrecht, sent to the Italian front in his place, w
30	176	9.280	18.97	It is said that when Benedek arrived at his headquarters, he
31	121	8.000	15.12	On paper the army in his hands was enormous: seven corps, a 
32	37	2.560	14.45	But this army had no staff tradition.
33	117	6.720	17.41	The corps commanders were archdukes and counts, unaccustomed
34	162	9.120	17.76	Benedek's own chief of staff, Gideon von Krismanić, was a ma
35	115	6.400	17.97	So the empire had sent a commander into terrain he did not k
36	26	2.560	10.16	In mid-June the war began.
37	112	7.200	15.56	In the assembly of the German Confederation, mobilization ag
38	131	6.560	19.97	Prussia declared the confederation dissolved and on the fift
39	128	7.520	17.02	What followed was that short, sharp conflict that would go d
40	129	7.040	18.32	As Benedek dragged his army from Moravia toward Bohemia, he 
41	150	8.320	18.03	The heaviest thing that can happen to a commander is not def
42	104	7.360	14.13	On the other side, in Berlin, there was a sixty-five-year-ol
43	146	7.680	19.01	Helmuth von Moltke had been chief of the Prussian General St
44	85	5.280	16.10	The place where he had proven his military gift was not the 
45	95	5.120	18.55	Moltke's achievement was to change the very technology with 
46	104	5.600	18.57	In the middle of the nineteenth century two new instruments 
47	101	5.120	19.73	The railway could carry an army to the frontier in a matter 
48	80	4.640	17.24	The telegraph made it possible to issue orders from hundreds
49	74	4.800	15.42	Moltke fused these two instruments with an institution: the 
50	165	7.840	21.05	Officers who had passed through the same training, who spoke
51	117	6.080	19.24	so that the commander at the top did not have to spell out e
52	36	2.720	13.24	The figures lay the difference bare.
53	84	4.960	16.94	Prussia had five railway lines reaching towards the theatre 
54	118	6.400	18.44	Prussia completed its mobilisation within weeks, while Austr
55	29	1.920	15.10	And then there was the rifle.
56	156	8.160	19.12	Prussian infantry carried the breech-loading Dreyse needle g
57	134	7.840	17.09	Austrian infantry, with the muzzle-loading Lorenz rifle, had
58	160	8.320	19.23	Austria had misread the lesson it learned from the French in
59	78	4.640	16.81	That meant attacking in close order, at a run, trying to clo
60	118	6.720	17.56	Against that, Austrian artillery was better than Prussia's; 
61	90	4.480	20.09	The war would come down to the question of on what ground th
62	35	2.400	14.58	Moltke divided his army into three.
63	199	10.880	18.29	On the left wing, Herwarth von Bittenfeld's Army of the Elbe
64	69	3.840	17.97	Crown Prince Friedrich Wilhelm's Second Army of one hundred 
65	78	4.160	18.75	The three armies were strung out along an arc of some four h
66	116	6.720	17.26	To the classical military mind this was suicide: the enemy c
67	116	7.200	16.11	Moltke's principle was precisely the opposite, and it fitted
68	132	6.400	20.62	Marching divided meant speed and supply; striking together m
69	82	4.960	16.53	The price of this principle was timing, and the price of tim
70	68	3.840	17.71	At the end of June there was a series of clashes along the f
71	163	9.600	16.98	On the twenty-seventh of June, at Trautenau, Ludwig von Gabl
72	67	4.480	14.96	and Austria paid for it with several times the Prussian casu
73	95	5.920	16.05	In those same days, at Nachod, at Skalitz, at Gitschin, the 
74	114	6.240	18.27	Austrian divisions ran up the slopes in dense columns and me
75	58	4.320	13.43	On the first of July, Benedek sent his emperor a telegram.
76	104	5.760	18.06	He wrote that the army was being dragged towards catastrophe
77	129	7.360	17.53	Franz Joseph's reply was short: peace was impossible; if a w
78	51	3.360	15.18	And he added a question — has a battle been fought?
79	39	2.720	14.34	Benedek now had no choice but to fight.
80	100	5.920	16.89	He placed his army on the hills north-west of Königgrätz, th
81	165	7.840	21.05	These high ridges put his guns in a commanding position, but
82	36	2.880	12.50	The battle would be given two names.
83	167	8.800	18.98	The Prussians used the name of the fortress at their enemy's
84	158	8.800	17.95	On the night of the second of July, a cavalry patrol reporte
85	209	10.240	20.41	When Moltke heard this, he knew the opportunity he had been 
86	27	2.400	11.25	There was only one problem.
87	101	5.600	18.04	The Crown Prince was forty kilometres away, and the telegrap
88	28	2.240	12.50	The order went on horseback.
89	206	10.560	19.51	Among the aides who set out at midnight, Lieutenant Colonel 
90	85	5.280	16.10	The fate of the whole campaign hung, for a few hours, on the
91	86	5.600	15.36	The morning of the third of July, eighteen sixty-six, opened
92	90	5.600	16.07	The fields were knee-deep in mud, the wheat was beaten flat,
93	188	9.120	20.61	Towards eight o'clock the Prussian First Army came down to t
94	111	6.720	16.52	Facing them, on the Lipa heights two or three kilometres bey
95	112	6.560	17.07	The moment the Prussians crossed the stream those guns began
96	92	5.760	15.97	The Prussian centre was pinned on the open slope, under a fi
97	98	5.760	17.01	The real slaughter, though, took place on the right, in the 
98	58	3.840	15.10	It was called the Swiepwald — the Swiep forest, for short.
99	125	7.200	17.36	A few kilometers long, thick with old trees, a wood in which
100	119	7.360	16.17	The Prussian Seventh Division followed its commander, Eduard
101	182	8.640	21.06	Benedek's order had been clear: the corps on the right wing 
102	184	9.600	19.17	But the sound of rifle fire drifting out of the woods, and t
103	142	8.000	17.75	First Count Festetics's Fourth Corps, then Count Thun's Seco
104	90	5.760	15.62	Two entire corps were spent to crush a single division, and 
105	54	3.200	16.88	The forest stripped Austria of every advantage it had.
106	84	4.800	17.50	The artillery could not fire; there was no room for a bayone
107	171	8.640	19.79	The only thing possible was to shoot between the tree trunks
108	83	4.800	17.29	Austrian battalions advanced again and again, and again and 
109	216	11.360	19.01	A counterattack led by Colonel Carl von Pöckh drove the Prus
110	135	8.160	16.54	A fragment of a cannon shell tore off Count Festetics's foot
111	52	3.040	17.11	Fransecky's division stayed in there for five hours.
112	69	3.840	17.97	It had gone in with nine thousand men and lost close to two 
113	12	1.280	9.38	But it held.
114	128	7.360	17.39	The other side paid far more dearly: by some accounts those 
115	123	7.520	16.36	Toward midday the Prussian headquarters, on the low rise cal
116	155	8.960	17.30	King Wilhelm the First was there, Moltke was there, and Bism
117	125	6.720	18.60	The center could not advance, the right wing was bleeding in
118	125	6.080	20.56	Shells were falling so close that Bismarck is said to have s
119	104	5.440	19.12	A detail Bismarck later recounted conveys the tension of tho
120	37	2.400	15.42	He held out his cigar case to Moltke.
121	51	3.840	13.28	Inside were one good cigar and a few ordinary ones.
122	90	5.440	16.54	Moltke leaned over the case, looked without hurrying, picked
123	124	7.040	17.61	In that instant Bismarck was reassured: if the man was still
124	25	1.920	13.02	And indeed they were not.
125	94	5.760	16.32	The price the Prussian center had been paying all morning wa
126	95	5.280	17.99	Benedek's entire attention and all his reserves had been dra
127	38	2.880	13.19	The door facing north stood wide open.
128	84	4.320	19.44	Crown Prince Friedrich Wilhelm had been on the march since s
129	196	10.560	18.56	He was thirty-four years old, a crown prince known for his l
130	102	5.120	19.92	He had one hundred thousand men in hand, and kilometers of r
131	107	5.920	18.07	Around half past two in the afternoon the vanguard of the Se
132	141	6.720	20.98	The Austrian right wing they should have found in front of t
133	146	7.680	19.01	The Prussians climbed an utterly empty ridge line, and when 
134	77	4.160	18.51	The key to the whole position was Chlum — the village and hi
135	110	6.880	15.99	It lay right beside Benedek's headquarters, it commanded the
136	183	10.560	17.33	The Prussian First Guard Division, under the command of Wilh
137	139	6.880	20.20	The Austrian batteries were struck while still trying to wor
138	66	4.160	15.87	When Benedek was told that Hlum had fallen, he did not belie
139	88	4.640	18.97	He rode forward to see it with his own eyes, and saw the Pru
140	95	5.600	16.96	At that moment the battle was over; the only question left w
141	78	4.480	17.41	In that last hour the Austrian army showed what it had faile
142	153	8.320	18.39	Wilhelm von Ramming's Sixth Corps made a desperate counterat
143	107	6.080	17.60	Hiller von Gaertringen, the commander of the Prussian Guards
144	62	3.360	18.45	But the flow of arriving Prussian troops could not be stoppe
145	131	7.040	18.61	At three o'clock Benedek gave the order to withdraw, and to 
146	163	9.120	17.87	The Austrian reserve artillery stayed where it stood in the 
147	96	6.240	15.38	Then the Austrian and Saxon cavalry charged the advancing Pr
148	75	4.320	17.36	In those final charges close to two thousand horsemen and ho
149	123	6.880	17.88	What was bought in return was a few hours — and those few ho
150	49	3.040	16.12	The retreat turned into a nightmare all the same.
151	130	6.400	20.31	The army poured back toward the single way out behind it, to
152	165	8.800	18.75	The fortress commander, afraid that the Prussians might slip
153	121	6.720	18.01	Thousands of soldiers, gun carriages and horses became entan
154	44	2.720	16.18	By evening the figures spoke for themselves.
155	79	4.480	17.63	On the Prussian side there were around nine thousand dead, w
156	118	6.720	17.56	Austria and her ally Saxony had lost close to forty-four tho
157	85	4.800	17.71	One hundred and eighty-seven guns and dozens of colours had 
158	126	8.000	15.75	In a single day, in a single afternoon, one of the oldest dy
159	133	7.680	17.32	That evening Benedek sent his emperor a second telegram: the
160	69	4.960	13.91	At Prussian headquarters, a very different sentence was bein
161	192	9.920	19.35	When the Crown Prince's colours appeared on the ridge to the
162	88	5.120	17.19	That same day in Berlin, voting was under way for the Prussi
163	146	6.720	21.73	The liberals who had resisted Bismarck through all the years
164	68	3.520	19.32	He had won on the battlefield and at the ballot box on the s
165	169	8.960	18.86	In the days after the victory was won, the real quarrel bega
166	37	2.240	16.52	The army was advancing toward Vienna.
167	162	8.800	18.41	For King Wilhelm the First and most of his commanders the ma
168	63	3.840	16.41	and punish the German states that had sided with the Habsbur
169	79	4.480	17.63	The bill for centuries of Prussian-Austrian rivalry would fi
170	136	7.840	17.35	Bismarck stood against it alone, and found himself in a stra
171	42	2.880	14.58	His argument was not sentimental but cold.
172	81	4.640	17.46	Prussia's aim was not to destroy Austria but to push her out
173	170	9.440	18.01	Since that work was done, the Austria of tomorrow ought to b
174	36	2.720	13.24	What is more, the clock was running.
175	177	9.600	18.44	In France, Napoleon the Third had stepped onto the stage wit
176	69	3.680	18.75	it was said that cholera was carrying off more men than the 
177	98	5.440	18.01	If peace were not signed within a week, the victory already 
178	62	4.480	13.84	The dispute came to a head in the Moravian town of Nikolsbur
179	122	7.520	16.22	In his own memoirs Bismarck describes those days as a moment
180	100	5.120	19.53	so desperate and so close to a nervous collapse that he cons
181	45	3.360	13.39	The man who unlocked it was the Crown Prince.
182	120	6.720	17.86	He went in to his father, held a conversation that lasted tw
183	187	8.960	20.87	Wilhelm wrote a bitter sentence in his own hand in the margi
184	182	10.080	18.06	An armistice was made on the twenty-second of July, the prel
185	47	2.560	18.36	the Treaty of Prague brought the war to an end.
186	63	3.840	16.41	The text is a textbook example of how measured a victor can 
187	156	8.320	18.75	Austria gave Prussia not a single inch of territory; she pai
188	144	8.960	16.07	In return, the German Confederation, which had stood since e
189	148	8.160	18.14	Prussia annexed Hanover, Hesse-Kassel and Nassau, which had 
190	138	6.880	20.06	The following year, all the German states north of the river
191	86	5.440	15.81	The question that had run for a century and a half — around 
192	35	2.400	14.58	— had been answered in seven weeks.
193	41	2.720	15.07	The consequences spread outward in waves.
194	132	7.360	17.93	In Paris, "revenge for Sadowa" became a slogan; the French r
195	91	4.640	19.61	and when they faced that power four years later they met the
196	209	10.720	19.50	On the eighteenth of January, eighteen seventy-one, the Germ
197	142	8.320	17.07	In Vienna, defeat pushed the empire into changing its intern
198	88	5.440	16.18	and the Austrian Empire spent the remaining half-century of 
199	218	11.840	18.41	In Prussia, the liberal opposition approved the law that, in
200	157	8.480	18.51	Every army in Europe took the lesson too, and for the next f
201	45	3.200	14.06	A single man was left outside this new world.
202	86	5.440	15.81	Benedek stepped down from his command on the twenty-sixth of
203	192	10.080	19.05	A military inquiry was opened against him, then halted by th
204	163	9.120	17.87	In December, the empire's official paper, the Wiener Zeitung
205	170	8.960	18.97	Benedek was given no right of reply; he was ordered never to
206	139	8.480	16.39	He withdrew to Graz, kept silent for fifteen years, and died
207	78	4.800	16.25	His papers, so the story goes, were burned after his death a
208	142	8.480	16.75	This is what Königgrätz really tells us: on the morning of t
209	109	7.360	14.81	On one side, the old world — commanded by titles, prizing co
210	109	6.400	17.03	On the other, a new kind of organisation, running on railway
211	54	3.680	14.67	The victor that day was not a commander, but a method.
212	113	5.920	19.09	And because Europe had seen how quickly that method could wi
213	47	3.200	14.69	Nöron History'de bugünkü bölümün sonuna geldik.
214	41	3.200	12.81	Yeni bir hikâyede yeniden buluşmak üzere.
