sira	karakter	saniye	kar_sn	metin
1	127	6.720	18.90	On an island in the middle of the Indian Ocean, a watch offi
2	134	8.640	15.51	"probably heavy gunfire." The sound had come from four thous
3	70	3.680	19.02	That morning the earth made the loudest sound in its recorde
4	85	4.800	17.71	The Sunda Strait is a narrow waterway that separates the isl
5	220	12.000	18.33	It is one of the busiest sea passages in the world; at the c
6	116	6.400	18.12	In the middle of the strait, between those two great islands
7	97	5.920	16.39	Roughly nine kilometres long, five kilometres wide, covered 
8	22	1.760	12.50	Its name was Krakatoa.
9	141	7.680	18.36	The island was not really an island; it was a single body fo
10	107	6.080	17.60	At its northern end rose Perbuwatan, low and broad, only one
11	62	3.840	16.15	In the middle stood Danan, four hundred and forty-five metre
12	157	8.640	18.17	And in the south stood the master of the island: Rakata, a s
13	48	3.520	13.64	To sailors, Rakata was a landmark, not a threat.
14	97	4.640	20.91	Passing through the strait they would look at it, correct th
15	27	2.080	12.98	They had reasons to forget.
16	114	5.920	19.26	Krakatoa's last great rage went back to the sixteen-eighties
17	41	2.240	18.30	For two centuries the mountain had slept.
18	77	4.800	16.04	Its forest had returned, birds had settled, fishermen rested
19	133	7.040	18.89	There was no permanent settlement on the island, though peop
20	211	11.680	18.07	Geology was still a young science; the conceptual framework 
21	44	3.520	12.50	had not yet fully taken hold in those years.
22	67	3.520	19.03	The first sign came on the twentieth of May, eighteen eighty
23	80	4.800	16.67	Perbuwatan, the lowest and northernmost cone of the island, 
24	107	6.880	15.55	In Batavia, today's Jakarta, windows rattled; the city was m
25	35	2.560	13.67	Ash and steam climbed into the sky.
26	163	8.480	19.22	The officers of a German warship named the Elisabeth, passin
27	65	4.000	16.25	That meant a serious eruption, but it did not mean a catastr
28	179	10.240	17.48	The Indonesian archipelago is full of volcanoes; everyone wh
29	77	4.800	16.04	What happened next is a scene that, looking back today, make
30	42	2.720	15.44	Krakatoa turned into a tourist attraction.
31	107	6.080	17.60	Dutch merchants and officials in Batavia hired boats at the 
32	136	7.360	18.48	They walked on the hot ash, climbed right up to the rim of t
33	23	1.600	14.38	Photographs were taken.
34	111	5.920	18.75	One engineer described throwing his hat into the air inside 
35	52	3.040	17.11	The island looked picturesque rather than dangerous.
36	34	2.720	12.50	June came, and Danan woke as well.
37	36	2.560	14.06	Now two cones were erupting at once.
38	204	10.240	19.92	In July, ships passing through the strait reported floating 
39	99	5.600	17.68	In early August, a Dutch engineer who landed on the island c
40	146	8.000	18.25	The surface of the island was no longer green; it was covere
41	37	2.560	14.45	Even so, nobody evacuated the region.
42	85	4.160	20.43	Nobody so much as considered it, because there was no way of
43	155	9.120	17.00	Volcano monitoring did not exist in that era: there was no s
44	86	4.640	18.53	The only data available was what people saw with their eyes 
45	110	5.280	20.83	And what could be seen was a mountain that had been grumblin
46	70	4.960	14.11	As long as the grumbling continued, the human mind was norma
47	109	5.600	19.46	By the twenty-sixth of August, tens of thousands of people w
48	130	7.680	16.93	On the Java side there was Anyer, the most important port to
49	83	5.120	16.21	A little to the north lay Merak, a workers' town that lived 
50	150	7.840	19.13	On the Sumatra side there was Teluk Betung, the administrati
51	110	6.400	17.19	Between them, only thirteen kilometres from Krakatoa, sat th
52	104	5.120	20.31	All of them were living an ordinary summer's day on top of a
53	88	5.440	16.18	On Sunday the twenty-sixth of August, at around one in the a
54	88	6.720	13.10	It was no longer a grumble; it was a series of hard, dry det
55	146	7.680	19.01	Towards two o'clock the black cloud that appeared above Krak
56	21	2.080	10.10	The strait went dark.
57	176	9.280	18.97	Towards evening, ships some twenty kilometres away reported 
58	145	7.680	18.88	That night an English sailing ship named the Charles Bal, pa
59	123	6.240	19.71	Her captain and crew stayed some fifteen kilometres from the
60	197	11.360	17.34	By their account the sky was like ink, yet it kept lighting 
61	84	4.160	20.19	The sound was violent enough to make it impossible for the c
62	84	5.280	15.91	Under the weight of the ash they were forced to clear the de
63	42	2.720	15.44	The real event came the following morning.
64	132	8.000	16.50	On the morning of Monday the twenty-seventh of August, at ha
65	56	3.840	14.58	At six forty-four came the second, this time from Danan.
66	21	2.240	9.37	Then a short silence.
67	107	6.400	16.72	And at two minutes past ten in the morning, the most powerfu
68	82	4.640	17.67	What happened in that moment was not a simple explosion but 
69	117	5.920	19.76	The magma chamber beneath the island had emptied, and the mo
70	138	7.680	17.97	A mass of rock hundreds of metres thick settled, all at once
71	71	3.680	19.29	The energy released destroyed more than seventy per cent of 
72	42	2.880	14.58	Perbuwatan and Danan disappeared entirely.
73	115	6.720	17.11	Rakata was split in two; its northern half sank into the sea
74	108	5.920	18.24	What was left behind was an enormous caldera pit descending 
75	88	4.800	18.33	Roughly twenty cubic kilometres of rock, ash and pumice were
76	82	4.320	18.98	The ash column reached a height of eighty kilometres, far be
77	78	4.800	16.25	The sound wave spread out of the strait, across the ocean, i
78	50	3.360	14.88	In western Java, people felt their eardrums burst.
79	78	5.280	14.77	On ships sixty kilometres from Krakatoa, sailors' eardrums g
80	107	5.600	19.11	The pressure gauge at the gasworks in Batavia recorded a jum
81	199	10.560	18.84	Even one hundred and sixty kilometres from the source, the s
82	27	2.880	9.38	But the sound did not stop.
83	18	2.080	8.65	It kept spreading.
84	174	9.440	18.43	In the west of Australia, in Perth, three thousand one hundr
85	75	4.640	16.16	In the centre of the continent, at Alice Springs, the same t
86	174	8.640	20.14	And the furthest range of the sound was at the other end of 
87	188	9.440	19.92	The island's chief of police recorded that he had heard heav
88	122	6.720	18.15	It was only weeks later that it became clear that the sound,
89	72	4.160	17.31	This is the known limit of the range a sound can travel thro
90	124	6.560	18.90	Beyond four thousand kilometres the sound had turned into a 
91	27	1.920	14.06	But it had not disappeared.
92	58	3.840	15.10	At ten forty-one came the fourth and last great explosion.
93	79	4.800	16.46	After that, what remained was an invisible wave circling the
94	120	6.720	17.86	The pressure wave Krakatoa produced went around the world th
95	214	12.480	17.15	From London to Buenos Aires, from Vienna to Calcutta, the ba
96	26	1.760	14.77	the wave moved the needle.
97	71	4.000	17.75	Not one of those measuring stations knew what it had recorde
98	25	2.240	11.16	The papers were archived.
99	40	2.400	16.67	Their meaning would be deciphered later.
100	35	2.080	16.83	Those who heard the sound survived.
101	63	3.360	18.75	The ones who died were those who never had the time to hear 
102	89	4.800	18.54	The collapse of the mountain into the sea pushed the water o
103	159	8.000	19.88	The Sunda Strait is narrow and shallow; the wave could not s
104	112	6.080	18.42	A little after ten in the morning, a wall of water more than
105	110	5.920	18.58	The mark measured at Merak was above forty metres; the water
106	24	2.560	9.38	Anyer disappeared first.
107	116	8.160	14.22	It was the tidiest, most European town on the strait; it had
108	66	3.840	17.19	After the wave passed, what remained was flattened ground an
109	59	2.880	20.49	The lighthouse on the shore was torn out of its foundation.
110	118	6.240	18.91	In those same hours the water rode over the island of Sebesi
111	69	4.000	17.25	Of the three thousand people living there, not a single one 
112	102	5.920	17.23	On the Sumatra side, Teluk Betung had the worst geography of
113	61	3.520	17.33	The narrow bay gathered the wave like a funnel and lifted it
114	116	6.080	19.08	The town was wiped out along with its harbour, its market, i
115	217	10.720	20.24	The most concrete evidence of the wave's height there is whe
116	69	4.320	15.97	and left about nine metres above sea level on the bank of a 
117	74	4.800	15.42	The ship stood there for years, inside the forest, its hull 
118	40	3.360	11.90	Of her twenty-eight crew, none survived.
119	62	4.480	13.84	In those same waters, in those same hours, one ship was save
120	56	3.680	15.22	The Dutch steamer Loudon lay at anchor off Teluk Betung.
121	160	8.800	18.18	When her captain saw a wall of water approaching on the hori
122	181	9.600	18.85	This is a manoeuvre known in seamanship but requiring nerve 
123	95	5.600	16.96	The steamer climbed that mountain of water, passed over its 
124	91	4.800	18.96	Those watching from the deck saw the town they had left behi
125	150	8.480	17.69	On the two sides of the strait, a total of one hundred and s
126	137	6.880	19.91	The count made afterwards by the Dutch colonial administrati
127	180	10.400	17.31	Of those, twenty-one thousand five hundred and sixty-five we
128	188	10.080	18.65	That figure is the official count and is in all likelihood i
129	85	4.320	19.68	The overwhelming majority of the deaths came not from the vo
130	64	3.520	18.18	Krakatoa killed people not by burning them but by drowning t
131	86	4.800	17.92	The months that followed became a quiet continuation of the 
132	117	6.720	17.41	The eruption had poured millions of cubic metres of pumice i
133	75	5.120	14.65	Across the Indian Ocean, floating islands of stone formed, k
134	27	1.600	16.88	Currents carried them west.
135	56	3.360	16.67	For months ships struggled to push through those layers.
136	193	10.400	18.56	And along with those rafts, the remains of the disaster's vi
137	95	4.640	20.47	The people who died in the Sunda Strait had crossed the Indi
138	54	3.360	16.07	The western coast of Java could not recover for years.
139	101	6.400	15.78	Salt mud and ash had covered the fertile rice fields; the so
140	38	2.400	15.83	Most of the survivors migrated inland.
141	131	7.840	16.71	The map of the coastline had to be redrawn, because the seaf
142	83	4.480	18.53	The reason this disaster holds a place of its own in history
143	108	5.440	19.85	Krakatoa is the first great catastrophe that almost the whol
144	87	4.480	19.42	What made that possible was the copper cable laid along the 
145	207	10.880	19.03	By eighteen seventy, Batavia had been connected to the under
146	73	4.480	16.29	A message could travel from Java to London in something like
147	129	7.680	16.80	For comparison: only eighteen years earlier, when Abraham Li
148	195	9.920	19.66	A world in which news spread at the speed of a ship had give
149	140	7.680	18.23	On the morning of the twenty-seventh of August, the telegrap
150	36	2.720	13.24	But the line in Batavia was working.
151	216	11.680	18.49	Agents in the insurance business, correspondents for the shi
152	63	3.200	19.69	The messages went to Singapore and were distributed from the
153	107	5.760	18.58	A few hours after the explosion, London knew that something 
154	51	3.360	15.18	The next day the European papers carried the story.
155	103	5.920	17.40	Within a few days, even provincial newspapers in the America
156	26	2.560	10.16	This was a new experience.
157	141	7.840	17.98	A large part of the world's population, for the first time i
158	83	5.120	16.21	The papers printed fresh detail every day, and readers waite
159	143	8.480	16.86	The thing we take as ordinary today, a disaster on the other
160	111	6.400	17.34	That same speed also created an opportunity for science, and
161	148	8.160	18.14	The first comprehensive work carried out on the ground was d
162	192	10.400	18.46	In the months after the catastrophe, Verbeek covered the reg
163	56	3.040	18.42	and published a detailed report in eighteen eighty-five.
164	151	8.480	17.81	That report is a turning point for modern volcanology: for t
165	134	7.200	18.61	Verbeek correctly diagnosed why the island had vanished; he 
166	134	6.880	19.48	And at the end of his report he placed a prediction that loo
167	88	5.920	14.86	In London, meanwhile, the Royal Society set up a special com
168	119	5.760	20.66	What that committee did amounts to an early and impressive a
169	185	11.200	16.52	Letters went out to meteorological stations, lighthouses, sh
170	40	2.400	16.67	Would you send us your barograph papers?
171	47	3.040	15.46	Would you describe the colours of your sunsets?
172	32	2.240	14.29	The answers flowed in for years.
173	217	11.840	18.33	The resulting report, compiled under the direction of the me
174	130	7.520	17.29	What that report brought to light was an idea nobody had pre
175	215	11.040	19.47	Seeing the same small jump appear seven times on barographs 
176	197	10.720	18.38	The way the sunset reports spread over the months, first wes
177	99	5.600	17.68	The air was not a local phenomenon divided by national borde
178	65	3.680	17.66	Krakatoa demonstrated this in measurable form for the first 
179	61	4.160	14.66	Even after the mountain fell silent, the sky went on talking
180	128	6.720	19.05	The sulphur compounds the eruption had flung into the strato
181	114	7.200	15.83	Such a layer is not washed out by rain; it hangs for months,
182	98	5.120	19.14	From the autumn of eighteen eighty-three onwards, sunsets be
183	118	7.360	16.03	The horizon was painted in blood-red, purple and copper tone
184	96	5.280	18.18	People did not know the cause, and their reactions were some
185	160	8.800	18.18	In November eighteen eighty-three, in the northeast of the U
186	87	4.160	20.91	they took the redness on the horizon for the sign that a nei
187	206	10.720	19.22	In those same months the sun itself grew strange; in some re
