sira	karakter	saniye	kar_sn	metin
1	137	7.840	17.47	A suction pump can draw water ten meters up at most; that is
2	164	8.480	19.34	And yet in California the topmost leaf of a redwood is drink
3	120	6.880	17.44	The tree does not break the limit — it does not push the wat
4	138	8.800	15.68	`podcast-science.json` bu kanalı `"language": "en"`, `kaynak
5	183	11.680	15.67	Sert kısıt "çeviri kaynağa sadık kalır" dediği için metni Tü
6	61	3.680	16.58	A suction pump can raise water about 10 meters and no higher
7	87	4.640	18.75	That ceiling is set not by the quality of the pump but by th
8	165	9.280	17.78	And yet in California the topmost needle of a redwood is dri
9	34	2.240	15.18	The tree does not break the limit.
10	106	6.240	16.99	It does not push the water upward — it pulls, and it holds t
11	114	6.720	16.96	In the Florence of the 1630s, in the gardens of the Grand Du
12	190	9.760	19.47	The court's well-diggers had fitted a suction pump to a deep
13	41	3.200	12.81	They replaced the seals; nothing changed.
14	39	3.040	12.83	They widened the pipe; nothing changed.
15	69	4.800	14.38	They swapped the man on the handle for a stronger one; still
16	103	6.560	15.70	The water would come up to roughly 18 braccia, about 10 mete
17	77	4.640	16.59	Empty pipe above it, plenty of water below it, and nothing a
18	95	5.440	17.46	They took the problem to the most celebrated natural philoso
19	84	4.800	17.50	His answer was wrong, but the way in which it was wrong was 
20	80	4.640	17.24	As he saw it, the rising column of water was like a rope han
21	179	9.760	18.34	The void had the power to pull matter, but that power was no
22	106	5.760	18.40	In other words, Galileo thought water could be pulled, but t
23	107	5.920	18.07	Hold on to that idea, because three hundred years later it c
24	81	4.960	16.33	The real answer arrived a few years afterward, from Galileo'
25	212	11.840	17.91	In Rome, a man named Gasparo Berti had rigged an experiment 
26	160	11.360	14.08	In 1643 Torricelli ran the same experiment in miniature: he 
27	79	4.960	15.93	The ratio between the two numbers was precisely the ratio of
28	64	4.000	16.00	The meaning was plain, and it inverted the intuition of the 
29	38	2.880	13.19	The pump was not pulling the water up.
30	182	8.960	20.31	The air itself, with the weight of the kilometers-thick colu
31	164	9.920	16.53	At sea level that push amounted to a force of roughly 1 kilo
32	44	3.360	13.10	This is not a problem engineering can solve.
33	28	1.760	15.91	It is a piece of arithmetic.
34	148	8.800	16.82	Build the most perfect pump on earth, draw a flawless vacuum
35	111	5.120	21.68	because the only force working in your favor is the weight o
36	49	2.880	17.01	That is the physical limit of pulling from above.
37	63	4.000	15.75	If you want water to go higher, you have to push it from bel
38	59	4.000	14.75	Now go to the coast redwood forests of northern California.
39	80	5.280	15.15	There, in a valley whose location is kept secret, stands a t
40	137	9.120	15.02	When it was found in 2006 it was a little over 115 meters; t
41	44	3.200	13.75	Eleven times the wall that stopped the pump.
42	90	6.080	14.80	Inside this tree there is no piston, no valve, no motor, not
43	34	2.880	11.81	Wood is not a material that moves.
44	185	9.600	19.27	And yet on a hot summer day a large tree takes hundreds of l
45	45	3.200	14.06	Let us clear the easy answers out of the way.
46	35	2.240	15.62	Roots really can generate pressure.
47	128	7.200	17.78	That is why water weeps from a maple or birch branch cut in 
48	92	5.760	15.97	But root pressure tops out around 0.1 megapascals, which at 
49	111	6.080	18.26	It largely vanishes the moment the leaves begin to transpire
50	33	2.240	14.73	Pushing from below is not enough.
51	23	1.760	13.07	What about capillarity?
52	152	7.840	19.39	It is true that the water-carrying pipes inside wood are ext
53	90	5.280	17.05	But how far it climbs is set by the diameter of the tube, an
54	88	6.080	14.47	In a typical tree conduit 20 micrometers wide, capillary ris
55	219	12.160	18.01	If you wanted capillarity alone to lift water 100 meters, th
56	55	3.200	17.19	So the tree is neither pushing from below nor climbing.
57	27	2.720	9.93	It is doing something else.
58	68	4.640	14.66	To find the answer you have to go to the top and look inside
59	109	5.760	18.92	Cut a leaf across and you see that its interior is made of l
60	90	5.280	17.05	The outer walls of those cells are a spongy, permanently dam
61	51	3.680	13.86	On the surface of those wet walls, water meets air.
62	140	8.000	17.50	When the pores on the underside of the leaf, the stomata, op
63	97	5.120	18.95	Every molecule that leaves drags the water behind it deeper 
64	92	5.120	17.97	As the water retreats, the surface at the mouth of each pore
65	49	2.880	17.01	The entire mechanism is hidden in that curvature.
66	116	6.400	18.12	The surface tension of water tries to flatten a curved surfa
67	115	6.240	18.43	The strength of that pull depends on how sharply the surface
68	68	3.680	18.48	The pores in the wall of a leaf cell are on the scale of nan
69	75	4.960	15.12	In a pore with a radius of 10 nanometers the pull can reach 
70	56	4.640	12.07	For comparison, atmospheric pressure is 0.1 megapascals.
71	134	6.720	19.94	The damp wall of a leaf in contact with dry air can therefor
72	107	6.400	16.72	And it needs no mechanism and no expenditure of energy to do
73	86	4.480	19.20	What carries that pull all the way down to the roots is a pe
74	95	5.440	17.46	Water molecules grip one another through hydrogen bonds, and
75	117	6.880	17.01	In the laboratory, pure water with no air bubbles in it can 
76	94	5.440	17.28	Under the right conditions, in other words, water behaves le
77	132	7.040	18.75	And that is exactly what the tree builds: a single unbroken 
78	157	8.640	18.17	A droplet evaporating at the top twitches the thread upward,
79	80	4.480	17.86	Galileo's rope hanging from the ceiling was right, once you 
80	72	4.160	17.31	The pipes the water runs through are made of dead cells insi
81	161	8.800	18.30	The tree builds the cells, stiffens their walls with lignin,
82	193	10.720	18.00	In conifers like pine and redwood these are narrow cells a f
83	103	5.760	17.88	In flowering trees the cell ends have dissolved away complet
84	176	10.240	17.19	That structural difference shows up directly in the speed of
85	143	9.280	15.41	This explanation was put forward in the 1890s independently 
86	101	6.080	16.61	The reason was this: if the water is being pulled, the press
87	31	1.920	16.15	A pressure lower than a vacuum.
88	129	6.880	18.75	Measuring that took half a century, and it became possible i
89	134	7.360	18.21	A leaf is cut and sealed in a chamber with its stalk protrud
90	83	4.320	19.21	The pressure required is the mirror image of the tension tha
91	38	2.240	16.96	The measurements confirmed the theory.
92	154	9.280	16.59	At midday the tension at the crown of a tall tree runs betwe
93	39	2.240	17.41	That closes the energy account as well.
94	165	11.040	14.95	The gravitational cost of carrying water 100 meters up is ab
95	92	5.760	15.97	The Sun pays every bit of that bill, because the thing doing
96	65	3.840	16.93	The tree does not spend a single molecule of sugar lifting w
97	202	12.640	15.98	Its cost lies elsewhere: to take in carbon dioxide it has to
98	40	2.400	16.67	That is why the tree moves water at all.
99	53	4.160	12.74	The rising column is the invoice photosynthesis pays.
100	48	3.360	14.29	But water under tension is in a dangerous state.
101	133	8.160	16.30	At pressures below zero, liquid water is in what physicists 
102	94	4.800	19.58	and the only thing keeping it liquid is the refusal of its m
103	85	4.480	18.97	Let the smallest air bubble into a column like that and the 
104	207	11.520	17.97	The opposite happens: because the pressure outside is higher
105	77	4.960	15.52	The process is called cavitation, and the blocked pipe is ca
106	117	5.600	20.89	The air usually gets in from an empty neighboring conduit, s
107	155	8.640	17.94	As drought deepens the tension rises, and as tension rises a
108	25	1.920	13.02	This is an audible event.
109	166	8.640	19.21	In the middle of the 1960s, researchers pressed sensitive de
110	71	4.000	17.75	A tree running out of water crackles, in the literal sense o
111	33	2.880	11.46	Trees have defenses against this.
112	131	7.360	17.80	The first is sheer number: millions of conduits run in paral
113	21	2.080	10.10	The second is design.
114	213	10.560	20.17	In conifers the pit membrane between cells carries a thick p
115	46	2.720	16.91	sealing the blockage off before it can spread.
116	20	2.080	9.62	The third is repair.
117	190	10.080	18.85	Gas bubbles released from water that froze over winter leave
118	75	5.440	13.79	That spring flow, the source of maple syrup, is in fact a re
119	112	5.920	18.92	For all these defenses, a tree still has to place a bet on h
120	109	6.240	17.47	Close its stomata early and it stays safe but goes hungry; c
121	142	9.120	15.57	A wide-ranging review published in 2012 pooled data on 226 f
122	119	7.040	16.90	70 percent of the species were operating with a safety margi
123	75	4.640	16.16	What is more, this did not distinguish wet tropical forest f
124	97	5.600	17.32	Forests, wherever they grow, appear to have chosen to live r
125	41	2.720	15.07	Which brings us to the ceiling on height.
126	183	11.680	15.67	In a study led by Koch and colleagues in 2004, researchers c
127	48	3.200	15.00	a few meters shorter than today's record holder.
128	108	6.080	17.76	What they measured at the top was this: even with the soil s
129	129	7.360	17.53	gravity and pipe friction alone left the tension inside the 
130	73	4.480	16.29	And the marks of that difference were written into the leave
131	139	7.200	19.31	The higher you went, the shorter and thicker the needles bec
132	77	4.640	16.59	The reason is simple: a leaf grows by its cells taking up wa
133	99	5.600	17.68	The tension at the crown is so high that the cells cannot sw
134	54	4.000	13.50	And when the leaf cannot expand, photosynthesis falls.
135	147	7.520	19.55	When the researchers extended these height-dependent curves,
136	112	7.360	15.22	and therefore at which the tree could not invest another cen
137	57	3.520	16.19	So the tallest trees alive today have struck the ceiling.
138	94	6.240	15.06	And what sets that ceiling is not the strength of the wood, 
139	115	5.440	21.14	It is whether a handful of needles at the very top can pull 
140	37	2.400	15.42	That limit carries a new meaning now.
141	159	9.440	16.84	As the air warms, its drying power rises even at the same hu
142	117	6.240	18.75	For trees whose safety margins were already narrow, that amo
143	164	10.240	16.02	It is what happened in the great Amazon droughts of 2005 and
144	109	5.760	18.92	Even a tree with its roots in wet soil becomes unable to rea
145	80	4.000	20.00	Engineering's attempts to imitate this plumbing are still at
146	195	11.040	17.66	In 2008 researchers managed to hold water at a stable tensio
147	44	3.200	13.75	a working artificial tree in the laboratory.
148	84	4.800	17.50	But that device was a few centimeters across, and it lasted 
149	101	6.080	16.61	Nobody has yet built a version 100 meters tall that repairs 
150	191	10.080	18.95	The forest does it every summer, quietly, without a single m
151	47	3.520	13.35	Nöron Science'de bugünkü bölümün sonuna geldik.
152	41	2.880	14.24	Yeni bir hikâyede yeniden buluşmak üzere.
