sira	karakter	saniye	kar_sn	metin
1	54	3.200	16.88	Picture a toy machine with five rules and two symbols.
2	185	10.400	17.79	One of them runs for exactly forty-seven million one hundred
3	62	3.680	16.85	and in the end a proof we had to hand to a computer to verif
4	118	6.560	17.99	As for the next number, nobody knows it anymore; because tha
5	155	10.080	15.38	Kanal ayarı gereği bir not: `podcast-science.json` içinde bu
6	179	12.320	14.53	Kaynak metin (`bilim.txt`) zaten Türkçe olduğu için "Türkçe'
7	91	6.720	13.54	Açılış kancası, jingle ve kapanış cümlesi sizin eklediğiniz 
8	119	8.640	13.77	In 1962, a Hungarian-born mathematician teaching at Ohio Sta
9	120	6.240	19.23	The rules were as simple as a child's game, and the conseque
10	53	3.520	15.06	Imagine you have a blank tape stretching out forever.
11	98	5.600	17.50	The tape is divided into individual cells, and sitting on on
12	134	6.880	19.48	The head looks at the cell beneath it, sees whether there is
13	151	8.320	18.15	The table tells it three things: what to write in that cell,
14	12	1.600	7.50	That is all.
15	101	5.280	19.13	We call this a Turing machine, and in theory it can do every
16	25	2.240	11.16	Radó's question was this.
17	88	6.080	14.47	Suppose the machine has only 5 different states, meaning the
18	57	3.040	18.75	There are a limited number of ways to fill in that table.
19	90	4.960	18.15	Some tables send the machine into an endless loop, and it sh
20	40	3.040	13.16	Others bring it to a halt at some point.
21	39	3.520	11.08	Focus on the ones that halt, Radó said.
22	40	3.200	12.50	Among those, which one runs the longest?
23	28	2.080	13.46	How many steps does it take?
24	60	3.200	18.75	How many 1s does it write on the paper before it shuts down?
25	45	3.360	13.39	He called this number the busy beaver number.
26	150	8.320	18.03	Because the machine, out on that infinite blank tape, keeps 
27	120	7.040	17.05	The paper Radó published in 1962 on non-computable functions
28	18	2.240	8.04	The bomb was this.
29	114	6.080	18.75	If you knew the maximum number of steps a 5-state machine co
30	112	6.080	18.42	Hand someone a 5-state machine you had never seen before, an
31	22	1.760	12.50	If it halts, it halts.
32	86	4.480	19.20	If it has not halted by that number, you would know with cer
33	74	4.320	17.13	Because by definition that number is the longest any halting
34	140	7.520	18.62	So without ever examining the program, just by watching the 
35	73	5.120	14.26	And yet Alan Turing had proved in 1936 that precisely this i
36	105	5.280	19.89	There is no general method that tells you in every case whet
37	114	6.400	17.81	Which means there can be no formula, no algorithm, no comput
38	29	1.920	15.10	The function is uncomputable.
39	69	4.160	16.59	And not merely uncomputable: it grows at a rate beyond compr
40	72	4.160	17.31	Every computable function you can think of, it eventually le
41	96	5.600	17.14	But here is the crucial point: being uncomputable does not m
42	67	5.120	13.09	One by one, by hand, by sheer labor, you can pin down some o
