sira	karakter	saniye	kar_sn	metin
1	117	7.200	16.25	A human body holds thirty trillion cells; an elephant carrie
2	109	5.920	18.41	If every cell division is one more lottery ticket for cancer
3	111	6.400	17.34	Yet they die of cancer less often than we do — and we could 
4	144	8.320	17.31	In nineteen seventy-seven, an epidemiologist working at Oxfo
5	138	7.520	18.35	Richard Peto was at the time working on a model of how cance
6	45	3.200	14.06	Cancer does not begin with a single accident.
7	104	7.200	14.44	For a cell to slip out of control, several faults, several m
8	144	8.000	18.00	One error that breaks the growth brake, another that disable
9	28	2.080	13.46	Each on its own is unlikely.
10	145	8.320	17.43	But if your body holds a very large number of cells, and tho
11	52	3.200	16.25	Now take that model seriously and do the arithmetic.
12	48	3.200	15.00	A human being has roughly thirty trillion cells.
13	125	7.360	16.98	A mouse carries about a thousand times fewer cells than a hu
14	65	4.320	15.05	Multiply the cell count by a thousand and the lifespan by th
15	148	8.160	18.14	If the risk of any given cell turning cancerous were the sam
16	68	3.520	19.32	A difference so large that not one human would ever reach ad
17	10	1.120	8.93	But we do.
18	107	6.560	16.31	That was what Peto noticed: the model is consistent on the i
19	43	3.040	14.14	Scale things up and it gets stranger still.
20	29	2.400	12.08	Think of an African elephant.
21	33	3.360	9.82	Four, five, sometimes six tonnes.
22	102	5.120	19.92	It carries roughly a hundred times more cells than a human a
23	68	5.280	12.88	So it has a human's long life, with a hundred times a human'
24	111	6.720	16.52	Run the same arithmetic for the elephant and this is what fa
25	167	8.320	20.07	It ought to be impossible for an old female to lead the herd
26	149	7.840	19.01	Move on to the blue whale, look at more than a hundred tonne
27	35	2.880	12.15	But elephants do not die of cancer.
28	29	2.560	11.33	Not at our rate, at any rate.
29	142	7.520	18.88	In two thousand fifteen a team led by Lisa Abegglen and Josh
30	36	2.400	15.00	They went into zoo necropsy records.
31	159	8.480	18.75	They combed through fourteen years of necropsy data from the
32	79	4.800	16.46	The result was this: about four point eight percent of eleph
33	125	6.880	18.17	In humans the same figure runs between eleven and twenty-fiv
34	134	8.160	16.42	So the animal carrying a hundred times more cells is the ani
35	75	4.480	16.74	This is called Peto's paradox, and calling it a paradox is a
36	36	2.400	15.00	There is no contradiction in nature.
37	41	2.880	14.24	No law of physics breaks in the elephant.
38	66	3.680	17.93	The contradiction is in our heads, or more precisely in our 
39	78	4.640	16.81	The model assumed that cancer risk per cell is constant from
40	36	2.720	13.24	Nature never signed that assumption.
41	57	3.200	17.81	And that is where the real force of Peto's question lies.
42	158	8.640	18.29	It contains not an answer but a claim: if large animals are 
43	9	1.920	4.69	A shield.
44	60	4.000	15.00	And that shield, in principle at least, is a findable thing.
45	61	4.000	15.25	It sits inside the genome; it can be read, it can be counted
46	56	2.720	20.59	For thirty-eight years this stayed a thought experiment.
47	46	2.720	16.91	Then somebody looked at the elephant's genome.
48	36	2.240	16.07	Where to look was, in fact, obvious.
49	93	5.440	17.10	There is one gene in cancer biology that has been nicknamed 
50	50	4.000	12.50	Its job, described plainly, is unnervingly simple.
51	116	8.000	14.50	When DNA damage appears in a cell, the protein TP53 produces
52	105	6.080	17.27	If the damage is too severe to be repaired, it presses a sec
53	124	6.880	18.02	Eliminating a suspect cell instead of repairing it means can
