sira	karakter	saniye	kar_sn	metin
1	117	8.160	14.34	Dünyanın parasını basan gümüş, tek bir dağın içinden çıktı; 
2	119	7.200	16.53	Eteğindeki şehir bir zamanlar Londra'yla aynı büyüklükteydi,
3	112	7.520	14.89	Ve dağın içine giren madenci hâlâ, tanrıya değil, karanlıkta
4	99	5.920	16.72	Bolivya'nın güneyinde, And Dağları'nın iki büyük sırasının a
5	23	1.600	14.38	Altiplano denir buraya.
6	80	4.960	16.13	Ağaç yoktur, gölge yoktur, yolun kenarında dinlenecek bir ça
7	71	4.800	14.79	Hava o kadar incedir ki yürüyen bir insan otuz adımda durup 
8	149	9.440	15.78	Güneş, atmosferin koruyucu kalınlığını kaybettiği için doğru
9	153	9.600	15.94	İşte bu yaylanın ortasında, deniz seviyesinden yaklaşık dört
10	36	2.720	13.24	Şehri görmeden önce dağı görürsünüz.
11	35	2.560	13.67	Konik, çıplak, kızılımsı bir kütle.
12	93	6.560	14.18	Yamaçlarında tek bir yeşil leke yoktur; renkleri sarıdan pas
13	87	5.600	15.54	Yerliler ona uzun zaman önce Keçua dilinde "güzel tepe" anla
14	69	5.440	12.68	İspanyollar geldikten sonra adı değişti: Serro Riko, yani Ze
15	101	6.560	15.40	dört bin yedi yüz seksen iki metrelik zirvesiyle, altındaki 
16	26	1.920	13.54	Anlatılan hikâye şöyledir.
17	111	7.200	15.42	bin beş yüz kırk beş yılında Diyego Uaypa adında yerli bir ç
18	90	5.920	15.20	Akşam olur, hava soğur, geceyi orada geçirmeye karar verir v
19	89	5.920	15.03	Sabaha karşı ateşin altındaki topraktan parlak bir sızıntı ç
20	92	6.400	14.38	Tarihçiler bu anlatıya temkinli yaklaşır; bir kuruluş efsane
21	58	4.480	12.95	Kayıp hayvan, tesadüfi ateş, gecenin içinden doğan servet.
22	131	8.480	15.45	Gerçekte bölgenin madenle ilişkisi çok daha eskiye uzanıyord
23	89	6.240	14.26	Ama efsanenin doğruluğundan bağımsız olarak, bin beş yüz kır
24	130	8.160	15.93	O yıl İspanyollar dağın eteğinde bir yerleşim kurdular ve dü
25	84	5.440	15.44	Zengin Dağ'ın içindeki damar, madencilik tarihinde eşi görül
26	181	11.200	16.16	Yüzeye yakın cevher o kadar zengindi ki ilk yıllarda karmaşı
27	14	0.960	14.58	Haber yayıldı.
28	74	5.120	14.45	Peru'dan, İspanya'dan, sonra Avrupa'nın her yerinden insan a
29	115	6.880	16.72	Yayla, üzerinde hiçbir şeyin yetişmediği bu çorak yükseklik,
30	145	9.920	14.62	Buğday, un, şarap, kereste, kâğıt, kumaş; şehrin tükettiği n
31	60	4.000	15.00	Potosi, kendini besleyemeyen ama satın alabilen bir şehirdi.
32	71	4.640	15.30	bin beş yüz yetmiş ikide İspanyol Kraliyeti şehirde bir darp
33	33	2.720	12.13	Kasa de la Moneda, yani Para Evi.
34	151	9.760	15.47	Bu, hikâyenin dönüm noktalarından biridir, çünkü artık dağda
35	95	6.080	15.62	Potosi damgası taşıyan sekizlik gümüş sikkeler Sevilya'ya, o
36	87	6.400	13.59	Bir kısmı Pasifiği aştı: Acapulco'dan kalkan gemiler Manila'
37	94	6.080	15.46	Ming Çin'i vergilerini gümüşle toplamaya geçtiği için bu met
38	144	9.280	15.52	Sonuç şaşırtıcıdır: And Dağları'nın tepesindeki bir kasabada
39	81	5.440	14.89	Bugün "küreselleşme" dediğimiz şeyin ilk sağlam damarlarında
40	37	2.560	14.45	Şehir zenginliğini gösterişle taşıdı.
41	83	5.920	14.02	On yedinci yüzyılda Potosi'de onlarca kilise, manastır, kuma
42	94	5.920	15.88	Avrupa'dan getirilmiş dantel, Çin'den gelmiş porselen, Hindi
43	191	12.800	14.92	Sokaklarda gümüş kaplama arabaların dolaştığı, düğünlerde ca
44	162	9.280	17.46	İspanyolcada bir şeyin çok değerli olduğunu anlatmak için ku
45	70	4.800	14.58	bin altı yüz elli civarında şehrin nüfusu yüz altmış bine ya
46	149	10.240	14.55	Yani Potosi, o tarihte Londra'yla, Sevilya'yla, Amsterdam'la
47	45	3.200	14.06	Kentin sanatında bu karışım hâlâ görülebilir.
48	174	11.360	15.32	Şehrin merkezindeki San Lorenzo Kilisesi'nin taş kapısı, Avr
49	48	2.880	16.67	yerli bir telli çalgı tutan denizkızı figürleri.
50	60	3.360	17.86	Kimin kimi taklit ettiğinin artık ayırt edilemediği bir dil.
51	111	7.360	15.08	Potosi'nin en dürüst portresi belki de o kapıdır: dışarıdan 
52	52	3.520	14.77	Ama bütün bu ihtişamın hesabı bir yerde tutuluyordu.
53	28	2.720	10.29	Ve o hesap, dağın içindeydi.
54	43	2.880	14.93	İlk yılların kolay zenginliği uzun sürmedi.
55	119	7.200	16.53	Yüzeye yakın zengin cevher tükendikçe, madenciler daha derin
56	65	4.480	14.51	Bu iki şey demekti: çok daha fazla emek ve yepyeni bir tekno
57	40	2.720	14.71	Teknoloji bin beş yüz yetmişlerde geldi.
58	109	6.880	15.84	Cıva kullanılarak gümüşün taştan ayrıldığı bir yöntem, Meksi
59	164	11.200	14.64	Öğütülmüş cevher, tuz ve cıvayla karıştırılıp geniş avlulard
60	90	5.760	15.62	Cıva, Peru'daki Uankavelika madenlerinden geliyordu; orası d
61	61	3.840	15.89	Bu yöntem üretimi patlattı ama işin niteliğini de değiştirdi
62	82	5.280	15.53	Artık iş sadece dağın içinde değil, dağın dibindeki devasa ö
63	63	4.480	14.06	Bu tesisleri döndürmek için su gerekiyordu ve yaylada su yok
64	183	12.480	14.66	Bunun üzerine şehrin üstündeki tepelere, insan eliyle yirmid
65	117	7.040	16.62	Çorak bir yaylanın ortasında kurulmuş bu su mimarisi, kendi 
