sira	karakter	saniye	kar_sn	metin
1	168	10.560	15.91	Her yıl mayısın yirmi dördünde, Fransa'nın en güneyindeki bi
2	61	3.840	15.89	atlıların arasından geçirip doğruca Akdeniz'in içine sokuyor
3	47	3.200	14.69	Kilise bu azizeyi hiçbir zaman resmen tanımadı.
4	96	6.560	14.63	Töreni bugünkü haline getiren adam ise ne Romandı ne rahip —
5	61	4.000	15.25	Arl'ın hemen güneyinde nehir kararsız kalır ve ikiye ayrılır
6	168	11.680	14.38	Ron, yani Türkçede Ron diye andığımız nehir, Alpler'den ve O
7	81	5.440	14.89	İki kolun arasında kalan üçgen dokuz yüz otuz kilometrekared
8	95	5.920	16.05	Bu üçgeni tarif etmek ilk bakışta zordur, çünkü kara mı su m
9	40	3.520	11.36	Yaklaşık üçte biri lagün ve bataklıktır.
10	133	8.160	16.30	Kalanı da sadece geçici olarak karadır; yağmur yağdığında, r
11	60	4.160	14.42	Burada ilk öğrendiğiniz şey, ufkun ne kadar alçak olduğudur.
12	188	12.000	15.67	Kuzeyden inen Mistral rüzgârı sazları yatırır, tuzlu gölleri
13	60	4.160	14.42	yüzde yetmişi ise denizden bir metreden daha az yüksektedir.
14	16	1.280	12.50	Bir tepe yoktur.
15	19	1.760	10.80	Bir sığınak yoktur.
16	93	6.400	14.53	Sadece yatay bir düzlem, tuzdan beyazlamış otlar, bodur ılgı
17	123	7.680	16.02	Deltanın tarihini anlamak isteyenlerin gitmesi gereken yer a
18	79	5.920	13.34	Eg-Mort, yani Ölü Sular, on üçüncü yüzyılda Dokuzuncu Luvi'n
19	118	7.200	16.39	Fransa kralının Akdeniz'de kendi kıyısı yoktu ve Haçlı sefer
20	109	6.720	16.22	Bataklığın ortasında, hiçbir şeyin olmadığı bir yerde, düz b
21	61	3.840	15.89	bin iki yüz kırk sekizde kralın donanması buradan demir aldı
22	106	7.360	14.40	Bugün Ölü Sular'ın surları hâlâ ayaktadır, Konstans Kulesi h
23	121	7.840	15.43	Ron'un getirdiği çamur yüzyıllar içinde kentin önüne yeni ka
24	87	5.760	15.10	Kralın limanı, denize küstüğü için değil, deniz onu terk ett
25	111	7.200	15.42	Kamarg'da toprak kazanmak ile kaybetmek aynı sürecin iki yüz
26	71	5.120	13.87	Ölü Sular'ın kasayı dolduran asıl serveti zaten gemiler deği
27	128	8.640	14.81	Bu kıyıda tuz üretimi tarih öncesine uzanır: sığ havuzlara d
28	53	3.680	14.40	On dokuzuncu yüzyılda bu el işi bir sanayiye dönüştü.
29	152	10.400	14.62	Deltanın güneydoğu ucunda, Solvay adlı kimya şirketinin soda
30	106	7.200	14.72	Kuzey Fransa'dan, Yunanistan'dan, Ermenistan'dan gelen işçil
31	50	3.360	14.88	Buharlaştırma havuzları on dört bin hektarı buldu.
32	94	5.920	15.88	Yaz sonunda kürekler ve bantlar tuzu toplar, kıyıda yirmi me
33	112	7.200	15.56	Uzaktan bakınca kar dağları gibi dururlar; yaklaşınca kar de
34	95	6.720	14.14	Havuzlardaki sudaki mikroskobik algler yüzünden bazı bölmele
35	103	7.360	13.99	Kamarg'ın en bilinen görüntüsü olan o pembe su, doğanın bir 
36	88	5.760	15.28	Tuzun dışında bu toprakta yetişecek pek bir şey yoktur, çünk
37	54	3.680	14.67	Çözüm, ikinci bir bitkinin deltaya taşınmasıyla geldi.
38	184	12.320	14.94	İkinci Dünya Savaşı'ndan sonra pirinç ekimi büyük ölçekte ba
39	30	2.080	14.42	Pirinç hem ürün hem de ilaçtı.
40	172	10.880	15.81	Bugün Kamarg'da yaklaşık on bir bin sekiz yüz hektarda pirin
41	192	12.640	15.19	Yaz aylarında havadan bakarsanız, aynı manzarada üç farklı s
42	50	3.200	15.62	Bunların hepsi ancak nehir zapt edilirse mümkündü.
43	187	12.800	14.61	On dokuzuncu yüzyılın ortasından itibaren Ron'un iki kolu se
44	119	7.680	15.49	O tarihten sonra Kamarg artık taşan bir delta değil, kapakla
45	122	7.840	15.56	İçeriye ne kadar tatlı su girecek, hangi lagün ne zaman boşa
46	62	4.320	14.35	Aynı şey, buranın en yabani sayılan sakinleri için de geçerl
