sira	karakter	saniye	kar_sn	metin
1	199	11.360	17.52	Hürmüz Boğazı'nda karşılıklı tanker saldırılarının sürmesiyl
2	152	9.760	15.57	yani ABD Merkez Bankası faiz kararına kilitlendi; Borsa İsta
3	154	9.760	15.78	Basra Körfezi ve Hürmüz Boğazı'nda ABD ile İran arasındaki a
4	49	3.200	15.31	Bugün on altı Eylül iki bin yirmi altı, Çarşamba.
5	10	0.960	10.42	Ben Alper.
6	92	5.440	16.91	Bugünün öne çıkan gelişmelerini sizin için derledim; gelin, 
7	192	12.000	16.00	ABD Merkez Kuvvetler Komutanlığı, kendi güçlerinin üç İran p
8	163	10.240	15.92	İran İslam Devrim Muhafızları Ordusu Deniz Kuvvetleri ise AB
9	79	4.800	16.46	on Eylül'de boğazdan yalnızca yedi ticari geminin geçiş yapa
10	146	8.960	16.29	Küresel petrol ticaretinin yaklaşık beşte biri bu dar su yol
11	50	4.000	12.50	Bölgedeki askerî yığınak da sürüyor; USS Gerald R.
12	105	6.240	16.83	Ford uçak gemisi savaş grubunun Kızıl Deniz'e giriş yaptığı 
13	197	11.200	17.59	Suudi Arabistan hava savunma sistemleri Mekke hava sahasına 
14	47	2.880	16.32	Gazze'de insani tablo ağırlaşmaya devam ediyor.
15	124	7.360	16.85	Birleşmiş Milletler yetkilileri, kentin birçok bölgesinde en
16	125	7.680	16.28	Şeyh Radvan mahallesinde yaralı bir sağlık çalışanına yardım
17	128	7.840	16.33	Öte yandan ABD yönetiminin İsrail için iki virgül sekiz mily
18	172	10.240	16.80	İsrail'de ise seçim öncesinde iç siyasi gerilim tırmanıyor; 
19	91	5.440	16.73	Rusya-Ukrayna hattında diplomasi trafiği hızlanmış durumda a
20	185	12.000	15.42	ABD Başkanı Donald Trump'ın özel temsilcileri Steve Witkoff 
21	152	8.640	17.59	Washington ilerleme sağlandığı mesajını verse de Donbas'ın s
22	177	10.560	16.76	Sahada şiddet azalmış değil; Ukrayna Genelkurmayı tek bir gü
23	102	5.440	18.75	Almanya ise topraklarına yönelik Rus kaynaklı hibrit saldırı
24	193	12.160	15.87	ABD içinde ise siyaset üç Kasım'daki ara seçimlere odaklanmı
25	202	13.120	15.40	Washington'da kültür kurumları üzerinden süren tartışma da b
26	116	6.720	17.26	yaklaşık iki yüz elli milyon dolarlık yenileme gerekçesiyle 
27	90	5.600	16.07	Los Angeles'ın Chatsworth semtinde düşen bir helikopterde en
28	133	8.000	16.62	Venezuela Devlet Başkanı Nikolas Maduro'nun yakın ismi Alex 
