sira	karakter	saniye	kar_sn	metin
1	13	1.440	9.03	İyi akşamlar.
2	99	6.080	16.28	Nöron Haber akşam bülteninde bugünün öne çıkan gelişmelerini
3	47	3.680	12.77	Bugün yirmi beş Eylül iki bin yirmi altı, Cuma.
4	10	0.960	10.42	Ben Pınar.
5	10	0.800	12.50	Ben Barış.
6	125	7.520	16.62	Bu akşam dünyadan ekonomiye, teknolojiden Türkiye gündemine 
7	17	1.760	9.66	Pınar, söz sende.
8	123	8.480	14.50	Dünya ve ABD başlığına geçiyoruz; bugün masada yoğun bir dip
9	28	2.400	11.67	İlk başlık İran cephesinden.
10	216	13.920	15.52	İran Dışişleri Bakanı Abbas Arakçi, Birleşmiş Milletler Gene
11	174	11.360	15.32	Öneriye göre Amerika Birleşik Devletleri deniz ablukasını ka
12	112	7.040	15.91	Tahran yedi gün içinde boğazı kademeli olarak trafiğe açacak
13	171	10.880	15.72	Bu teklif, İran'ın geçen hafta Amerikan tarafına yazılı olar
14	166	10.880	15.26	Arakçi, yedi günlük sürenin ancak Washington teklifi kabul e
15	115	7.040	16.34	Boğazın kapalı kaldığı her gün küresel enerji akışında maliy
16	213	13.440	15.85	Aynı saatlerde Husilerin Riyad'a ve Yanbu'daki petrol tesisl
17	72	4.640	15.52	Bu dosyanın Washington ayağında ise Senato'da kritik bir oyl
18	176	11.200	15.71	Trump yönetiminin İran'daki askeri operasyonlarını Kongre on
19	198	13.440	14.73	Temsilciler Meclisi'nin temmuz ayında iki yüz on dörde iki y
20	146	10.560	13.83	Ortak karar niteliğindeki metin kabul edilseydi bile başkanı
21	118	7.840	15.05	Sonuç, savaşın yönetimine ilişkin Cumhuriyetçi kanatta büyüy
22	82	5.120	16.02	Başkentteki ikinci büyük başlık, Çin Devlet Başkanı Şi Cinpi
23	182	13.440	13.54	Xi, çarşamba günü havaalanında bizzat Donald Trump tarafında
24	46	3.360	13.69	yani Ulusal Arşivler ziyaretiyle tamamlanıyor.
25	170	12.160	13.98	Ziyaretin somut çıktısı ticaret cephesinden geldi: Hazine Ba
26	94	6.240	15.06	Bu ateşkes, iki liderin iki bin yirmi beşin ekim ayında Busa
27	176	11.200	15.71	karşılıklı tarife indirimlerinin yanı sıra Çin'in nadir topr
28	152	10.400	14.62	Yaklaşık iki aylık bu kısa uzatma, tarafların daha kapsamlı 
29	125	7.840	15.94	Resmi yemekte Xi'nin, yapay zekânın insan denetiminde kalmas
30	84	5.600	15.00	New York'ta ise Birleşmiş Milletler Genel Kurulu'nun yüksek 
31	190	12.320	15.42	İsrail Başbakanı Benjamin Netanyahu dün büyük ölçüde boşalmı
32	167	11.360	14.70	Netanyahu kürsüde Gazze'deki operasyonları savunarak soykırı
33	115	8.000	14.38	Filistin Devlet Başkanı Mahmud Abbas ise Amerika Birleşik De
34	129	8.480	15.21	mesajını video bağlantısıyla iletti ve kasım ayında yirmi yı
35	102	7.360	13.86	Cumhurbaşkanı Recep Tayyip Erdoğan da kürsüden veto mekanizm
36	119	9.600	12.40	yüz doksanı aşkın üyenin iradesinin beş daimî üyenin vetosun
37	62	4.320	14.35	Genel Kurul haftasının en çarpıcı raporu da Cenevre'den geld
38	182	12.000	15.17	United Nations Conference on Trade and Development, yani BM 
39	187	12.640	14.79	Dünya Bankası, Avrupa Birliği ve Birleşmiş Milletler'in orta
40	203	12.960	15.66	Raporda kişi başına düşen gelirin iki bin yirmi beşte iki yü
41	182	12.800	14.22	İstihdam üreten işletmelerin yüzde doksan ikisi hasarlı ya d
42	158	10.720	14.74	BM Ticaret ve Kalkınma Konferansı, alıkonulan Filistin vergi
