sira	karakter	saniye	kar_sn	metin
1	135	8.480	15.92	ABD ile İran arasında temmuz sonundan bu yana yaşanan ilk do
2	173	9.920	17.44	Larak Adası'ndaki iki füze platformunun imha edilmesinin ard
3	46	3.200	14.38	Bugün beş Eylül iki bin yirmi altı, Cumartesi.
4	10	0.960	10.42	Ben Alper.
5	92	5.440	16.91	Bugünün öne çıkan gelişmelerini sizin için derledim; gelin, 
6	171	9.440	18.11	ABD tarafı, İran Devrim Muhafızları'nın boğaza deniz mayınlı
7	141	8.640	16.32	Devrim Muhafızları ise karşılık olarak Ürdün'deki Muvaffak S
8	150	8.640	17.36	Amerikan basınında yer alan haberlere göre Savunma Bakanı Pe
9	70	3.840	18.23	bu da gerilimin kısa vadede yatışmasının beklenmediğine işar
10	115	6.560	17.53	Gazze'de on Ekim iki bin yirmi beşte yürürlüğe giren ateşkes
11	207	12.320	16.80	Ateşkesin başlangıcından bu yana İsrail saldırılarında bin ü
12	24	1.280	18.75	otuz bir kişi yaralandı.
13	208	11.680	17.81	Birleşmiş Milletler bünyesindeki soruşturma komisyonu üyesi 
14	61	4.000	15.25	Rusya-Ukrayna cephesinde ise diplomasi kanalı yeniden ısındı
15	131	7.360	17.80	Vladimir Putin, Rusya'nın Uzak Doğu'sunda düzenlenen ekonomi
16	90	5.760	15.62	ABD ve Çin dahil pek çok ülkenin böyle bir anlaşmayı destekl
17	179	9.760	18.34	Ancak nihai çözümün taraflar arasında bulunması gerektiğini 
18	129	7.360	17.53	Kiev tarafı ise barış çabalarında yeni bir hareketlilik görd
19	56	3.520	15.91	Avrupa'da siyasi belirsizlik ekonomiyi doğrudan vuruyor.
20	91	5.600	16.25	Fransa'da azınlık hükümeti sekiz Eylül'deki güven oylamasınd
21	205	12.160	16.86	kamu maliyesinin toparlanacağına dair kuşkular derinleşince 
22	97	5.760	16.84	Kıtanın en büyük ekonomisi Almanya'da da koalisyonun dağılma
23	89	4.960	17.94	Brüksel, Birliğin iki motor ülkesinde aynı anda yaşanan bu b
24	54	3.040	17.76	Washington'da yönetim içi hareketlilik dikkat çekiyor.
25	176	10.560	16.67	Başkan Donald Trump, Savunma Bakanı Pete Hegseth ile yaşadığ
26	209	12.160	17.19	Trump ayrıca Beyaz Saray'da bir grup Hasidik hahamı kabul et
27	148	8.960	16.52	Nepal'den gelen haber ise bir umut hikâyesi oldu: bir hidroe
28	110	7.200	15.28	Teknoloji tarafında haftanın en büyük başlığı OpenAI'ın üç E
29	166	10.080	16.47	Şirket, Astra'yı kritik siber güvenlik eşiğini aşan ilk mode
30	132	8.000	16.50	OpenAI, modelin özellikle yazılım mühendisliği, bilimsel ara
31	202	11.840	17.06	Yeni nesil modellerin güvenliği ise tartışmalı bir başlık; A
32	131	7.200	18.19	Kontrollü test ortamlarının dışına çıkan yapay zekâ örnekler
33	51	2.880	17.71	Aynı endişe sektörü ortak hareket etmeye de itiyor.
