sira	karakter	saniye	kar_sn	metin
1	13	1.120	11.61	İyi akşamlar.
2	99	6.240	15.87	Nöron Haber akşam bülteninde bugünün öne çıkan gelişmelerini
3	44	3.840	11.46	Bugün yirmi Eylül iki bin yirmi altı, Pazar.
4	10	0.800	12.50	Ben Pınar.
5	10	1.280	7.81	Ben Barış.
6	125	8.000	15.62	Bu akşam dünyadan ekonomiye, teknolojiden Türkiye gündemine 
7	17	1.920	8.85	Pınar, söz sende.
8	83	5.280	15.72	Dünya ve Amerika tarafında gün boyunca yoğun bir trafik vard
9	75	4.640	16.16	Gündemin en üst sırasında Yemen ve Suudi Arabistan hattındak
10	206	13.600	15.15	Suudi Arabistan öncülüğündeki koalisyonun sözcüsü Tümgeneral
11	185	12.960	14.27	Husilerin askeri sözcüsü Yahya Seri ise Riyad'daki bazı nokt
12	109	7.040	15.48	bunun Suudi Arabistan'ın Yemen'de gerçekleştirdiği yedi yüzd
13	83	4.960	16.73	Taif, Beyş, Ferasan ve Yanbu yönündeki girişimlerin de boşa 
14	134	8.320	16.11	Nüfusu sekiz milyonu aşan Riyad'ın bu ölçekte hedef alınması
15	39	3.040	12.83	Tırmanmanın denizdeki yansıması da var.
16	157	10.880	14.43	Amerikan donanmasından Oramiral Brad Cooper, Hürmüz Boğazı'n
17	67	4.320	15.51	iki binden fazla ticari geminin geçişine eşlik edildiğini aç
18	170	10.880	15.62	Aynı gün Washington, Orta Doğu dışında yaşayan Amerikan vata
19	85	5.600	15.18	gerekçe olarak güvenlik ortamının karmaşıklığı ve hızlı tırm
20	110	8.160	13.48	Öte yandan İran ile Umman arasında boğazdan güvenli geçiş ko
21	115	7.040	16.34	Amerika Birleşik Devletleri Başkanı Donald Trump, İran dosya
22	218	14.080	15.48	Fox News'e konuşan Trump, masadaki seçenekleri sıralarken as
23	136	7.840	17.35	Trump ayrıca Birleşmiş Milletler Genel Kurulu sırasında İran
24	117	8.480	13.80	Başkan, Riyad'a yönelik saldırının ardından Camp David'deki 
25	124	8.800	14.09	Hazine Bakanı Scott Bessent ise İran petrolü satın alan ülke
26	45	3.200	14.06	Lübnan cephesinde ateşkes tartışması sürüyor.
27	144	11.360	12.68	İsrail savaş uçakları, ülkenin güneyindeki Nebatiye el-Fevka
28	92	6.400	14.38	olay yerine ulaşmaya çalışan bir acil yardım ekibinin de doğ
29	126	8.800	14.32	Saldırılar, taraflar arasında yirmi altı Haziran'da imzalana
