sira	karakter	saniye	kar_sn	metin
1	25	1.760	14.20	Yemen'deki Husi hareketi,
2	237	13.760	17.22	Babülmendep Boğazı'nın en dar noktasındaki Meyyun Adası'nı d
3	44	2.880	15.28	Bugün on üç Eylül iki bin yirmi altı, Pazar.
4	10	0.800	12.50	Ben Alper.
5	92	5.600	16.43	Bugünün öne çıkan gelişmelerini sizin için derledim; gelin, 
6	168	10.080	16.67	Suudi Arabistan destekli hükümet güçlerinin Muha liman kenti
7	179	10.720	16.70	ABD Enerji Enformasyon İdaresi verilerine göre iki bin yirmi
8	82	5.440	15.07	bu nedenle adanın el değiştirmesi piyasalarda doğrudan bir a
9	137	7.680	17.84	Husiler ayrıca Suudi Arabistan'ın güneyindeki Şurura askeri 
10	96	5.760	16.67	Suudi Sivil Savunması ise Cizan bölgesinde bir isabet sonucu
11	52	3.200	16.25	Riyad, güneydeki bazı petrol boru hatlarını kapattı.
12	143	8.160	17.52	Irak güçlerinin, Suudi petrol tesislerine yönelik saldırılar
13	153	9.120	16.78	Türkiye de Irak topraklarından kaynaklanan saldırıları kınad
14	77	4.160	18.51	Bahreyn, İran'ın da katılacağı Hürmüz görüşmelerine katılmay
15	220	12.960	16.98	ABD Başkanı Donald Trump, İran'la süren savaşın üç Kasım'dak
16	169	10.240	16.50	Trump, İrlanda Başbakanı Micheál Martin ile görüşmesinin ard
17	66	4.000	16.50	ekonomik baskı nedeniyle aceleyle anlaşma aramadıklarını bel
18	77	4.800	16.04	Anketler Trump'ın onay oranını yaklaşık yüzde otuz üç seviye
19	155	9.440	16.42	Ürdün ordusu, İran'dan ateşlenen yirmi füzeden on sekizini d
20	121	7.840	15.43	Yeni Delhi'de toplanan On Sekizinci BRICS Zirvesi ise Rusya 
21	172	10.720	16.04	İran Cumhurbaşkanı Masud Pezeşkiyan ve ev sahibi Hindistan B
22	167	10.240	16.31	Modi, küresel karar mekanizmalarının dönüşmesi ve Birleşmiş 
23	162	9.760	16.60	Ukrayna Devlet Başkanı Volodimir Zelenskiy, davet edilmesi h
24	105	6.080	17.27	Rusya Dışişleri Bakanı Sergey Lavrov ise görüşmek isteyen ta
25	127	7.680	16.54	Filipinler'in Palawan eyaleti açıklarında yolcu feribotunda 
26	60	4.160	14.42	Teknolojide haftanın en dikkat çeken adımı OpenAI'den geldi.
27	179	11.040	16.21	Şirket, bilgisayar başında çok adımlı görevleri kendi başına
28	184	11.040	16.67	OpenAI aynı zamanda sağlık alanındaki ürünü ChatGPT Health'i
29	182	10.560	17.23	Avrupa Birliği ise ChatGPT'yi düzenleme açısından Google ile
30	134	8.000	16.75	Anthropic, bugüne kadarki en yetenekli modelleri olarak tanı
31	110	6.240	17.63	şirket ajan tabanlı kodlama ve metin kalitesinde belirgin iy
32	107	6.880	15.55	Aynı şirketin eylül ayı Tehdit İstihbaratı Raporu, modelleri
33	114	6.400	17.81	propaganda ve silah sistemleriyle bağlantılı işlerde kötüye 
34	146	8.320	17.55	Rusya bağlantılı casusluk faaliyetleri ile Çin merkezli bazı
35	138	8.160	16.91	Şirketin üst yöneticisi Dario Amodei, gelişme hızının güvenl
36	150	8.960	16.74	Google, yazılım geliştirme ve çok adımlı akıl yürütmede iyil
37	114	6.720	16.96	şirketin iki bin yirmi altı başından bu yana üst segmentte y
38	206	12.160	16.94	Apple'ın yeni nesil Siri'si konuşma özetleme ve daha karmaşı
39	216	12.800	16.88	NVIDIA'nın üst yöneticisi Jensen Huang, siber güvenliğin yap
40	120	6.720	17.86	aynı şirket küresel robotaksi pazarının iki bin otuz beşe ka
41	114	6.880	16.57	NVIDIA ve AMD, işlemleri buluta göndermek yerine doğrudan ku
42	132	8.320	15.87	OpenAI üst yöneticisi Sam Altman, büyük elektrik şirketleriy
43	149	9.280	16.06	ABD Kongresi'nde ise güçlü modeller için bağımsız denetim, k
44	114	7.040	16.19	İstanbul'da düzenlenen GITEX AI Türkiye tamamlandı; etkinlik
45	56	3.200	17.50	Enerji koridorlarındaki risk fiyatlara doğrudan yansıdı.
46	155	10.080	15.38	Brent petrolün varili uluslararası vadeli piyasalarda yüz vi
47	101	5.600	18.04	Hürmüz ve Babülmendep kaynaklı endişeyle yüz yedi dolara kad
48	82	4.640	17.67	Enerji maliyetlerindeki bu sıçrama para politikası beklentil
49	178	11.040	16.12	ABD'de ağustos ayında tüketici fiyatları aylık yüzde sıfır v
50	135	8.320	16.23	on beş-on altı Eylül'deki toplantı öncesinde Federal Reserve
51	159	9.120	17.43	Para piyasalarındaki fiyatlamalar yirmi beş baz puanlık artı
52	70	4.320	16.20	Karar on altı Eylül Çarşamba Türkiye saatiyle yirmi birde aç
53	96	5.920	16.22	Değerli metalde yön yukarı kaldı; ons altın dört bin üç yüz 
54	146	8.480	17.22	Borsa İstanbul'da BIST yüz endeksi haftayı yüzde üç virgül y
55	66	3.840	17.19	Doların satış fiyatı kırk sekiz virgül altı bin elli liraya 
56	173	10.560	16.38	Gram altının satışı altı bin yedi yüz seksen dört virgül sek
57	205	12.160	16.86	tam altın kırk dört bin beş yüz yirmi dokuz lira, Cumhuriyet
58	83	4.800	17.29	Türkiye'de siyasetin merkezinde Cumhuriyet Halk Partisi'ndek
59	57	4.160	13.70	Ankara Bölge Adliye Mahkemesi Otuz Altıncı Hukuk Dairesi,
60	196	11.520	17.01	yirmi bir Mayıs iki bin yirmi altıda partinin Otuz Sekizinci
61	135	7.680	17.58	kurultay iradesinin sakatlandığı gerekçesiyle genel başkan i
62	143	8.480	16.86	dört Kasım iki bin yirmi üç öncesindeki kurulların görevi de
63	156	9.440	16.53	Özgür Özel tarafı kararın Siyasi Partiler Kanunu'na aykırı o
