sira	karakter	saniye	kar_sn	metin
1	93	6.240	14.90	Bir adam evini genişletmek için bodrum duvarını kırdı; arkas
2	98	6.240	15.71	Elindeki mumla girdiği boşluk, yirmi bin kişinin saklanabile
3	75	4.640	16.16	Ve o şehrin bütün kapıları, yalnızca içeriden kapanacak şeki
4	121	7.520	16.09	Nevşehir'in güneyinde, Niğde yoluna doğru uzanan yüksek ve r
5	88	5.760	15.28	Ova ilk bakışta cömert değildir: taş, toprak, seyrek ağaç, u
6	130	8.320	15.62	Burada bin dokuz yüz altmış üç yılında, adı bugün pek çok ka
7	29	2.080	13.94	Duvarın bir bölümünü indirdi.
8	38	2.400	15.83	Beklediği şey moloz ve toprak yüzeydi.
9	95	6.240	15.22	Karşısına çıkan şey karanlık bir boşluk oldu, o boşluktan da
10	40	2.880	13.89	Kasabada anlatılan hâli daha çarpıcıdır.
11	106	6.880	15.41	Derler ki adamın kümesteki tavukları bir bir eksiliyordu; ye
12	60	3.840	15.62	Yarığı genişletmek isteyince duvarın arkasındaki şeyi buldu.
13	185	11.040	16.76	Bu ikinci anlatım, buluntunun kendisi kadar sağlam belgelenm
14	96	7.040	13.64	Kayıt altındaki çekirdek ise yalın: bir ev, bir bodrum duvar
15	30	1.920	15.62	Koridor bir odaya açılmıyordu.
16	15	1.120	13.39	Aşağı iniyordu.
17	123	7.840	15.69	Kayanın içine oyulmuş basamaklar, bir yetişkinin ancak eğile
18	61	4.480	13.62	Adam, evinin altında bir mahzen değil, bir güzergâh bulmuştu
19	41	2.880	14.24	Haber Nevşehir'e, oradan Ankara'ya gitti.
20	126	8.000	15.75	Uzmanlar geldi, temizlik ve güvenlik çalışmaları başladı ve 
21	77	4.320	17.82	Bugün Türkiye'nin kazısı yapılmış en büyük yeraltı yerleşimi
22	53	3.520	15.06	Ama işin asıl şaşırtıcı tarafı o bodrum duvarı değil.
23	106	6.720	15.77	Çalışmalar derinleştikçe anlaşıldı ki kasabanın evlerinden y
24	97	6.560	14.79	Yani tek bir kişi tek bir kapıyı bulmuş değildi; kasaba, büt
25	52	3.520	14.77	Dahası, kasabalılar bunu belli bir ölçüde biliyordu.
26	75	4.480	16.74	Yeraltının yüzeye en yakın odaları nesillerdir kiler olarak 
27	41	3.200	12.81	Patates, elma, kuru soğan, turşu küpleri.
28	114	7.680	14.84	Yazın en sıcak gününde bile on üç derece civarında sabit kal
29	102	6.560	15.55	İnsanlar sebzelerini bir imparatorluk mühendisliğinin içine 
30	55	3.200	17.19	Kaybolmuş bir şehir imgesi burada biraz yanıltıcı olur.
31	62	4.640	13.36	Kaybolan şey mekân değildi, mekânın ne olduğuna dair bilgiyd
32	178	11.840	15.03	Yüzeyin bir metre altındaki oda kilerdi; on metre altındaki 
33	101	6.560	15.40	bin dokuz yüz altmış üçte olan şey, bir kapının açılması değ
34	50	3.360	14.88	Kasabanın adı da tam olarak bunu söylüyor aslında.
35	10	1.120	8.93	Derinkuyu.
36	126	8.160	15.44	Burada su yüzeye yakın değildir; içilecek suya ulaşmak için 
37	104	6.880	15.12	Ad, yüzeyde yaşayan insanların yeraltıyla kurduğu en pratik 
38	186	11.520	16.15	O kuyulardan bazılarının aslında yalnızca kuyu olmadığını, ç
39	39	2.720	14.34	Çünkü aşağıdaki şey bir mahzen değildi.
40	56	3.680	15.22	Bir şehirdi ve seksen beş metre aşağıya kadar gidiyordu.
41	68	4.800	14.17	Aşağı inmek, alıştığınız her şeyin sırayla elinizden alınmas
42	16	1.600	10.00	Önce ufuk gider.
43	88	5.280	16.67	Sonra gölge yönünü kaybeder, çünkü tek ışık kaynağı artık si
44	79	6.080	12.99	Sonra ses değişir: dışarıdaki uğultu kesilir, adımlarınız ya
45	109	7.520	14.49	Otuz metre aşağıda hava hâlâ temizdir, hafif bir akım vardır
46	72	4.640	15.52	İnsan bedeninin buna verdiği tepki korku değil, tuhaf bir sa
47	41	2.560	16.02	Bunun mümkün olmasının nedeni jeolojidir.
48	140	8.320	16.83	Kapadokya'nın altındaki kaya, milyonlarca yıl önce Erciyes, 
49	97	6.240	15.54	Bu taşın iki özelliği var ve ikisi birlikte bu bölgeyi dünya
