sira	karakter	saniye	kar_sn	metin
1	110	7.200	15.28	Salisbury Ovası'nda çemberin tam ortasında, üzerine düşen ik
2	159	8.960	17.75	İki yüz yıldır onun da diğerleri gibi Galler'den geldiği yaz
3	62	4.160	14.90	Peki altı tonluk bir taş, tekerlek yokken o yolu nasıl yürüd
4	59	3.360	17.56	Salisbury Ovası'nda rüzgârın önünde duracak bir şey yoktur.
5	163	10.560	15.44	Güney İngiltere'nin bu yüksek, ağaçsız tebeşir düzlüğü kilom
6	57	3.680	15.49	Uzaktan bakıldığında çökmüş bir çitin kalıntısına benzer.
7	191	12.800	14.92	Yaklaştıkça oran değişir, taşlar büyür, insanın boyunu iki k
8	134	8.480	15.80	Stonehenge'in bugün ayakta duran hâli, beş bin yıl boyunca p
9	60	4.640	12.93	Ve o karede, birbirine hiç benzemeyen taşlar yan yana durur.
10	42	2.560	16.41	Halkayı kuran büyük bloklara sarsen denir.
11	161	9.440	17.06	Bunlar tebeşir yataklarının üstünde doğal olarak oluşmuş, so
12	48	3.200	15.00	Nereden geldikleri uzun süre tahminden ibaretti.
13	57	4.160	13.70	Cevap, beklenmedik bir yerden, bir ofis duvarından geldi.
14	168	10.240	16.41	bin dokuz yüz elli sekizdeki onarım çalışmasında devrilmiş b
15	167	10.400	16.06	Çalışmada görev alan Robert Phillips o çekirdeği alıkoydu, y
16	78	5.120	15.23	iki bin on sekizde, doksanıncı yaş gününün arifesinde geri v
17	56	4.160	13.46	Elde nihayet tahrip edilebilecek gerçek bir örnek vardı.
18	200	11.680	17.12	David Nash'in yürüttüğü kimyasal karşılaştırma iki bin yirmi
19	27	2.080	12.98	Ağır, ama makul bir mesafe.
20	30	2.240	13.39	İkinci aile çok daha küçüktür.
21	162	10.240	15.82	Halkanın içindeki bu alçak taşlara topluca mavi taşlar denir
22	72	4.640	15.52	Bir zamanlar yaklaşık seksen tanesi vardı, bugün kırk üçü sa
23	103	7.520	13.70	Adları tek bir kayacı çağrıştırsa da aslında bir karışımdır:
24	70	4.800	14.58	Yani mavi taşlar tek bir yerin değil, birkaç ayrı çıkıntının
25	94	6.080	15.46	Ve bu karışık ailenin içine, yüzyıllar boyunca, hiçbirine be
26	73	5.120	14.26	Anıtın tam kalbinde, yatay biçimde, kısmen toprağa gömülü bi
27	99	7.040	14.06	dört virgül dokuz metre uzunluğunda, bir metre eninde, yarım
28	55	3.840	14.32	Yeşilimsi gri, mika pullarıyla parlayan bir kumtaşıdır.
29	63	4.320	14.58	Gün dönümü ekseni ile neredeyse dik açı yapacak şekilde uzan
30	128	8.640	14.81	Üstünde, Büyük Trilit denen dev ikilinin devrilmiş ayağı ve 
31	108	7.040	15.34	Bugün ziyaretçinin gördüğü şey, onlarca tonluk moloza sıkışm
32	60	4.480	13.39	Arkeoloji literatüründeki adı basittir: seksen numaralı taş.
33	44	3.040	14.47	Halk arasındaki adı ise bir tahminden doğdu.
