sira	karakter	saniye	kar_sn	metin
1	139	8.480	16.39	Yerin altmış metre altında, bir insanın omuzlarını sıyırarak
2	44	3.040	14.47	Onları oraya sel de taşımamıştı, sırtlan da.
3	101	6.080	16.61	Peki beyni bizimkinin üçte biri kadar olan bir yaratık, ölül
4	206	12.160	16.94	Yohannesburg'un kuzeybatısına doğru yola çıkarsanız, şehrin 
5	41	3.040	13.49	Manzara olağandışı hiçbir şey vaat etmez.
6	141	8.960	15.74	Oysa ayağınızın altındaki kayaç, iki buçuk milyar yıl önce s
7	143	8.960	15.96	Milyonlarca yıl boyunca yağmur suyu bu kayacın çatlaklarında
8	74	5.120	14.45	Bu yüzden bölgeye Cradle of Humankind, yani İnsanlığın Beşiğ
9	121	7.840	15.43	Sterkfonteyn, Svartkrans, Kromdray gibi mağaralardan bir asr
10	135	8.480	15.92	Burası dünyada hominin fosili bakımından en zengin küçük ala
11	67	4.480	14.96	Bu mağaralardan biri, bölgenin fosil şöhretine hiç ortak olm
12	38	3.520	10.80	Adı Rising Star, yani Yükselen Yıldız.
13	106	6.560	16.16	Girişi bir çiftlik arazisinin ortasında, insanın omuzlarını 
14	145	9.280	15.63	Yükselen Yıldız, Güney Afrikalı mağaracılar için yeni bir ye
15	43	2.720	15.81	Kilometrelerce galerisi kabaca biliniyordu.
16	47	3.200	14.69	Fosil arayan hiç kimse ondan bir şey ummuyordu.
17	106	7.360	14.40	on üç Eylül iki bin on üç akşamı, Rick Hunter ve Steven Tuck
18	101	7.040	14.35	İkisi de amatör değildi; bölgenin dar geçitlerini yıllardır 
19	97	5.920	16.39	O gece haritanın çizdiği rotanın dışına çıkmak, daha önce gi
20	142	9.440	15.04	Aslında bir görev de taşıyorlardı: paleoantropolog Lee Berge
21	78	5.440	14.34	o da bölgedeki mağaracılık çevresinden Hunter ve Tucker'ı bu
22	36	2.720	13.24	Kemik görürlerse haber vereceklerdi.
23	75	4.960	15.12	Sistemin derinlerinde, keskin kayaçtan oluşan yüksek bir sır
24	57	3.840	14.84	Sırtın üst kenarında, kayanın içine inen bir yarık vardı.
25	69	4.800	14.38	Yarık, bir insanın vücuduna değil, bir mektuba göre ölçülmüş
26	42	2.560	16.41	Yine de aşağı doğru sıkışarak ilerlediler.
27	94	6.080	15.46	On iki metrelik dikey bir inişten sonra yarık genişledi ve a
28	96	5.760	16.67	Işıklarını çevirdiklerinde gördükleri şey, herhangi bir mağa
29	20	1.760	11.36	Zemin kemik doluydu.
30	32	2.400	13.33	Toprağın altında değil, üstünde.
31	71	4.960	14.31	Çamurun içine yarı gömülü bir alt çene, dişleri hâlâ yerinde
32	58	4.480	12.95	Yakınında bir kafatası parçası, uzun kemikler, kaburgalar.
33	99	5.920	16.72	Hiçbiri fosilleşmiş kaya kütlesi gibi görünmüyordu; sanki or
34	113	7.200	15.69	Tucker kamerasını çalıştırdı, elinden geldiğince kayıt aldı 
35	51	3.360	15.18	Birkaç gün sonra bu görüntüler Lee Berger'a ulaştı.
36	161	9.600	16.77	Berger, bilgisayar ekranında donmuş kareye baktığında gördüğ
37	86	6.560	13.11	Kavis, dişlerin dizilişi, gövdenin inceliği insan soyunun bi
38	124	8.000	15.50	Ve o kemikler kayaca yapışmış, breşe dönüşmüş, on yıllarca a
39	14	1.120	12.50	Yüzeydeydiler.
40	18	1.280	14.06	Ulaşılabilirdiler.
41	15	1.600	9.38	Sayıları çoktu.
42	32	2.240	14.29	Odaya sonradan bir isim verildi.
43	56	4.160	13.46	Bölgede konuşulan Sesotho dilinde "naledi" yıldız demek.
44	159	9.600	16.56	Yıldızlar Odası anlamına gelen Dinaledi adı takıldı; hem mağ
45	58	3.680	15.76	Ama Berger'ın önünde son derece somut bir sorun duruyordu.
46	99	6.560	15.09	Kemikler oradaydı; onlara ulaşmanın yolu ise bir insanın geç
47	181	11.840	15.29	Yükselen Yıldız'ın bilinen haritası on yıllardır ortadaydı, 
48	50	3.200	15.62	çünkü kimse o yarığın ardına geçmeyi düşünmemişti.
49	147	9.440	15.57	İnsanlık tarihinin en kalabalık fosil buluntularından biri, 
50	125	7.520	16.62	Dinaledi Odası'na varmak için izlenmesi gereken rota, bir ka
51	65	4.480	14.51	Girişten sonra sistemin içine doğru seksen metre kadar ilerl
52	109	7.200	15.14	Yol önce bir dizi düşük galeriden geçer; bunlardan biri Supe
53	79	5.120	15.43	Tavan ile zemin arasındaki mesafe yer yer yirmi beş santimet
54	158	10.400	15.19	Bu boşluktan geçmenin tek yolu, bir kolu öne uzatıp omzu dev
55	111	7.520	14.76	Süpermen Sürünüşü'nün ardından mağara birdenbire yükselir ve
56	162	10.400	15.58	Bu, iki yanı boşluğa bakan, yaklaşık yirmi metre yüksekliğin
57	46	2.880	15.97	Asıl sınav Ejderha Sırtı'nın tepesinde başlar.
58	90	6.240	14.42	Orada kayanın içine dikey olarak inen bir çatlak vardır; eki
59	106	7.360	14.40	Baca on iki metre derinliğindedir ve en dar noktasında iki d
