sira	karakter	saniye	kar_sn	metin
1	94	6.720	13.99	Ölmek üzere olan bir adam, dostuna iki kısa not bırakıyor: e
2	72	4.960	14.52	Dost, notları alıyor, katlıyor, cebine koyuyor — ve tam ters
3	70	4.800	14.58	Bugün Kafka diye bildiğimiz her şey, tutulmayan o sözün için
4	143	9.280	15.41	üç Haziran bin dokuz yüz yirmi dört sabahı, Viyana'nın kuzey
5	39	3.040	12.83	Kırk birinci doğum gününe bir ay vardı.
6	163	9.920	16.43	Hastalığın adı gırtlak veremiydi ve hastalık, bir yazarın ba
7	55	3.680	14.95	Yanındakilerle küçük kâğıt parçalarına yazarak anlaştı.
8	94	6.400	14.69	Su isterken yazdı, pencerenin açılmasını isterken yazdı, ark
9	105	6.560	16.01	Ölümünden birkaç gün önce de, elinden düşürmediği o kalemle,
10	124	8.480	14.62	Hikâyenin adı Açlık Sanatçısı'ydı ve kafeste oturup hiçbir ş
11	85	5.120	16.60	Yakınındakiler, düzeltmeleri bitirdiğinde gözlerinden yaşlar
12	75	5.120	14.65	Cenazesi Prag'a getirildi, ailesinin şehrindeki Yahudi mezar
13	38	2.720	13.97	Mezarın başında yüz kadar insan vardı.
14	101	6.400	15.78	Ölüm ilanlarını yazan birkaç gazeteci dışında, Avrupa'nın ed
15	36	2.240	16.07	Fark etmesi için bir sebep de yoktu.
16	219	13.600	16.10	Ölen adam, Prag'daki İşçi Kaza Sigortası Kurumu'nda on dört 
17	63	4.320	14.58	Yazdıklarından yayımlanmış olanlar yedi ince kitaptan ibaret
18	45	3.040	14.80	Toplasanız bir masanın köşesini zor kaplardı.
19	42	3.040	13.82	Ama yayımlanmamış olanlar başka bir şeydi.
20	153	10.400	14.71	Ölümünden sonra Prag'daki yazı masası açıldığında, orada üç 
21	27	1.920	14.06	Bir de katlanmış bir kâğıt.
22	32	2.880	11.11	O kâğıdı bulan kişi Max Brod'du.
23	165	11.520	14.32	Kâğıtta kurşun kalemle şunlar yazılıydı: Sevgili Max, son ri
24	47	3.200	14.69	Kâğıtların arasından ikinci bir not daha çıktı.
25	97	6.560	14.79	yirmi dokuz Kasım bin dokuz yüz yirmi iki tarihliydi, mürekk
26	164	11.680	14.04	Kafka bu notta, yazdıkları içinde yalnızca altı metnin ayakt
27	208	13.120	15.85	Sonra ekliyordu: bunların geçerli olduğunu söylemem, yeniden
28	45	3.040	14.80	Bu, ölüm döşeğinde söylenmiş bir söz değildi.
29	41	2.720	15.07	Bir alışkanlığın yazıya dökülmüş hâliydi.
30	52	3.520	14.77	Kafka hayatı boyunca kendi yazdıklarını yok etmişti.
31	130	7.680	16.93	Berlin'de birlikte yaşadığı Dora Diamant, onun defterleri so
32	103	6.720	15.33	Araştırmacılar, Kafka'nın kaleme aldığı metinlerin büyük böl
33	108	6.880	15.70	Yani masadan çıkan o iki not, bir yazarın alçakgönüllülük gö
34	76	4.800	15.83	Yıllardır yaptığı şeyi, artık yapamayacağı için bir başkasın
35	55	3.840	14.32	Ve istediği kişi, tam olarak bu işi yapmayacak kişiydi.
36	78	5.120	15.23	Kafka ile Brod bin dokuz yüz ikide, henüz üniversite öğrenci
