sira	karakter	saniye	kar_sn	metin
1	191	12.960	14.74	Öldüğünde cenazesini izlemek için Berlin sokaklarında on bin
2	93	6.080	15.30	Bugün o adı taşıyan yüzlerce yerin arasında, adamın kendisin
3	85	5.920	14.36	Peki dünyanın en tanınmış bilim insanı nasıl olur da kendi k
4	94	5.920	15.88	Berlin'in kuzeyindeki Tegel Şatosu'nun pencerelerinden çam o
5	111	7.520	14.76	Ama içeride büyüyen küçük oğlan için o ev bir manzaradan çok
6	133	9.280	14.33	Babası Prusya ordusunda subaylık yapmış, sonra saray mensubu
7	132	7.840	16.84	Geriye kalan anne, iki oğlunu Prusya devletinin üst kademele
8	30	2.080	14.42	Evi özel öğretmenler doldurdu.
9	78	5.760	13.54	Sabahtan akşama Yunanca, matematik, hukuk, kameralistik, yan
10	136	8.960	15.18	İki kardeş aynı masada oturuyordu: iki yaş büyük olan Vilhel
11	57	4.160	13.70	Aleksander ise derste dalgın, dışarıda başka bir çocuktu.
12	94	6.720	13.99	Bahçeden taş, kabuk, böcek, kurutulmuş yaprak topluyor, heps
13	51	3.840	13.28	Ev halkı ona küçük eczacı diyordu; iltifat değildi.
14	109	7.040	15.48	Sonraki yıllarda o dönemi anlatırken, çocukluğunun uzak diya
15	101	6.880	14.68	Kitaplardaki palmiye gravürleri, Kaptan Cook'un yolculukları
16	129	8.480	15.21	Ders masasında oturup zihninde ekvatora gidiyordu ve bunu ki
17	73	4.640	15.73	Üniversite yılları onu Frankfurt an der Oder'e, sonra Göttin
18	63	4.640	13.58	Göttingen'de hayatını değiştiren adamla tanıştı: Georg Forst
19	139	8.800	15.80	Forster çocuk yaşta babasıyla birlikte Cook'un ikinci dünya 
20	96	6.240	15.38	Kuru bir seyir defteri değildi o kitap; ışığın rengini, insa
21	198	12.960	15.28	bin yedi yüz doksan yazında Forster ve Humboldt birlikte yol
22	31	2.240	13.84	Humboldt orada iki şey öğrendi.
23	61	4.000	15.25	Birincisi, bilimin duygudan arındırılmak zorunda olmadığıydı
24	70	4.800	14.58	İkincisi, denizi bir kere gören adamın bir daha aynı adam ol
25	66	4.320	15.28	Ama annesi hayattaydı ve Prusya'nın oğlundan bir beklentisi 
26	57	3.680	15.49	Humboldt bu beklentiyi şaşırtıcı bir enerjiyle karşıladı.
27	84	5.600	15.00	Frayberg'deki Maden Akademisi'nde sekiz ayda, normalde üç yı
28	102	7.040	14.49	bin yedi yüz doksan ikide Prusya maden idaresine girdi ve Fr
29	149	9.920	15.02	Yirmi iki yaşındaydı ve yerin altına inen ilk gün gördüğü şe
30	75	4.960	15.12	Oksijenin azaldığı yerde sönmeyen bir lamba ve bir soluma ay
31	69	4.960	13.91	Madencilere ücretsiz bir okul açtı ve masrafını kendi cebind
32	194	13.280	14.61	Aynı yıllarda kendi bedeni üzerinde binlerce elektrik deneyi
33	94	6.400	14.69	Aradığı şey basitti ve dev gibiydi: canlı olanla cansız olan
34	52	3.520	14.77	bin yedi yüz doksan dörtte Yena'da Göte ile tanıştı.
35	138	8.640	15.97	Göte o sırada Avrupa'nın en ünlü yazarıydı ve aynı zamanda b
36	26	1.920	13.54	İki adam günlerce konuştu.
37	111	6.560	16.92	Göte daha sonra bu genç adamla geçirilen sekiz günün, kitapl
38	87	5.280	16.48	Humboldt'un ölçmeyi ve hissetmeyi aynı anda savunan tuhaf bi
39	61	4.640	13.15	Sonra, on dokuz Kasım bin yedi yüz doksan altıda annesi öldü
40	104	6.880	15.12	Humboldt cenazede kendini yaslı hissetmediğini gizlemeye çal
41	14	1.600	8.75	Miras büyüktü.
42	59	4.160	14.18	Ve o miras, bir servetten çok bir bilet anlamına geliyordu.
43	140	8.800	15.91	Birkaç ay içinde Prusya'daki görevinden istifa etti, kariyer
44	21	1.920	10.94	Aramak iki yıl sürdü.
45	52	3.200	16.25	Napolyon'un Mısır seferine katılmayı denedi, olmadı.
46	68	4.000	17.00	Batı Hint Adaları'na gidecek bir yolculuk savaş yüzünden ipt
47	78	4.960	15.73	Marsilya'da Cezayir'e gidecek bir gemiyi haftalarca bekledi,
48	134	8.800	15.23	Sonunda İspanya'ya geçti ve beklenmedik bir kapı açıldı: Kra
49	139	8.320	16.71	Humboldt İspanya'nın Amerika'daki bütün sömürgelerine girebi
50	71	5.120	13.87	İki yüz yıldır yabancılara kapalı olan bir kıta, bir imzayla
51	139	9.280	14.98	beş Haziran bin yedi yüz doksan dokuzda, İspanya'nın kuzeyin
52	73	4.960	14.72	Yanında Fransız botanikçi Eme Bonplan ve kırktan fazla ölçüm
53	55	3.520	15.62	İngiliz donanmasının abluka gemileri ufukta bekliyordu.
54	37	3.520	10.51	Gece, sisin içinde, ışıksız geçtiler.
55	174	10.720	16.23	Gemide çıkan humma yüzünden planladıkları limana gidemediler
56	60	3.840	15.62	Karaya ayak bastıkları anda ikisi de işe yaramaz hale geldi.
57	181	11.360	15.93	Humboldt kardeşine yazdığı mektupta, deliler gibi oradan ora
58	76	5.760	13.19	Palmiyeler, dev kaktüsler, pembe flamingolar, kolunun kalınl
59	180	11.040	16.30	Geceleri, gökyüzünde hayatında hiç görmediği takımyıldızlar 
60	78	5.120	15.23	Bir buçuk yıl sürecek bir iç bölge yolculuğuna Şubat bin sek
61	37	2.720	13.60	Yolları önce Valensiya Gölü'ne düştü.
62	82	5.440	15.07	Göl çekiliyordu; kıyıda yıllar önce suyun altında kalan adac
63	67	4.000	16.75	Yöre halkı bunu yeraltındaki gizli bir tahliye kanalına bağl
64	82	5.280	15.53	Humboldt üç gün ölçüm yaptı, çevredeki tepelere çıktı ve bam
65	66	4.320	15.28	Çivit ve şeker tarlaları açmak için havzadaki ormanlar kesil
66	181	12.640	14.32	Ağaçlar gidince yağmuru tutan yosun ve humus tabakası gitmiş
67	149	9.280	16.06	Bunu yazarken bir adım daha attı: insanın ormanlara verdiği 
68	163	10.240	15.92	Bu satırlar, insan eliyle yaratılan iklim değişikliğinin bil
69	44	3.040	14.47	Nisan başında Kalabozo kasabasına ulaştılar.
70	68	4.160	16.35	Humboldt oraya tek bir şey için gitmişti: elektrikli yılanba
71	98	6.560	14.94	Bataklık göletlerde yaşayan, bir metreden uzun, insanı yere 
72	88	5.760	15.28	Sorun onları yakalamaktı; ağla çıkarmak imkânsızdı, çünkü ağ
73	56	4.000	14.00	Köylülerin çözümü şuydu: otuz kadar atı gölete sürdüler.
74	101	6.720	15.03	Su köpürdü, balıklar boşalmaya başladı, atlar çığlık atarak 
75	49	3.360	14.58	Balıkların yükü tükenince sepetlerle toplandılar.
76	42	2.560	16.41	Humboldt sonrasında kendi üzerinde denedi.
77	159	10.240	15.53	Islak ayaklarıyla bir balığın üstüne bastığında aldığı darbe
78	148	10.080	14.68	Aradığı şey hâlâ aynıydı: hayvanın içindeki elektrikle gökyü
79	35	2.400	14.58	Asıl yolculuk bundan sonra başladı.
80	60	3.840	15.62	Bir kanoya bindiler ve Orinoko'yu yukarı çıkmaya koyuldular.
81	56	3.680	15.22	Dört ay boyunca dört metre eninde bir teknede yaşadılar.
82	133	8.160	16.30	Sivrisinekler yüzlerini tanınmaz hale getirdi; Humboldt gece
83	74	5.120	14.45	Erzak bitti, öğütülmüş kakao çekirdeğini nehir suyuyla karış
84	72	4.800	15.00	Suda timsahlar, kıyıda jaguar izleri vardı, bir gece köpekle
85	115	8.000	14.38	Bütün bunların ortasında Humboldt her gün ölçüm yaptı: nehri
86	215	13.760	15.62	Esmeralda köyünde yerlilerin ok zehri kürarı nasıl hazırladı
87	24	1.920	12.50	Ve kayıp nehri buldular.
88	131	8.160	16.05	Coğrafyacılar yüzyıllardır bir söylentiyi tartışıyordu: Orin
89	151	9.920	15.22	Avrupa'nın en saygın haritacıları bunun imkânsız olduğunu sö
90	151	11.200	13.48	Humboldt ve Bonplan o su yolunu, Kasikiare, yani Kasikiare k
91	19	1.600	11.88	Kasikiare gerçekti.
92	59	4.640	12.72	Orinoko'nun suyunun bir kısmı, sessizce, Amazon'a akıyordu.
93	141	9.120	15.46	Kanodan indiklerinde Humboldt yalnızca bir efsaneyi doğrulam
94	56	3.680	15.22	bin sekiz yüz birde kıtanın batısına, Andlar'a döndüler.
95	189	11.360	16.64	Magdalena Nehri'ni yukarı çıktılar, Bogota'ya vardılar, sonr
96	120	8.160	14.71	Ocak bin sekiz yüz ikide Kito'ya ulaştılar ve Humboldt ömrün
97	76	5.440	13.97	Piçinça'ya çıktı, kraterin kenarında yattı, aşağıdaki kükürt
98	20	1.440	13.89	Kotopaksi'yi denedi.
99	79	5.600	14.11	Aylarca, elinde barometreyle, kendi bedenini yükseklik ölçen
100	88	6.240	14.10	yirmi üç Haziran bin sekiz yüz iki sabahı, Çimborazo, yani Ç
101	68	4.640	14.66	O tarihte bu dağın dünyanın en yüksek noktası olduğuna inanı
102	74	4.960	14.92	Yanında Bonplan, genç Ekvadorlu Karlos Montufar ve bir yerli
103	74	4.640	15.95	Kar sınırında taşıyıcılar durdu ve daha ileri gitmeyecekleri
104	17	1.600	10.62	Dördü devam etti.
105	70	4.800	14.58	Yol, iki yanı uçurum olan, yer yer bir karıştan dar bir sırt
106	31	2.560	12.11	Sis indi, dağı göremez oldular.
107	80	6.400	12.50	Hava incelmişti; diş etleri kanamaya, gözleri kanlanmaya baş
108	75	4.800	15.62	Humboldt bunu bir hastalık değil, ölçülmesi gereken bir olgu
109	57	3.840	14.84	Sonra sırt, yirmi metre genişliğinde bir yarıkla kesildi.
110	28	2.240	12.50	Karşıya geçmenin yolu yoktu.
111	62	4.320	14.35	Barometreyi çıkardı ve okudu: beş bin dokuz yüz on yedi metr
112	108	7.520	14.36	Zirve, altı bin iki yüz altmış üç metredeydi; üç yüz metrede
113	98	6.080	16.12	Hiçbir insanın o güne dek çıktığı bilinen en yüksek noktaydı
114	51	3.360	15.18	Ama Çimborazo'yu tarihe sokan şey bu rakam değildi.
115	76	5.760	13.19	O sırt üstünde, geriye, tırmandığı yamaca baktığında Humbold
116	81	5.280	15.34	Sabahtan beri, tek bir günde, gezegenin bütün bitki kuşaklar
117	47	3.040	15.46	Aşağıda palmiyeler ve nemli tropik orman vardı.
118	96	6.720	14.29	Yukarıda çalılar, sonra kısa boylu dağ çayırı, sonra yalnızc
119	35	2.400	14.58	Ve bu sıralama ona yabancı değildi.
120	125	8.000	15.62	Aynı diziyi Avrupa'da, Alp Dağları'nda yukarı çıkarken görmü
121	69	4.480	15.40	Bir dağa tırmanmak, dünyayı boydan boya geçmenin küçültülmüş
122	138	8.320	16.59	Andlar'daki bir yosunla İsvecin kuzeyindeki bir yosun, birbi
123	124	8.000	15.50	Bu, o güne kadar hiç kimsenin bu netlikte söylemediği fikird
124	106	7.520	14.10	İklim bitkiyi, bitki toprağı, toprak suyu, su iklimi belirle
125	136	8.480	16.04	Türleri tek tek isimlendirip listeleyen bir bilimin ortasınd
126	56	3.520	15.91	Bunu bir kitap yazarak değil, bir resim çizerek anlattı.
127	117	7.680	15.23	Çimborazo'nun devasa bir kesitini çıkardı; dağın gövdesine, 
128	145	9.920	14.62	Kesitin iki yanına sütunlar dizdi: o yükseklikteki sıcaklık,
129	66	4.960	13.31	Tek bir sayfada, bir dağın üzerinde, bir gezegenin çalışma ş
130	130	8.480	15.33	Adını Naturgemelde, yani Doğa Tablosu koydu ve bin sekiz yüz
131	26	1.920	13.54	Kitabı Göte'ye ithaf etti.
132	59	3.520	16.76	Yolculuğun kalanı bu fikrin üstüne biriktirilen malzemeydi.
133	218	13.760	15.84	Peru kıyısında, kuzeye doğru akan buz gibi bir akıntının sıc
134	155	10.400	14.90	Kıyı adalarında kuş gübresinin yığınlarını gördü, örnek aldı
135	199	13.280	14.98	Bir yılı Meksika'da geçirdi; arşivlere girdi, gümüş madenler
136	157	9.600	16.35	bin sekiz yüz dörtte Amerika Birleşik Devletleri'ne uğradı, 
137	211	12.800	16.48	üç Ağustos bin sekiz yüz dörtte Bordo'ya çıktığında, beş yıl
138	17	1.120	15.18	Berlin'e dönmedi.
139	83	5.440	15.26	Paris'e yerleşti, çünkü bilim orada yapılıyordu, ve orada yi
140	66	4.320	15.28	Bu yılların tamamını tek bir işe verdi: getirdiklerini yayım
141	41	2.880	14.24	Ortaya otuzu aşkın ciltlik bir dev çıktı.
142	89	6.240	14.26	Bitki ciltleri, zoolojik ciltler, astronomi ölçümleri, atlas
143	103	6.880	14.97	Baskı kalitesi konusunda hiçbir tavizi kabul etmedi; ressaml
144	84	5.600	15.00	Takımın tamamının fiyatı bir ev fiyatına yakındı, dolayısıyl
145	78	5.920	13.18	Masrafı kendi cebinden karşıladı ve annesinden kalan servet,
146	47	2.880	16.32	Napolyon'la karşılaşması bu yıllara denk gelir.
147	124	7.520	16.49	Bir resepsiyonda imparator ona döndü, bitki topladığını duyd
148	19	1.600	11.88	Konuşma bu kadardı.
149	107	6.720	15.92	Napolyon bu Prusyalıdan hiç hoşlanmadı, bir ara casus olduğu
150	75	4.800	15.62	Buna karşılık Humboldt'un asıl etkisi, kendi hesaplamadığı y
151	78	5.440	14.34	bin sekiz yüz dörtte Paris'te, genç bir Venezuelalıyla tanış
152	110	7.680	14.32	Humboldt ona kıtayı anlattı; toprağını, madenini, insanını, 
153	116	7.360	15.76	Bolivar sonraki yıllarda, Humboldt'un Amerika için bütün fat
154	112	7.360	15.22	Otuz yıl sonra, bambaşka bir yerde, İngiliz bir gencin gemi 
155	209	13.600	15.37	Charles Darwin o ciltleri Beagle'a yanında aldı, sayfalarınd
156	26	1.920	13.54	Bir konuda hiç yumuşamadı.
157	139	7.680	18.10	Amerika'da gördüğü köleliği, insanlığın başına gelmiş en büy
158	59	3.680	16.03	Küba üzerine incelemesinde konuyu istatistiklerle ele aldı.
159	193	12.320	15.67	bin sekiz yüz elli altıda bir Amerikalı çevirmen kitabı İngi
160	83	5.600	14.82	kitabından çıkarılan kısmın, kendisinin en önemli bulduğu kı
161	18	1.440	12.50	Ama para bitmişti.
162	167	11.200	14.91	bin sekiz yüz yirmi yedide, elli yedi yaşında, borçlarını ka
163	57	4.000	14.25	Karşılığında bir maaş aldı; karşılığında saraya bağlandı.
164	95	6.080	15.62	Krala yüksek sesle kitap okuyor, saray gezilerine eşlik ediy
165	114	7.200	15.83	Avrupa'nın en özgür zihinlerinden biri, hayatının son otuz y
166	65	4.640	14.01	Geceleri, saray uykudayken çalışıyordu; günde dört saat uyuy
167	74	4.800	15.42	Yılda binlerce mektup alıyor ve bunların çoğunu kendi eliyle
168	51	3.520	14.49	Berlin'e döndüğü kışın yaptığı şey ise bambaşkaydı.
169	77	5.120	15.04	Üniversitede altmış bir, kentin şarkı akademisi salonunda on
170	113	7.680	14.71	Dersler ücretsizdi ve herkese açıktı: öğrenciye, memura, işç
171	74	5.280	14.02	Salonlar doldu, kapıda kalanlar oldu, sokaklarda arabalar bi
172	112	7.200	15.56	Humboldt orada tek bir şey anlatıyordu: evrenin, yıldızlarda
173	50	3.520	14.20	Bu dersler, ömrünün son büyük eserinin taslağıydı.
174	73	5.120	14.26	bin sekiz yüz yirmi dokuzda, altmış yaşında, son büyük yolcu
175	124	8.480	14.62	Rus Çarı Birinci Nikolay'ın maliye bakanı Kont Kankrin onu U
176	140	8.640	16.20	Humboldt yirmi beş hafta içinde on beş bin dört yüz yetmiş i
177	140	9.280	15.09	Gitmeden önce Urallar'da elmas bulunacağını söylemişti; o ta
178	38	2.720	13.97	Aynı yıl Urallar'da ilk elmas bulundu.
179	128	8.160	15.69	Ama yolculuk boyunca yanından ayrılmayan görevliler vardı ve
180	162	9.600	16.88	Buna uydu; onun yerine imparatorluğun dört bir yanına manyet
181	121	8.160	14.83	Dünyanın ilk uluslararası bilimsel veri ağıydı ve fikir yine
182	150	8.960	16.74	Bütün bunları toplayacağı kitaba Kosmos adını verdi; Yunanca
183	127	8.960	14.17	İlk cilt bin sekiz yüz kırk beşte, o yetmiş altı yaşındayken
184	98	6.400	15.31	Korsan baskıları yapıldı, onlarca dile çevrildi, yüzyılın en
185	119	7.680	15.49	İkinci cilt bin sekiz yüz kırk yedide, üçüncüsü bin sekiz yü
186	26	1.760	14.77	Beşincisini yetiştiremedi.
187	76	5.920	12.84	altı Mayıs bin sekiz yüz elli dokuzda, seksen dokuz yaşında,
188	135	8.960	15.07	Cenazesi devlet töreniyle kaldırıldı, tabutu kentin caddeler
189	80	4.960	16.13	Aynı yılın kasım ayında Darwin'in türlerin kökeni üzerine ki
190	100	6.880	14.53	Ölümünden on yıl sonra, on dört Eylül bin sekiz yüz altmış d
191	32	2.080	15.38	Kutlama tek bir şehirde değildi.
192	84	6.240	13.46	Berlin'de, Meksika'da, Buenos Ayres'te, Melbourne'de, Cape T
193	109	6.240	17.47	En büyükleri Amerika Birleşik Devletleri'ndeydi: San Francis
194	150	9.600	15.62	New York'ta yirmi beş bin kişi bayraklarla süslenmiş sokakla
195	99	6.880	14.39	Çağdaşları onu tarif ederken tek bir kalıp kullanıyordu: Nap
196	22	1.600	13.75	Sonra sessizlik geldi.
197	164	10.080	16.27	Birinci Dünya Savaşı'yla birlikte İngilizce konuşan dünyada 
198	31	2.080	14.90	Ama daha derin bir sebep vardı.
199	42	2.720	15.44	Bilim onun öldüğü yıllarda parçalanıyordu.
200	129	9.120	14.14	Botanik, jeoloji, meteoroloji, zooloji ayrı odalara çekiliyo
201	144	9.600	15.00	Humboldt'un bütün gücü olan şey, yani hepsini birden konuşab
202	85	6.240	13.62	Uzmanlaşan bir dünyada, her şeyi birbirine bağlayan adam en 
203	17	1.440	11.81	Geriye adı kaldı.
204	89	5.760	15.45	Haritada, tarih boyunca herhangi bir insan için verilenden d
205	185	11.840	15.62	Peru kıyısındaki soğuk akıntı, Kaliforniya'da bir körfez ve 
206	117	8.320	14.06	Bir penguen türü, bir dev kalamar, bir meşe, orkideler; yakl
207	92	5.600	16.43	Bir dönem herkesin bildiği adam, sonunda kimsenin kim olduğu
208	82	5.920	13.85	İşin ilginç tarafı şu ki fikirleri kaybolmadı; sadece onun a
