sira	karakter	saniye	kar_sn	metin
1	87	5.920	14.70	Bir laboratuvarda hiçbir şey yolunda gitmiyordu: hangi örneğ
2	140	9.760	14.34	Genç bilim insanı sonunda anladı ki sorun örnekte değil — ha
3	155	10.080	15.38	Dünya'nın yaşını bulmak için önce dünyanın en temiz odasını 
4	158	9.920	15.93	iki Haziran bin dokuz yüz yirmi ikide Iowa'da, Dö Moyn yakın
5	50	4.160	12.02	Mısır tarlaları, kışın donan yollar, kilise, okul.
6	85	5.600	15.18	Anlatıldığına göre işi değiştiren şey, annesinin bir gün eve
7	83	5.280	15.72	Clair Cameron Patterson o setle bodrumda oynamaya başladı ve
8	134	8.160	16.42	Lisede kimya dersinin verebileceği her şeyi tüketmişti; kasa
9	95	6.080	15.62	bin dokuz yüz kırk üçte Grinnell College'dan, yani Grinnell 
10	210	14.400	14.58	Grinnell Koleji ona diplomadan fazlasını verdi: laboratuvar 
11	56	4.000	14.00	İkisi de kimyacıydı, ikisi de savaşın ortasına düştüler.
12	69	5.120	13.48	Savaş, bir taşra kimyacısını tarihin en gizli projesinin içi
13	89	5.920	15.03	Önce Chicago Üniversitesi'ne, sonra Tennessee eyaletindeki O
14	149	9.600	15.52	Oak Ridge'de yapılan iş tek cümleyle anlatılabilirdi: doğada
15	76	4.640	16.38	Bunun için atomları kütlelerine göre tartan devasa makineler
16	47	3.040	15.46	Patterson orada kütle spektrometresini öğrendi.
17	110	6.720	16.37	Bir maddenin içindeki atomları yalnızca saymayı değil, hangi
18	189	12.160	15.54	Manhattan Projesi'nin ürünü Japonya'nın üstünde patladığında
19	88	5.440	16.18	Savaş bitti, Chicago Üniversitesi'ne döndü, doktora için Har
20	136	8.160	16.67	Brown, o dönemin en iddialı ve en huzursuz bilim insanlarınd
21	106	6.880	15.41	Genç öğrencisine verdiği ödev, ilk duyulduğunda kulağa fazla
22	70	4.320	16.20	O sıralarda bu soru bilimin en utanç verici açık yaralarında
23	153	9.600	15.94	On dokuzuncu yüzyılın sonunda soru bir fizik problemi sanılm
24	121	7.840	15.43	Sonra radyoaktivite keşfedildi ve bu hesabın altındaki zemin
25	149	9.440	15.78	Radyoaktif bozunma yalnızca eski cevabı yıkmakla kalmadı, ye
26	131	7.520	17.42	Bir kayanın içindeki uranyumun ne kadarının kurşuna dönüştüğ
27	167	11.040	15.13	Ama bin dokuz yüz kırkların sonunda bu yöntemle elde edilen 
28	23	1.760	13.07	Brown'ın planı zarifti.
29	61	4.320	14.12	Kayanın içinde uranyumu tutan minik kristaller vardı: zirkon
30	75	5.280	14.20	Zirkon oluşurken kafesine uranyumu alıyor, kurşunu neredeyse
