sira	karakter	saniye	kar_sn	metin
1	130	8.000	16.25	Beyaz adamın kâğıda bakıp konuşabilmesine "konuşan yapraklar
2	141	9.440	14.94	On iki yıl boyunca tarlasını, ocağını ve ailesini ihmal edip
3	103	6.720	15.33	Yargılandığı gün onu kurtaran şey, altı yaşındaki kızının ya
4	126	8.000	15.75	Little Tennessee Irmağı'nın kıvrıldığı vadide, Tuskegee adlı
5	88	5.920	14.86	Annesi Wut-teh adında bir Çeroki kadınıydı; Kuş Klanı'ndan, 
6	20	1.760	11.36	Babası ortada yoktu.
7	107	6.880	15.55	Kimliği bugün bile tartışmalı: kimi kayıtlar onu bir kürk tü
8	57	3.840	14.84	Kesin olan tek şey, çocuk doğmadan önce gitmiş olduğudur.
9	83	5.600	14.82	Bu yüzden oğlan, annesinin yanında, annesinin dünyasında, an
10	51	3.200	15.94	Hayatı boyunca da o dilden başka bir dil öğrenmedi.
11	58	4.320	13.43	İngilizce konuşmadı, İngilizce okumadı, İngilizce yazmadı.
12	14	1.280	10.94	Adı Sekoya'tı.
13	134	8.320	16.11	Bu adın anlamı da tıpkı babasının kimliği gibi tartışmalıdır
14	146	9.600	15.21	Beyazlar arasında ise George Guess ya da George Gist diye bi
15	44	2.720	16.18	Çocukluğunun bir yerinde bacağı sakat kaldı.
16	18	1.280	14.06	Nedeni bilinmiyor.
17	148	9.760	15.16	Kimi anlatılar bir av kazasından, kimi bir savaş yarasından,
18	43	3.040	14.14	Sonuç değişmez: Sekoya topallayarak yürüdü.
19	113	7.200	15.69	Ve on sekizinci yüzyıl sonunun Çeroki dünyasında bu, bir erk
20	76	5.600	13.57	Savaşçı olamazdı, uzun avlara çıkamazdı; tarlada bütün gün a
21	31	2.080	14.90	Elinde kalan tek şey elleriydi.
22	16	1.440	11.11	Onları kullandı.
23	25	2.080	12.02	Sekoya gümüş ustası oldu.
24	94	6.400	14.69	Tüccarların getirdiği gümüş paraları eritip broşlar, küpeler
25	99	7.040	14.06	Sonra demirciliği de kendi kendine öğrendi; işlemeli mahmuzl
26	11	1.120	9.82	İşi iyiydi.
27	91	6.080	14.97	Yaptığı parçalar aranıyordu, Çeroki köylerinde de, beyaz yer
28	56	4.640	12.07	Bir zanaatkârın hayatıydı bu: sessiz, dikkatli, sabırlı.
29	73	4.960	14.72	Yıllar süren, tek başına yapılan, sonucu ancak en sonunda gö
30	67	4.960	13.51	Sonra küçük bir olay oldu ve Sekoya'ın hayatının yönünü deği
31	141	9.120	15.46	Anlatıya göre, Çeroki önderlerinden Charles Hicks ona işleri
32	36	2.720	13.24	Ama Sekoya adını yazmayı bilmiyordu.
33	49	3.200	15.31	Hicks onun için kâğıda "George Guess" diye yazdı.
34	86	5.600	15.36	Sekoya bu işaretleri aldı, bir kalıba kazıdı ve bundan sonra
35	84	5.440	15.44	Yani ilk kez kendi adını, anlamını çözemediği bir işaret diz
36	26	1.920	13.54	Bir mühür gibi taşıdı onu.
37	51	3.360	15.18	Ne dediğini bilmeden, ne dediğini bildiği bir şeyi.
38	45	3.200	14.06	O sıralarda Çeroki ülkesi kuşatma altındaydı.
39	93	6.560	14.18	Geyik derisi ticareti çökmüş, avlaklar daralmış, yerleşimcil
