sira	karakter	saniye	kar_sn	metin
1	74	4.640	15.95	Batı Çin'de, bir imparator mezarının önünde yedi metrelik bi
2	57	4.160	13.70	Üzerinde tek bir harf yok — oysa yanındaki taş övgü dolu.
3	86	6.080	14.14	O boş taşı, Çin'i on beş yıl boyunca "imparator" unvanıyla y
4	119	8.000	14.88	altı yüz otuz yedi yılının sonbaharında, Tang hanedanının ba
5	180	11.200	16.07	Bir milyona yakın insanın yaşadığı, İpek Yolu'nun batı ucund
6	68	4.960	13.71	Şehrin kuzeyinde, surların içinde bir başka şehir daha vardı
7	91	6.080	14.97	Ve o sonbaharda saray kapısından içeri, taşrada büyümüş, on 
8	15	1.760	8.52	Adı Vu Cao'ydu.
9	42	3.360	12.50	Babası Vu Şıhuo, aslen kereste tüccarıydı.
10	111	6.880	16.13	Sıradan bir tüccar değil, imparatorluk inşaat işlerine keres
11	105	7.040	14.91	Sui hanedanı çökerken Li Yuan'ın isyanına destek vermiş, han
12	111	7.680	14.45	Annesi Yang ise devrilen Sui hanedanının soylu ailesindendi;
13	56	4.000	14.00	Ama Vu Şıhuo altı yüz otuz beşte ölünce her şey değişti.
14	103	7.360	13.99	Önceki eşinden olan oğulları, dul kalan üvey annelerine ve k
15	104	6.880	15.12	Vu Cao'nun çocukluğunun ikinci yarısı, bir evde istenmeden y
16	123	7.520	16.36	Saraya çağrılması, ailenin güzelliğiyle bilinen kızına dair 
17	52	3.680	14.13	Anlatılanlara göre annesi, kızını uğurlarken ağladı.
18	146	8.960	16.29	Vu Cao'nun cevabı sonraki yüzyıllar boyunca tekrarlandı: Göğ
19	58	4.160	13.94	Ona verilen unvan cairen'di: beşinci dereceden bir cariye.
20	87	5.760	15.10	Sarayda kendisiyle aynı unvanı taşıyan dört kişi daha vardı,
21	37	2.720	13.60	İmparator ona Meynyang diye seslendi.
22	83	5.280	15.72	Bu, bir kariyerin başlangıcı değil, çoğu kız için bir hayatı
23	99	6.240	15.87	Saraya giren bir cairen, imparator ölene kadar orada kalır, 
24	122	8.000	15.25	O yıllardan geriye kalan tek canlı sahne, çok sonra, kendisi
25	68	5.920	11.49	Saraya vahşi bir at getirilmişti; adı Şızı Tsung, yani Aslan
26	21	1.600	13.12	Kimse yaklaşamıyordu.
27	74	5.120	14.45	Genç cairen, imparatora bu atı kendisinin evcilleştirebilece
28	58	4.640	12.50	Üç şey istemiş: bir kamçı, bir demir tokmak ve bir hançer.
29	123	8.960	13.73	Önce kamçıyla vuracaktı; boyun eğmezse demir tokmakla kafası
30	50	3.840	13.02	Li Şımin bu cevabı duyunca kızın cesaretini övmüş.
31	19	1.760	10.80	Ama övmekle kalmış.
32	77	5.120	15.04	On iki yıl boyunca Vu Cao sarayda kaldı, hiç yükselmedi, hiç
33	27	2.080	12.98	Bu on iki yıl boşa geçmedi.
34	146	9.920	14.72	Sarayın gündelik işleyişi, belgelerin dolaşımı, hangi memuru
35	78	5.600	13.93	bunların hepsi o duvarların içinde öğrenilebilecek şeylerdi 
36	51	3.680	13.86	Okuyabiliyordu, yazabiliyordu, dinlemeyi biliyordu.
37	150	9.280	16.16	İmparatorluğun beyni olan o binalarda, kimsenin dikkate alma
38	147	9.280	15.84	Bu arada, imparatorun hastalık yıllarında yatağının başında 
39	105	6.560	16.01	O sırada yirmili yaşlarının başındaki bu genç adam, babasını
40	109	7.040	15.48	İkisi arasında ne olduğu tam olarak bilinmez; sonradan yazıl
41	50	4.000	12.50	altı yüz kırk dokuz yılının yazında Li Şımin öldü.
42	75	5.280	14.20	Kural açıktı: imparatora çocuk doğurmamış cariyeler manastır
43	28	2.080	13.46	Vu Cao yirmi beş yaşındaydı.
44	115	7.360	15.62	Çangan'ın dışındaki Ganye Manastırı'nda saçları kesildi, ona
45	54	3.520	15.34	Hikâyenin normal şartlarda burada bitmesi gerekiyordu.
46	26	1.920	13.54	Manastır hayatı monotondu.
47	88	5.760	15.28	Sabah ayinleri, sadaka, sessizlik, beklenen tek değişikliğin
48	177	11.200	15.80	Vu Cao'ya atfedilen bir şiir vardır; aşk acısından gözlerini
49	53	4.160	12.74	Şiirin gerçekten ona ait olup olmadığı tartışmalıdır.
50	134	9.600	13.96	Ama şu tarihseldir: altı yüz elli yılında, babasının ölüm yı
51	59	4.000	14.75	Onu saraya geri getiren şey yalnızca bu karşılaşma değildi.
52	118	7.840	15.05	Sarayda imparatoriçe Vang'ın bir sorunu vardı: çocuğu yoktu 
53	102	6.240	16.35	Vang, rakibini zayıflatmak için imparatorun manastırdaki kad
54	60	4.160	14.42	Saçları uzasın diye beklendi ve Vu Cao saraya geri çağrıldı.
55	73	5.280	13.83	İmparatoriçe Vang, kendi eliyle, kendisini yok edecek kişiyi
56	88	6.080	14.47	Vu Cao geri döndüğünde otuza yaklaşıyordu ve ikinci bir şans
57	15	1.280	11.72	Hızla yükseldi.
58	47	3.520	13.35	altı yüz elli ikide bir oğlan doğurdu, Li Hung.
59	25	1.920	13.02	Ardından ikinci bir oğul.
60	183	12.640	14.48	İmparatorun ilgisi tamamen ona kaydı; imparatoriçe Vang ile 
61	82	6.240	13.14	altı yüz elli dörtte bir kız bebek doğdu ve kısa süre sonra 
62	75	5.280	14.20	Suçlama imparatoriçe Vang'a yöneltildi; odaya en son onun gi
63	72	5.120	14.06	Bu olay, Vu Cao'nun hikâyesinin en karanlık ve en tartışmalı
64	123	8.160	15.07	Olaya en yakın tarihli kaynak olan Eski Tang Kitabı, bebeğin
65	209	13.440	15.55	Cinayeti doğrudan anneye yükleyen, üstelik sahneyi ayrıntısı
66	24	1.760	13.64	yani Yönetim Aynası'dır.
67	67	4.160	16.11	Bugün hangi anlatının doğru olduğunu kanıtlayacak bir belge 
68	68	4.800	14.17	Kesin olan şu: o ölümden sonra Vang'ın konumu bir daha topar
69	103	6.880	14.97	altı yüz elli beşte imparator, imparatoriçesini değiştirmek 
70	106	7.040	15.06	Karşı çıkanların başında imparatorun dayısı, hanedanın kuruc
71	113	7.200	15.69	Onlara göre Vu Cao, önceki imparatorun cariyesiydi; bu evlil
72	137	9.440	14.51	Tartışmayı bitiren cümle yaşlı komutan Li Ci'den geldi: bu, 
73	75	5.440	13.79	Aynı yılın sonunda Vang tahttan indirildi, Vu Cao imparatori
74	53	3.520	15.06	Sonrası, kroniklerin aktardığı biçimiyle acımasızdır.
75	75	5.600	13.39	Vang ve Şiao önce hapsedildi, sonra dövülerek ve sakatlanara
76	178	11.040	16.12	Şiao'nun son sözlerinin bir beddua olduğu, yeniden doğarsa k
77	55	3.520	15.62	Karşı çıkan devlet adamları teker teker tasfiye edildi.
78	113	7.200	15.69	Cangsun Vuci altı yüz elli dokuzda uydurma bir komplo suçlam
79	69	4.640	14.87	Manastırdan dönen kadın, bir daha oraya gönderilmeye niyetli
80	69	4.320	15.97	altı yüz altmış yılında imparator Li Cı ağır bir rahatsızlık
81	87	6.080	14.31	Kaynaklar buna "rüzgâr baş dönmesi" der; muhtemelen bir felç
82	43	3.360	12.80	Baş ağrıları, görme kaybı, ayakta duramama.
83	131	8.960	14.62	Devlet işleri durmazdı; her gün yüzlerce dilekçe, atama, ver
84	55	3.680	14.95	İmparator, karısından kendisine yardım etmesini istedi.
85	52	3.520	14.77	Bu, tarihin en sessiz iktidar devirlerinden biriydi.
86	73	5.120	14.26	Vu Cao belgeleri okumaya, özetlemeye, sonra cevapları yazdır
87	109	6.720	16.22	Kararların hangisinin imparatora, hangisinin karısına ait ol
88	54	3.680	14.67	altı yüz altmış dörtte imparator bundan rahatsız oldu.
89	96	6.400	15.00	Danışmanı Şangguan Yi ona karısını tahttan indirmesini önerd
90	46	3.360	13.69	Ferman mürekkebi kurumadan Vu Cao odaya girdi.
91	191	12.800	14.92	Ne konuşulduğunu bilmiyoruz; bildiğimiz, imparatorun geri ad
92	72	4.640	15.52	O günden sonra imparator halka açık oturumlara karısıyla bir
93	64	4.320	14.81	Vu Cao tahtın arkasında, ince bir perdenin gerisinde oturuyo
94	69	5.280	13.07	Saray erkânı ikisinden "iki kutsal hükümdar" diye söz etmeye
95	96	6.560	14.63	Perde, orada oturanın hâlâ bir kadın olduğunu hatırlatan bir
96	108	7.840	13.78	altı yüz yetmiş dörtte unvanlar da değişti: imparator artık 
97	43	3.040	14.14	Aynı yıl on iki maddelik bir program sundu.
98	85	5.920	14.36	Tarımın desteklenmesi, vergilerin ve angaryanın azaltılması,
99	142	9.440	15.04	alt kademe memurlara terfi yolu açılması ve annesi ölen çocu
100	62	4.000	15.50	Saray giderek Loyang'a, yani doğudaki ikinci başkente taşınd
101	50	3.200	15.62	Bu yükselişin bedelini önce kendi çocukları ödedi.
102	135	8.800	15.34	altı yüz yetmiş beşte veliaht prens Li Hung yirmi üç yaşında
103	183	12.640	14.48	Yerine geçen ikinci oğlu Li Şien, yetenekli ve popüler bir p
104	106	7.200	14.72	altı yüz seksen üçte imparator öldüğünde tahta üçüncü oğlu L
105	19	1.600	11.88	Altı hafta dayandı.
106	138	8.000	17.25	Kayınpederini devletin en yüksek makamına getirmek isteyince
107	110	6.560	16.77	Annesi bu cümleyi bir itiraf olarak kabul etti ve onu tahtta
108	106	6.720	15.77	Yeni imparator sarayın arka bölümünde yaşıyor, devlet törenl
109	62	4.320	14.35	altı yüz seksen dört sonbaharında güneyde bir ayaklanma çıkt
110	104	7.200	14.44	İsyanın bildirisini dönemin en iyi şairlerinden Luo Binvang 
111	149	8.960	16.63	Vu Cao bildiriyi okuduğunda, anlatılanlara göre kızmadı; böy
112	26	2.080	12.50	İsyan iki ayda bastırıldı.
113	61	4.000	15.25	Bundan sonra gelen dönem, hükümdarlığının en sert yıllarıdır
114	148	10.240	14.45	altı yüz seksen altıda saray kapısının önüne bakır kutular k
115	99	6.240	15.87	Kutular hem halkın doğrudan merkeze ulaşmasını sağladı hem d
116	135	8.640	15.62	Cou Şing ve Lay Cünçen gibi sorgucular yükseldi; Lay Cünçen'
117	163	10.560	15.44	Sonu da kendi sisteminden geldi: Cou Şing'in nasıl konuşturu
118	65	4.320	15.05	sonra masaya dönüp lütfen küpe buyurmasını rica ettiği anlat
119	149	9.920	15.02	altı yüz seksen sekizde Tang hanedanına mensup prensler ayak
120	39	2.720	14.34	Artık tahtın önündeki perde gereksizdi.
121	118	7.200	16.39	altı yüz doksan yılında imparatorluğun her yerinde tuhaf bir
122	143	8.000	17.88	Büyük Bulut Sutrası olarak bilinen Budist metinde, bir kadın
123	144	9.600	15.00	Keşiş Şüe Huayi'nin öncülüğünde hazırlanan yorum bu bölümü a
124	83	5.280	15.72	Metnin kopyaları imparatorluğun bütün eyaletlerine gönderild
125	14	1.440	9.72	Zemin hazırdı.
126	163	11.040	14.76	Daha altı yüz yetmiş beşte, Loyang'ın güneyindeki Lungmen, y
127	107	6.400	16.72	kitabesine göre yapımına imparatoriçenin kendi kişisel ödene
128	55	3.360	16.37	Halk onu on yıllardır devletin ortağı olarak görüyordu.
129	70	4.320	16.20	Aynı yılın sonbaharında tahta çıkması için dilekçeler yağmay
130	134	9.120	14.69	Kayıtlara göre son dilekçede memurlar, sıradan halk, keşişle
